N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	current length	div_length	X
10	0.7	150.004	6	10	0.1	0.1	10	7.526348582404401	8.13537873740494	-4.076648000829905 1.390484722871927 -3.5061147889833997 1.0368114703619749 -2.8973604391013152 1.3168453615145141 -2.360286365831606 1.7197087004140823 -2.0464082773382546 2.3185151721851005 -2.0902653078888784 2.9972979238370447 -2.0857532475052665 2.304267812408165 -2.395296613634592 1.6869667999142155 -2.9627631276158906 1.2996423068512846 -3.6284800335042617 1.131210145517686 
10	0.7	150.004	6	10	0.1	0.1	10	7.597678998870558	8.529351849947746	1.4068144511881957 0.4427077657098757 1.0187155617896757 1.0006250493400584 0.5813578090037435 1.5230498726745691 0.6696347060340578 2.1989002049808075 0.6357742722283373 2.8838077855321345 0.6124692999877893 3.571039580194333 0.8184870388167085 4.2295275383982975 1.1075700532686403 4.862835726456206 1.5511507912389213 5.398669803733047 2.123575829950612 5.801596233323606 
10	0.7	150.004	6	10	0.1	0.1	10	7.690716758712922	8.217544240069737	2.375258527977684 1.3100436381856708 2.037037481378626 1.9181078637687177 1.9948866149124993 2.6106317257472305 1.9846971848690291 3.306247572838508 2.1664402755097942 3.979581672440458 2.6019183625109927 4.527435376152176 3.2135950650643266 4.872802012866666 3.902341413842235 5.011251041856823 4.604440325796645 4.977979370788853 5.301489343153803 4.910666337751941 
8	0.7	150.004	6	10	0.1	0.1	10	6.168410147970269	7.086727613545605	-10.356872432228524 -2.890180577161563 -10.434893193008428 -2.204509740986723 -10.444281198808401 -1.5177125254121488 -10.612295592673982 -0.8574423750272495 -10.6775481236117 -0.1750812688725317 -10.526298146296124 0.4857558330532737 -10.486513818740574 1.1581293147076348 -10.477042132235395 1.8312559957467665 
8	0.7	150.004	6	10	0.1	0.1	10	6.113641510015041	6.644818870816822	-9.398110024702527 -0.44928100294605217 -9.171525919676853 0.16268363537439873 -9.034791426017046 0.8025527094221554 -9.134747962452234 1.4634113172937024 -9.182090160931676 2.134801854088629 -9.296735801930687 2.807328068691081 -9.482678910499088 3.469338342160356 -9.710183907329629 4.126546699185542 
8	0.7	150.004	6	10	0.1	0.1	10	5.964665097422007	6.581646464126825	-8.667268681282975 -3.634266257322793 -8.907271934723115 -3.041517023998372 -9.094930235605501 -2.42359903677788 -9.119678453268438 -1.772651477120876 -8.57326917050295 -1.40297294813353 -8.143405316399964 -0.9062912499988149 -7.8894423209512174 -0.300356325648451 -7.443981166682615 0.17899422426673575 
8	0.7	150.004	6	10	0.1	0.1	10	6.080098851726429	6.286313153242948	-7.7988449235895745 1.253281999138636 -7.79276035213486 1.8949025167174405 -7.934331950130628 2.5333928766549403 -7.25858279051566 2.476256590446567 -6.626066917101907 2.7086695845845625 -6.073128032659335 3.0930875942762466 -5.722411251071707 3.664764439342553 -5.827556286613556 4.344992704847719 
10	0.7	150.004	6	10	0.1	0.1	10	7.688963362241267	7.794879932358951	-8.756139794106614 -8.097882894645203 -8.089679870430272 -7.886471024741046 -7.4117831202516555 -7.718782629114153 -6.718873375666486 -7.8018511336113106 -6.031997813522394 -7.939104092595957 -5.333023117632632 -7.9224518643739525 -4.634286776928859 -7.926165969230628 -3.939336463131917 -7.8489053335172425 -3.246176339921977 -7.7690723404895055 -2.5630217951002385 -7.913368349629257 
10	0.7	150.004	6	10	0.1	0.1	10	7.634463605619029	7.643904498093608	-2.402637468937395 -5.040897994248307 -2.5254344995929547 -5.713577898965902 -2.742499714422808 -6.364881814568501 -2.1038910448671793 -6.6125343969930155 -1.5011660074885405 -6.943234692939831 -1.0882384984444837 -7.493330539846775 -0.8285898792261575 -8.133060995480518 -0.6970850146070166 -8.825118138526731 -0.32421046320278 -9.425833477142056 0.046691867143958364 -10.021835488027579 
7	0.7	150.004	6	10	0.1	0.1	10	5.534124800070595	6.877088529865668	-4.421116351765005 -6.55755133506095 -4.0542535423112644 -5.971018861167569 -3.811671013794278 -5.322886212318443 -3.685884805493987 -4.641787314852503 -3.336820446383962 -4.0461601746705185 -3.0050678106778355 -3.4473026321844693 -2.6910436202153796 -2.841149360217261 
9	0.7	150.004	6	10	0.1	0.1	10	6.857606966748033	8.870558588259819	-10.699409025537543 -6.05959885402073 -10.102196657384514 -6.294701931855657 -9.52748622188437 -6.651221463841064 -8.838350748854596 -6.706156561469181 -8.175591873882373 -6.498043960154324 -7.57254178968218 -6.157038570310835 -7.077586252966755 -5.676128413227119 -6.6595018218131825 -5.128857722145359 -6.309766516294508 -4.54348562221362 
9	0.7	150.004	6	10	0.1	0.1	10	6.681509556770486	8.538470687591708	-7.725633786685232 -2.343115982164496 -7.204904054403282 -1.9188843279785914 -6.913486483010221 -1.3162535827339668 -6.5701915856471675 -0.7503350517865631 -6.225235121839315 -0.17966754286075 -5.733699733708101 0.2577917455448684 -5.143158709596912 0.5494921276147507 -4.593098915838483 0.20641474507185067 -4.207734207742335 -0.31302173320221827 
11	0.7	150.004	6	10	0.1	0.1	10	8.074002678783472	11.08159079680459	-3.5913088082728697 -1.5102403483670095 -2.9551737310578132 -1.5585056243984832 -2.327979808402249 -1.3438980946692543 -1.8187941532626513 -1.7618212156150184 -1.420987724352773 -2.2886407026679745 -0.92849800363103 -2.732187270707814 -0.4886710842193257 -3.2302735574340744 -0.11033173235975015 -3.7880859845533497 0.2189320604999893 -4.38059107503979 0.3959732476511185 -5.042086034016346 0.8678255452623217 -5.546030460401042 
9	0.7	150.004	6	10	0.1	0.1	10	6.912723146789206	7.700762159859447	-6.472036627760391 1.3375715471571332 -5.851664352601908 1.6363331971922843 -5.275904726099558 2.0136189121312578 -4.809063586388898 2.5329426296329642 -4.140199038599109 2.734252855903179 -3.4501459792160074 2.5959490819250224 -3.641157429958266 3.2452217118486675 -4.197040885338227 3.6380603509713207 -4.531141816052333 4.227725317891547 
11	0.7	150.004	6	10	0.1	0.1	10	8.271839797396332	9.431577069868037	-3.650009302610411 5.123269781775319 -3.204177555323956 4.609741035854484 -2.6538167641180324 4.221253159050972 -1.9812192109447755 4.340152777835666 -1.3022804820140736 4.237094919432523 -0.6692199126381156 4.5100196679735305 -0.2556514989485079 5.068421931900894 -0.5605479609257591 4.439984162197886 -0.7686626727622395 3.7783721574989464 -0.7298629834827736 3.090978071389564 -0.6723226515269585 2.409842558678957 
7	0.7	150.004	6	10	0.1	0.1	10	5.577753132508855	8.165398558448981	-13.81562138787196 0.5613511311678392 -13.498998571625995 1.1842954357102304 -13.171432763840649 1.8002204656643253 -12.741641646682833 2.347820440082742 -12.109597716165606 2.6361782650462664 -11.437170142631366 2.806580782945542 -10.815897823517142 3.1221608870533175 
9	0.7	150.004	6	10	0.1	0.1	10	6.829108633568241	8.409761077164458	-11.876102778773474 1.2592290336937129 -11.957096252858218 0.5665029634966687 -12.021399337364858 -0.1283497646177884 -11.948533313655476 -0.8227424216099756 -11.82930610779498 -1.5120191241280527 -11.803487760336171 -2.2078862495935088 -11.728019935925918 -2.8935523624908024 -11.557393152467142 -3.532922556997907 -11.360977671253659 -4.087386647214659 
7	0.7	150.004	6	10	0.1	0.1	10	5.5129469251159975	6.4912029065891375	-8.9299191207363 6.179402458539596 -8.700401709591205 5.510593754522453 -8.514477611718133 4.851128806042941 -8.322159237573846 4.195965924001563 -7.783469601908243 3.7900379245303286 -7.135575455892498 3.9761150032452917 -7.145773796847396 4.6653162207882515 
9	0.7	150.004	6	10	0.1	0.1	10	6.922788549577891	8.20822953175228	-7.724615146039038 6.253096225571263 -7.1002028496543925 6.038587360133094 -6.43798156810595 5.862204462023926 -5.763262631115222 5.707336167526412 -5.079880841676197 5.589715983930283 -4.586268795259443 6.077605247876326 -4.072675674255589 6.5479395042014295 -3.619454856698552 7.080523499268475 -2.9864422120084497 7.383488624292183 
10	0.7	150.004	6	10	0.1	0.1	10	7.567087146228351	9.376881223733523	-2.756463391063327 6.042535090849232 -2.1641682670960383 5.71892530764624 -1.4945460195345053 5.635416936598366 -1.0897419302826632 6.186031697252653 -0.4635061911205014 6.45750871681123 0.21781595496617576 6.378319097334677 0.867012823564801 6.599480035889838 1.4380905315331294 6.986663202270047 2.0981265148435697 7.199671497152453 2.74182833294589 7.464720207947361 
10	0.7	150.004	6	10	0.1	0.1	10	7.7257939114624605	9.650356492539563	3.488479915855545 6.305748366109151 4.188251668730134 6.3553601909650075 4.8894295602070255 6.339583736503448 5.587613759926055 6.268033648273428 6.22777249836016 5.978002478772952 6.845864636836702 5.641774854460735 7.481890224120657 5.339247471627238 8.00551577900093 4.867331925495793 8.414981916068223 4.295298518959828 8.836059953521525 3.73366005955087 
9	0.7	150.004	6	10	0.1	0.1	10	6.941126546635235	8.840276365582664	-13.165266857262278 -2.478097833187231 -13.083814833350637 -3.1727254612643923 -12.90653590341787 -3.848096603020038 -12.616435713142955 -4.481916308412974 -12.114543183380025 -4.9728408362765535 -11.452252107399943 -5.200673074557139 -10.744314288541837 -5.015706664845418 -10.295621210362622 -4.519648908481273 -9.78724419381939 -4.125295051331355 
11	0.7	150.004	6	10	0.1	0.1	10	8.05273275023776	9.004149021454312	-9.094232182362948 -5.3360471813752826 -8.455684427189853 -5.071181351058637 -7.91568500772506 -4.648116692497305 -7.522259909951774 -4.083097315552 -7.181530044879977 -3.5015530931771695 -6.6070141240322595 -3.1478545477841537 -5.954915860453526 -3.282579199447961 -5.818036917836761 -2.656822316377207 -5.862424792175485 -2.023413558636482 -5.56737951267762 -1.4466395747383167 -5.1866113427444205 -0.9210450723695869 
6	0.7	150.004	7	10	0.1	0.1	10	4.813637165213307	8.611052050909613	-1.1098636170871155 1.1806819354338558 -0.5705836535036581 0.772693496173355 -0.10804410839466051 0.27511958901441025 0.2600477740907532 -0.3024205070943616 0.8027222379759338 -0.7239200640575424 1.4549162201251453 -0.9367904808879214 
7	0.7	150.004	7	10	0.1	0.1	10	5.509741395403495	8.228119438341333	2.6604150849261403 -0.06753886449478312 3.348241398878465 -0.17678780214443424 4.016186829146019 -0.37712089688692313 3.8523986595680033 0.28444064276878817 3.7172408226765103 0.9505351647720843 3.70909519900402 1.6299646923420614 3.3680161990772435 2.212763413428534 
5	0.7	150.004	7	10	0.1	0.1	10	3.985651973341295	6.354561102496991	-3.1433236696954236 -0.2595674747121309 -2.5727968129335435 -0.011363578730137575 -2.0071383480522065 0.28283257302449255 -1.5482030767256543 -0.19542358428778586 -1.0715887652260598 -0.6563703659346921 
6	0.7	150.004	7	10	0.1	0.1	10	4.777984752091157	7.3535545210898565	-0.2133060031722414 -1.604431820653824 0.33052630277980166 -2.0015878293834626 0.6473062575511913 -2.5927588105428714 0.99797953583521 -3.177048547074531 1.4162898536012998 -3.7056706162046877 1.606758325596763 -4.3567008495230075 
6	0.7	150.004	7	10	0.1	0.1	10	4.720440742240372	8.67929064826135	1.8916671396555622 -2.297873003898126 2.3916835371063883 -1.8963813000282599 2.8097443358555734 -1.4007836977962087 3.452782719215172 -1.5905072054717777 4.098279116680642 -1.7999620935816933 4.74091044686258 -1.5723934542550326 
6	0.7	150.004	7	10	0.1	0.1	10	4.728523040302013	9.021289360640443	5.90083191693798 -0.8415367024027447 5.405997382039897 -0.37595835003377404 5.238957960866579 0.27193706221682523 5.095727770333049 0.9197286768885811 5.063762415151111 1.5785973641264337 5.227797112454899 2.2147189966290326 
7	0.7	150.004	7	10	0.1	0.1	10	5.558970601609635	8.73129325059279	6.495761277262391 2.4150496137257207 6.515497650168365 1.7249068103702154 6.49236259078277 1.0351747172963297 6.670107284743431 0.36710986395626627 7.088798688394972 -0.1863689045592951 7.399329995276571 -0.8086146323029723 7.884704100476747 -1.3097944438577735 
