N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
7	1.074	200.000	8	10.0	10.0	10.0	10.0	8.798416631981635	-1.108506764048062 -0.18532077567182573 -1.5315906797701808 -0.8805677811558099 -1.8414289883388766 -1.6536130222311511 -2.399492375523268 -2.3398348849513835 -2.7101733468063602 -3.1553345123474594 -3.1931068369114 -3.839214750378213 -3.519781201499746 -4.63008056032648 
4	1.074	200.000	8	10.0	10.0	10.0	10.0	7.630946775979332	-7.622962548807164 1.6109786454276849 -7.877735981139801 0.5950126286762629 -8.03463470621407 -0.29336193331746563 -8.14198661543355 -1.1217332383571037 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	7.7694367197960865	3.6761663790032437 -5.330266715508515 2.8754072125611136 -5.297832487135953 2.1010086788417976 -5.548515145521807 1.213346754957757 -5.532498305393706 0.4148538260551815 -5.900645331974373 -0.3811607644627416 -5.907918734882972 -1.0949739404209589 -6.180429761390818 
9	1.074	200.000	8	10.0	10.0	10.0	10.0	9.40508184325928	-1.4742590138461504 -7.286042672625736 -1.8793146677732655 -7.928039434651639 -2.0635081571732696 -8.721412568347816 -2.5349706253602498 -9.472811837802233 -2.6535223899987854 -10.366597071248973 -3.0899633742230153 -11.15595776152786 -3.195236318370453 -12.039009719680626 -3.53114672359043 -12.832096991189779 -3.6821778797121145 -13.641017931921237 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	7.8266008498972255	0.21691477457954514 -10.246534694548355 0.8290180587655209 -10.945530512341005 1.3902938767997903 -11.578202891580691 2.0044724032240593 -12.29940516212218 2.5695729786564714 -12.95874064854151 3.1261000664121874 -13.555352454685432 3.7181454137113334 -14.150613175230967 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	9.281240758062516	23.892941902124633 -4.735993648897583 24.04518145226412 -5.748296530815112 24.18563231820938 -6.7716188165401325 24.287582334426403 -7.817351632720648 24.346990998911696 -8.871189276564966 24.388473006367846 -9.934559036585838 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.242743218456813	-13.424038801240728 -4.015578241516614 -13.602240471943317 -4.8105445452922115 -13.72125308626639 -5.6628195193152315 -13.946390214269153 -6.473381610302376 -14.044548565148174 -7.29684394997137 -14.217953736949257 -8.119256262244361 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	9.043850556528202	-9.861866399691268 0.29241416630117306 -9.864231279699933 -0.5145748914264462 -9.91914359984881 -1.3734074196166026 -9.89132939404798 -2.2492916589254515 -10.008602683197022 -3.146058158609287 -10.031331139277937 -4.042322887337439 -10.132126605417083 -4.946636520471848 -10.17725944858514 -5.895636611929474 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	8.896012101259847	-9.606253753682067 13.935010198626431 -8.649933544315287 14.085087312244138 -7.716048425843536 14.183243214555297 -6.797107236331133 14.167408686954763 -5.870448202399075 14.023997869161835 -4.927359916191028 13.737829147210459 -4.05790106359942 13.334735824282278 -3.2611207285127954 12.917118967102137 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	9.30756391978824	-3.5068858671195082 15.053373444256113 -2.713270611119412 14.710141601737465 -1.9604232945687157 14.270539832008762 -1.1303987752695237 14.012771279089117 -0.34851140678269416 13.618768709190533 0.52325577458547 13.460969194900656 1.3274354496038434 13.212096442353701 2.138418677955832 13.131847711120995 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.949685974334152	-20.7673047308686 3.488235747963516 -21.183923559590568 2.6977592747117902 -21.56999298582786 1.9273992369207562 -21.926881294504636 1.1396648019690887 -22.294672754824372 0.31915548068453764 -22.687771116082473 -0.4980592959356071 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	8.405826823364	-22.287727790186754 -1.900203623094986 -22.5689872955907 -2.8105114521327894 -22.824824866773962 -3.7312652105756987 -23.063075482648628 -4.682566355796276 -23.28905990222818 -5.651024054398016 -23.52781643605414 -6.642760964442327 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	9.147312183032376	-6.818792770971784 3.699673155717146 -6.3521907218250755 3.008764967822142 -5.917186688364858 2.252129228426595 -5.348362782586182 1.5503545737823998 -4.926425487136591 0.7480379996318869 -4.389785521643992 0.03243994915622519 -4.016605810736535 -0.7367325732113249 -3.5892675070586852 -1.4347563642590881 
10	1.074	200.000	8	10.0	10.0	10.0	10.0	12.86923210541692	14.046920405971965 9.10994828532046 14.993903155023547 9.238921418163477 15.94409511171811 9.311456143539534 16.91465807086382 9.303796201819736 17.903673961433153 9.215537959168408 18.89525405446613 9.079590421328179 19.909606874620327 8.940179333788471 20.92725603729524 8.782383288021313 21.955444291895237 8.602092555002422 22.99694167247617 8.409647867072982 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	8.748497776808131	4.67330661416525 10.6652023556288 5.554612417429745 10.369128276801455 6.396532674990341 10.137365852148859 7.238710901144208 9.880484833440455 8.082000306482565 9.653576280752114 8.887000504100037 9.357542352718003 9.673259753710308 9.0886484647932 10.477445296287616 8.787602143816457 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	9.25141577706767	4.261614473407514 8.909811270177638 5.10015372076448 8.608972946712012 5.924861336611888 8.341794539444178 6.768450849734776 8.04002380053703 7.596821535610497 7.752262433068365 8.377157768664604 7.398817587936818 9.132345600307588 7.043610006648137 9.940820629946916 6.609406605205863 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	9.45580050967218	10.511864720434883 7.527816721521635 11.444943811959861 7.490525199460374 12.325120072972943 7.451751523420753 13.247656825516428 7.382563386916611 14.188865341072589 7.323488756321457 15.17457268852157 7.311644734490837 16.174704684720762 7.318635181042986 17.204541151262653 7.331725653725082 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.110800563089011	8.775865627269793 -16.649677213846324 9.762000117672732 -16.57172265839619 10.738481620679336 -16.482671932811353 11.70753862451176 -16.388273674728698 12.682170798416239 -16.290172052668886 
7	1.074	200.000	9	10.0	10.0	10.0	10.0	10.245550945088516	14.516777678327735 -16.383125615775008 15.388991403642667 -16.8522808342569 16.277757466665754 -17.326626015223503 17.198770040475612 -17.788577022552715 18.152232970476486 -18.208881402093986 19.121542052011186 -18.607636982962656 20.106273924052267 -19.00307864400761 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.476047780876349	26.17845287649852 4.154052302548803 25.45709921389341 3.3730147777996 24.73471729710976 2.6085596523599315 24.006602772009597 1.8659607991614908 23.283708961948633 1.1348127907479122 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.832080053413147	24.275931087684455 -0.5889950139298428 24.705525299449295 -1.5366697143787815 25.133646089136523 -2.493547383630165 25.557758715807466 -3.4576991866199545 25.984728124995367 -4.434584729368811 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	7.861066429087133	8.004798420726193 3.6474397030644115 8.369573574042052 2.824475652254233 8.780197355262974 2.0634732707178522 9.088316127617345 1.2348414498123634 9.42340231011361 0.4454568743476449 9.594322281202356 -0.35660530450265004 9.824875358986693 -1.1083273256466806 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	9.112389725982252	11.020885184438038 -1.7340947872354757 11.740707850525421 -2.178195709148538 12.50186786184962 -2.609584662589135 13.27577141317694 -3.0085031129986195 14.05976675337785 -3.4224382587179227 14.826406993879317 -3.8816431389846984 15.607841246447842 -4.374341143146521 
3	1.074	200.000	8	10.0	10.0	10.0	10.0	5.949081951250866	-13.29602999678606 -0.7283019961073323 -14.142904745019779 -0.8767535619281218 -14.98711644073443 -1.038237505856925 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	8.170356509902037	-13.607754972157483 -2.528302048931199 -14.531427993108895 -2.7782641669815424 -15.386456073054353 -3.007698627074787 -16.252821028482117 -3.2507276595380072 -17.131064495851767 -3.509827510224428 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	6.961419054988797	21.35797900003084 0.5281773862251193 21.812044328960596 -0.31831863894832285 22.263116785547737 -1.184598198511785 22.69312449163592 -2.0659621214293646 23.129090290867047 -2.9564256455177635 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.062698843555271	21.799235549042187 -4.385882574077794 21.335396403317898 -5.296951552632422 20.863307080013126 -6.203722330878901 20.39054264932244 -7.1251664260296925 19.926557228497796 -8.027848546272313 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	8.474750884143841	-0.06857004990412728 -2.081300487043547 -0.46468690461131285 -2.8273466222873935 -0.891784454077851 -3.572236321286458 -1.3529174424853097 -4.288254074679019 -1.932706738793821 -5.041275844213029 -2.564973329802603 -5.858597021989874 -3.121948274283175 -6.623428939169311 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.961625468569968	-18.434201479102747 6.592120820793188 -17.948399573712233 5.764983166442181 -17.470175242688946 4.948272334684217 -17.00848420010682 4.130650536489609 -16.588570148995128 3.3579662284484675 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	8.436921761925177	3.3270437449034627 8.224163714314889 3.678913266080419 7.533493882030458 3.82071406152351 6.754547743803698 4.218479842877485 5.962946513018503 4.294520784402251 5.088012795278327 4.585824067546798 4.315512200930213 4.69565831575563 3.4910257154828916 
