N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.365300134421878	8.180155034917796 -22.463721937149717 8.536438610271507 -21.46982107206989 8.883970658920456 -20.489666077737727 9.209674083517337 -19.51389805302694 9.496223306954965 -18.543711513244244 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.996410073559545	-21.758078798570583 17.210220610984706 -20.99026959206911 17.893190734875315 -20.206189630745012 18.58341535456955 -19.41772618309133 19.273537853357613 -18.621747841074292 19.97431559220885 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.001792951634002	-17.71588295181151 17.920838483459388 -16.803133667246836 18.455461522514703 -15.890309072504026 18.996536838156516 -14.97866962631426 19.54674844090401 -14.066214502257392 20.103934361826614 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.482139105786953	-19.392581485286197 16.707525196554645 -18.74912981428063 15.961728076743869 -18.133770052075732 15.229069054068699 -17.5457205327542 14.50278013703236 -16.97369336441495 13.755351057862375 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	8.45725857181205	-15.92986742677255 12.584409125659583 -15.39249257277891 11.866267624426504 -14.784187748476851 11.227208078582816 -14.303123113130276 10.5034027254814 -13.654401153814774 9.933576381735113 -13.142954262173687 9.289582993718634 -12.519917424665024 8.748627257469243 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	9.244469860255538	-9.170519324968984 8.33319662167887 -9.320860863941574 7.452278913777778 -9.525305801284732 6.568354012339753 -9.639505299532999 5.682604381277293 -9.922747338869062 4.883151841886222 -10.16063362643873 4.070541463899722 -10.497284994134334 3.3026606835184267 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.9610681302787025	-21.08412600177007 15.372959573029071 -20.39727206979629 14.653879104103 -19.724390495101037 13.965264541633438 -19.070425150291467 13.336674901097403 -18.412544946054144 12.725313971645978 
7	1.074	200.000	8	10.0	10.0	10.0	10.0	9.755905573162497	-17.940124755352212 11.902835296930105 -17.374003396728593 11.213924372048753 -16.80330445868922 10.5285032896592 -16.214572198298754 9.84044657966937 -15.631552258853663 9.144166556250333 -15.083270393862882 8.43998666366843 -14.569309099454317 7.7320273050720605 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.588145756368055	5.136009731863497 -6.604962903628094 4.3333556240429445 -6.829517547500924 3.4633871906965465 -7.04580489679194 2.595303870412123 -7.243062057497822 1.7213104663446 -7.427320937720669 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.375107245315094	1.2679926418045098 -9.430374003208838 2.00706285442228 -9.244376900582688 2.826509424362158 -9.0423566567603 3.647256951693796 -8.828830012773686 4.500209589722664 -8.590386936447516 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	9.622086820757275	4.65557013740547 -10.299011675640568 5.487109311407186 -10.465753752054074 6.328351837466718 -10.59177299228702 7.184469137988511 -10.689173443112754 8.031472238554514 -10.799072227039751 8.847712970609695 -10.910389723535529 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.415145585714393	11.52227239837061 -14.390281015029359 12.476862146146251 -14.378481922058198 13.415795963795864 -14.38418914071721 14.318836053131795 -14.427857924251217 15.188567286655402 -14.498926050032637 
1	1.074	200.000	10	10.0	10.0	10.0	10.0	5.600618902363933	17.943774209755954 -16.10515816649187 
3	1.074	200.000	10	10.0	10.0	10.0	10.0	6.07801180523734	16.082657053377687 -12.604764487631945 16.463081373725537 -13.545883679720177 16.842166777625607 -14.557960028438627 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.725576294547487	11.171285321137471 0.5746466134260294 11.823054049492313 0.03672474162609494 12.493175443911255 -0.5120702041581441 13.199260019928662 -1.087511450823726 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.2264664553886195	14.662388164759514 -0.9430934607438461 15.252022804566133 -1.5702206932504255 15.866555127070274 -2.1666530635004886 16.520095063203968 -2.74287164312211 17.20105127150782 -3.3150719174467396 17.8960555332862 -3.8795674016909087 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.74185161390875	-25.173728634038564 14.857170322936494 -24.788208762767923 13.879205721425508 -24.42526034985599 12.92173475350376 -24.092985470557405 11.977421585648422 -23.788041883486425 11.046183898477015 -23.492917601913934 10.121450713390967 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.165434438433621	-22.4176340806482 8.797339760994191 -22.30471704393728 7.872683380371887 -22.209037717506725 6.95639698577698 -22.151958104727168 6.04103743157513 -22.152891500116702 5.116342613291734 -22.197113020722394 4.184831443772993 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.816262327522397	-16.443530771507685 16.309205614510844 -15.543105932267006 16.80751036148107 -14.654839778721213 17.319740562633996 -13.78438152322062 17.86244193376401 -12.91309843310191 18.436789161442718 -12.03740143829726 19.01097707832169 
8	1.074	200.000	8	10.0	10.0	10.0	10.0	10.394958200250308	-11.325411889296229 20.903084664934337 -10.386081091822799 20.397690199704417 -9.450453426762916 19.90688923495944 -8.507099675507146 19.41117966298266 -7.589469064165779 18.920151480027094 -6.6711311545912135 18.4684015555694 -5.746879800107464 18.062045266439263 -4.820354795706733 17.68012037147391 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.478988901914123	-19.66805924355419 -6.046909019759908 -18.72842923373581 -5.8655385391622366 -17.813995113502305 -5.655374480836078 -16.958951787306386 -5.419865751540069 -16.091178875109165 -5.166087342040092 -15.267707250416809 -4.915152723261308 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.050357618892017	-16.033319831721197 -6.934992047324524 -16.017561895237968 -7.868416693404933 -15.949585698374193 -8.80146938689725 -15.796076844820261 -9.715455579747378 -15.565378696945382 -10.634496109195874 -15.293610650469386 -11.55935429968138 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.125148035799766	17.42990691025405 1.8826823359982716 18.11587406807205 1.1925544201971447 18.81602807697376 0.4876596981170237 19.527719626272603 -0.2106649141706931 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.300799935764747	20.557359204227797 -1.882067476788737 20.230171457790565 -2.792780465207703 19.877353484976958 -3.6896258183609385 19.49134860437198 -4.594461360948401 19.07448614702615 -5.490835300368434 18.653798589769398 -6.382697190067122 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	9.034507989189766	9.84264273625375 13.527204119261011 10.080608755463478 12.6079259810755 10.320303243771814 11.67329897795465 10.541886276870551 10.761570848760227 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.648004262698173	11.839127199962386 9.48399791634891 12.54663055572571 10.057268361111667 13.342015476745154 10.621300050681478 14.177922397971676 11.115144865242543 15.046072138687489 11.544421874852521 15.937987459212914 11.96216675983252 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.420577547641276	-7.870368584450587 -8.016968751634518 -8.294591751789334 -8.797505350968084 -8.719557560354964 -9.578777617786127 -9.170766693630494 -10.37112463247219 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.447832598247685	-8.576597209351915 -11.717620795524427 -8.486826520134127 -12.652933664895494 -8.393867665586495 -13.593131999960042 -8.31599482675715 -14.514367380820696 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.924699404638744	-8.43455272851562 -16.33810247782089 -7.675614982968338 -16.899247527664926 -6.909790689443826 -17.461298060609344 -6.134886161970645 -18.030202300817457 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.702086430677683	-4.723134734125818 -19.028670089551234 -3.8835605077781814 -19.537153810572573 -3.0514606578787857 -20.05384527425129 -2.2089946836416576 -20.57902696272871 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.972953195968524	-0.7985749963603163 -15.794966252329388 -1.1720100841652723 -16.665761191054276 -1.5448997275396428 -17.55542607166015 -1.934855162025456 -18.47113448172955 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.102860722314405	-0.32373600312336054 -19.392293781348545 -0.3311234099236012 -20.426050907546713 -0.3506556277548332 -21.47964307845866 -0.3756345447908652 -22.538954363517746 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.462227778710728	1.2912943263876524 -14.661896472778306 1.0792685626526788 -15.637873117203727 0.8974793820685737 -16.638002208690136 0.7167138629525138 -17.62865474609686 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.506946530933801	1.5663761354306938 -19.448557245645528 1.6490134749649354 -20.4632488704071 1.7302041215250092 -21.491982522098287 1.8100443717255252 -22.539757114208502 
4	1.074	200.000	8	10.0	10.0	10.0	10.0	9.647786326373257	-28.14552562509008 10.846235828615129 -27.71281146811518 9.908330210532013 -27.285442277581495 9.011474029297732 -26.866626492792292 8.144952910271673 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	8.147226460654347	-28.865421003297218 7.689955494039774 -28.607668773645425 6.664955168932151 -28.3815780937928 5.640823511779632 -28.20037550807453 4.614468122320576 -28.058100307783537 3.58623818109282 -27.934536105025078 2.5588288080937045 
4	1.074	200.000	8	10.0	10.0	10.0	10.0	8.442985009372954	-25.824339817635426 10.617763518821281 -25.35914466913811 9.663395144648774 -24.873061337127247 8.729492762839579 -24.38013535770846 7.836068780485915 
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.801769541306464	-24.14783183445885 5.965043394118002 -24.09544693904953 4.97249749108397 -24.02956744683219 3.986431137691921 -23.9537727800008 3.0178461416513005 -23.887317633275433 2.066002963717255 -23.835337557807822 1.1239826149766743 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.641158483373767	6.891805115902711 -12.290039360570633 7.308267028553171 -13.08567764159262 7.676812667823141 -13.934505981846693 8.000122558426439 -14.812794111736148 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.959535952109328	6.727927714495346 -16.0840180421574 6.952347416687485 -17.033044079646064 7.186042360209231 -18.00263772944757 7.40953418202947 -18.988469816700466 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.998081899221026	13.353674587034549 16.32882715854607 13.563558620039917 15.294792483276206 13.784763654730723 14.269105548865944 14.01394494819964 13.251916243800583 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.316456572346866	15.849135909380298 14.756026645642622 16.58816477649106 13.989458030529294 17.320337844781086 13.22252736042373 18.03155827359959 12.447507516738975 18.745788960613393 11.686474408558956 19.469513940946978 10.944498668078468 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.692559595413448	-5.767011542031155 12.531060184772727 -5.147141258768947 11.878466848105269 -4.5950294241465475 11.218234417847194 -4.105872506386494 10.511080681837651 -3.661175782650613 9.790533579883965 -3.2231615677019176 9.04356626245232 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.973081912415774	-4.33304532761455 6.690857461236892 -3.8618953259282374 6.118830362492376 -3.6391024811533894 5.3421394154185755 -3.0547566590343616 4.704099461253169 -2.8246342543295824 3.8965745457382273 -2.3893436742467515 3.2498181585929125 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.805594601227646	4.984629133806142 -2.412314098863576 5.7114543976631795 -2.827569788592922 6.3985901509183245 -3.2193183036183157 7.140830338671534 -3.628675262589757 7.899390598341524 -4.012271955053676 8.623416631558689 -4.374590210749966 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.911709867366293	9.6434938834894 -4.522608106620455 9.272395906732465 -5.394542809751783 8.929183226808467 -6.242304016857761 8.627197993522115 -7.094884640814846 8.350243614365713 -7.9929378935922415 8.079381144946561 -8.918783823313419 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	9.449767645212916	-20.57290371092162 9.438391965885295 -20.384004578803594 8.557013130868421 -20.229569024401165 7.691675393788653 -20.104267296550734 6.826633092316935 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.296010728456446	-20.168933895102157 5.40545821732245 -19.589869510032916 4.694564120170302 -19.036356558007036 3.9504749708454985 -18.51025741854308 3.206851674132937 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.148741230144955	-14.286721945909072 -13.055071307903601 -14.533403405251772 -13.950679199544284 -14.797014515621584 -14.869092205303486 -15.076015511336335 -15.81361792004457 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.7469885750213	-16.00432545107212 -17.906331957692768 -15.15714029335325 -18.445115938327508 -14.292553000280435 -19.001888055709 -13.409927714440883 -19.570751980549908 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.734434263431876	-12.145933503459407 0.08574887138843389 -11.673099602228778 0.7215184996256263 -11.223983444491418 1.3579733313999907 -10.766195596251789 2.0449814891089573 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.283146568656783	-9.261907663294235 1.5343276820132372 -8.927860186255904 2.3438332615593604 -8.619919525068315 3.1086502128167814 -8.327943703178965 3.881416703161941 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.425453737768176	-8.23418550357584 -4.1133066251501225 -8.31999274487925 -4.97679765949658 -8.406507637036611 -5.845992178896427 -8.499719345890338 -6.713112779769446 
1	1.074	200.000	10	10.0	10.0	10.0	10.0	5.9359409982852345	-8.32863567575547 -2.764835737800252 
1	1.074	200.000	10	10.0	10.0	10.0	10.0	6.004953311253152	-7.059461085398369 -2.416927103603691 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.801070073051385	-6.263226479191769 7.1163828678134005 -5.983767190532714 6.292040292198453 -5.678539800735213 5.509687075289137 -5.347844718544461 4.779265886535561 -4.958284053965337 4.046144714047376 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.290072388376327	-4.295030589194833 2.992984597857223 -3.7888693174371313 2.321017737048885 -3.338578925405277 1.653886407890206 -2.8853520175572673 1.0057306768354028 -2.4752916485353027 0.32205706308735965 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	10.26140322445518	13.022259779222336 -4.856507095734788 12.765129233689587 -5.718279879348777 12.521857251950275 -6.5714173888538605 12.276864648234184 -7.433561708425859 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.904484352922566	12.315335289131408 -8.832111829755885 12.374292775747636 -9.729871546911964 12.403106387009382 -10.674665617395394 12.371315707772311 -11.624949448294963 12.30720552326509 -12.567759766150177 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.064603785802142	-11.667014373200933 -1.2093546109474698 -11.745724353989134 -2.02821321740147 -11.805823986377169 -2.8517938407145533 -11.85022733552181 -3.7008182307876036 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.11568673327406	-11.804358846973846 -5.16276857632943 -11.895369757918557 -6.054760173901609 -12.003404535194367 -6.923090789942147 -12.1543440187804 -7.7911921954894625 -12.33371293011151 -8.693739804690779 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.940857654773184	15.723896737404132 -8.628076938209698 16.17488778272765 -9.448876733488538 16.643633219604173 -10.245725427989912 17.171778137510184 -11.022829963570333 17.7430082130862 -11.797323647695888 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.443085215138105	18.45291079772509 -13.453868850516159 18.989939742739484 -14.278137358594694 19.534557759650177 -15.131202274444352 20.06308595923953 -16.020221976049125 20.60111804269128 -16.92495186129025 
2	1.074	200.000	9	10.0	10.0	10.0	10.0	7.262236062118983	-10.611261088772013 9.044572665010477 -11.071207443053142 8.270249868603276 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	5.746515576401212	-12.881786036397935 7.432926986806455 -13.224779688963874 6.68604734810256 -13.534815370283654 5.981266575843657 -13.821847994251117 5.279950848414415 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.650796875424161	-9.950904214578992 -7.5611382237736064 -10.30077715968135 -8.383408971811733 -10.682898491153225 -9.224745462962805 -11.10563718339871 -10.066406778747679 -11.543097078914293 -10.88472474471187 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	9.570752352843847	-10.383962959966919 -11.977147027406197 -10.334025873603888 -12.922831111646836 -10.287140655470726 -13.880446342277924 -10.257146477285634 -14.845581965732407 -10.257254882468903 -15.81636400518473 -10.281860345709521 -16.81693867258949 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.401531223662566	2.840883436837456 -10.717878426636494 3.5031052170032693 -11.309698798279836 4.204178741028886 -11.916113152767407 4.906918265700426 -12.483827779201963 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.583377962567828	5.814381781002471 -13.84988975178311 5.431874649766903 -14.573926773102826 5.0188802294487855 -15.313588319657477 4.5966118730387375 -16.04942638996604 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	9.321049885752991	-6.8801722875291365 -12.451438095298528 -6.2692425940018435 -13.091111290556924 -5.615548798489968 -13.716884527737985 -4.915403004984924 -14.372944560226722 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.17902807771797	-6.765531867920224 -15.148472385074093 -5.986895425889209 -15.749094444635851 -5.204907605039286 -16.34338464298462 -4.411537594024914 -16.945346663066115 -3.5906842774312655 -17.531709240452734 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.648252287540524	10.893016476467743 -5.770813606860724 10.660114912450222 -6.651972199159508 10.429273660235692 -7.527926752089228 10.181230125892428 -8.37548935066584 9.890318661220602 -9.235985537860733 
6	1.074	200.000	9	10.0	10.0	10.0	10.0	9.864219442613958	10.727340902637856 -10.347897866732819 10.496531877543008 -11.23385910344813 10.25812248072312 -12.100896098824423 10.016430308428228 -12.947440418697328 9.795006536011618 -13.819820926332067 9.6050946323079 -14.742249744187149 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.999194173177036	-0.008979273603254984 10.045884998211717 0.7051138504015152 10.530953034922225 1.441895152581275 11.000944723084674 2.2200724603459303 11.43392224148654 3.068837390461063 11.879078409275722 
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.235418206154264	4.799599854658822 12.25255735583498 5.755162428003457 12.136044696244667 6.680774994010607 11.976660495081932 7.6147150615733175 11.771953921128896 8.531218716699735 11.55378069684171 
4	1.074	200.000	8	10.0	10.0	10.0	10.0	9.120242787331335	-26.146913208770897 6.759605120755063 -26.133250292325044 5.80446670611247 -26.091714768185902 4.822929066066614 -26.027673351484598 3.813671028627692 
5	1.074	200.000	8	10.0	10.0	10.0	10.0	8.481055619674352	-26.146388511312825 1.821317354284957 -25.727500015834888 0.9147710234224884 -25.267115102245725 0.008272159020703919 -24.76862372893341 -0.852234158990544 -24.252159925544987 -1.6981597050688875 
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.601256526768927	-13.505341470052151 3.8770564967237706 -14.203725560722823 3.333364641220666 -14.866884091271999 2.8480651112113433 -15.628074245025232 2.344365257277333 
