N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
5	1.074	200.000	8	10.0	10.0	10.0	10.0	6.347059716355049	-13.034480131301475 -14.68812167648773 -12.714054335385603 -15.511092303398568 -12.381450842537003 -16.351475553079915 -12.02001538348313 -17.189942539898517 -11.607316581607012 -18.03323411556269
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.862248714327158	25.439673305810057 11.06692707083736 24.7237914688445 11.861048695318653 23.99306460270031 12.639546254504332 23.268009926180262 13.410724423078651 22.55049078350971 14.18439509033337 21.840019814183563 14.95127469842421
5	1.074	200.000	9	10.0	10.0	10.0	10.0	6.547662959946843	21.508689803329183 -10.38418161063802 21.818708467320143 -9.417992176997465 22.123536436895858 -8.466320570280656 22.41819849945688 -7.527289954061589 22.701326166658234 -6.597423949985883
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.299036308381364	24.70218366615894 -7.057686642853106 24.426670130478488 -6.017253767940692 24.14502653436641 -4.99443823886343 23.894939269246695 -3.9759098214888686 23.68532628200132 -2.9587799355200177 23.496918121313165 -1.9438799065372057
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.68544872451947	-25.458334645453473 -12.64379729120493 -25.254919271306512 -11.589212470957333 -25.056931293168688 -10.546502905444287 -24.884752375290468 -9.507539879154844 -24.74027014593573 -8.47126571886509 -24.60830098491186 -7.437350835285717
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.258468401563647	-24.25460399372589 -5.455581477937418 -23.898039930791427 -4.487431223630306 -23.551753708182257 -3.510637491107808 -23.233110004066546 -2.533721227951031 -22.95823822990968 -1.5419813179277662 -22.71621059999089 -0.542285109735091
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.436936352847306	-7.546112275651342 -9.618688144335103 -8.364252671949446 -9.296063456612627 -9.193488839412483 -9.003920414053212 -10.031775020851212 -8.726514657311109 -10.869677916828808 -8.47575824463084 -11.676847159097006 -8.263727423658185
8	1.074	200.000	8	10.0	10.0	10.0	10.0	8.824619536811621	-12.322814735420934 -6.900680612096621 -13.049198229351543 -6.480138952339721 -13.838883001919527 -6.10735400124279 -14.560286985010286 -5.596273984691033 -15.31945235109 -5.159577582454496 -15.99023893063239 -4.567538470273228 -16.694598409745705 -4.05304435902919 -17.341174067011778 -3.4510697867875515
6	1.074	200.000	8	10.0	10.0	10.0	10.0	9.220998216054621	-20.907131574036637 -3.0039316947386063 -20.88506407536164 -2.011387836653002 -20.844033296224445 -1.0187400882412485 -20.806250139349427 -0.029346641324158512 -20.76100689714661 0.9505454005932866 -20.700363980344616 1.9118313878260338
4	1.074	200.000	8	10.0	10.0	10.0	10.0	6.919077731354401	0.2936031995468744 -23.6162764537982 -0.32982408605645935 -22.76838250425167 -0.938982302828128 -21.93668417734312 -1.530395696292689 -21.111006478483617
6	1.074	200.000	8	10.0	10.0	10.0	10.0	8.021984638777282	1.0130871158667474 -18.557473702261778 1.071780437517207 -17.563262315359896 1.1157717553385422 -16.60797459686448 1.123233840978565 -15.684688793756246 1.0861184860645485 -14.775088845104216 1.0314657385171728 -13.875252017803197
9	1.074	200.000	8	10.0	10.0	10.0	10.0	9.861009599506398	3.2335337604793177 14.649425186257046 3.8681654382089645 15.245012665913432 4.5032147773509905 15.819397408650506 5.1766272445193895 16.382560776469507 5.895238728129109 16.905107990950828 6.650514091207966 17.39932164046548 7.435399422898251 17.86370478669189 8.254841639170392 18.320593661108436 9.113815596966866 18.77953808810288
9	1.074	200.000	8	10.0	10.0	10.0	10.0	11.205382708895668	8.55280569880795 20.3031814294567 8.661250233918548 21.198708343050118 8.789413834793733 22.113289844418027 8.945869366232735 23.044821957844484 9.13448968960944 23.99201766230136 9.354711971548275 24.954404359964975 9.602564248832948 25.93172133487506 9.869485378792493 26.926660720160534 10.147374893565814 27.941332672133864
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.3307680628394944	21.33077265386105 12.539176185706777 20.620966182613014 13.268009800578836 19.90281360344959 13.996550257187614 19.1858826450646 14.70140503487728
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.48489627999102	20.325868109993472 16.22933154644101 21.04767823192648 16.961371474134793 21.7738598811004 17.704850997149013 22.514372749467153 18.458953742230687
4	1.074	200.000	9	10.0	10.0	10.0	10.0	5.818331195374108	-4.850497692239358 -2.2255625929530503 -4.663976600208229 -1.4893425425110844 -4.4123211090317564 -0.8203040645450079 -4.253441413104529 -0.11797129900129175
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.681581507260163	-1.474636842036405 0.36360763343979857 -0.7097783048679962 0.4195296270389555 0.01943778878900874 0.4640199342724274 0.8148542603487233 0.5024953857053039
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.226688188016782	6.7267099051752055 -7.3311491238322555 7.572602768064141 -7.476162196823695 8.442100130840727 -7.581578818463334 9.314924739753831 -7.6333956474339475
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.816931072818285	11.057512456446382 -8.56677543883559 11.034786457969698 -7.69361857631611 11.01348145089444 -6.817953519654036 11.011396453015392 -5.9815414560328515
6	1.074	200.000	8	10.0	10.0	10.0	10.0	8.068720494622909	-5.3201923765968395 6.301505972146648 -5.189031788332807 7.153338523355834 -5.043853770549655 7.97094307085434 -4.9392401129066545 8.826399099794916 -4.746794079368908 9.662330793380008 -4.537717512898248 10.540608002600498
2	1.074	200.000	9	10.0	10.0	10.0	10.0	7.920014287753038	13.558021173123224 -9.243722683332006 12.623137339416585 -9.305682522090935
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.675960749504716	12.911448950561432 -7.580597468373311 12.886754489292821 -6.674773163907664 12.852773543226691 -5.794952901891142 12.80092734034066 -4.923604247423211
4	1.074	200.000	8	10.0	10.0	10.0	10.0	6.352878321891738	3.1298105099939098 -1.4008078518399154 3.712253242863052 -0.7424568067411285 4.292713674011738 -0.11900643872064443 4.866555386900571 0.4861588891475291
6	1.074	200.000	8	10.0	10.0	10.0	10.0	7.554831141587108	6.045884903020907 1.1389574808671754 6.108622545727733 1.980937478860754 6.162351240584388 2.8571453283899664 6.244147254292191 3.7067235717039244 6.322470579461871 4.585706657894761 6.396654148156947 5.553568094399708
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.30433965606226	21.86195647092044 -5.014502324417976 21.747708869504642 -4.095693520106284 21.649285689175024 -3.14454983788462 21.570493119629887 -2.1692629885889754 21.533800603129315 -1.1780714192510333 21.511781142698645 -0.17200748822434755
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.390562427496684	23.81778746031067 0.0009278125786887614 23.174684422241018 0.7982240947639706 22.54553754376409 1.5819733149687008 21.957965928803855 2.3438697074596413 21.41032483989827 3.0966277064238406 20.891550290514697 3.8252045930238987
6	1.074	200.000	9	10.0	10.0	10.0	10.0	9.940083607928937	11.298674416372936 -18.985174660195455 12.327266194161217 -19.023614326321876 13.362879095565495 -19.052958953283927 14.408348242397334 -19.07191806590858 15.460159596677231 -19.088830295422046 16.52475256014885 -19.11476875826376
6	1.074	200.000	9	10.0	10.0	10.0	10.0	7.655055035139741	12.61117766968023 -11.03255468601665 12.424881387833517 -11.939203849943123 12.266147538726088 -12.863074277155254 12.160599294440146 -13.754983254437933 12.084140579760462 -14.60371107367862 12.009625989808306 -15.440216995130774
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.481516291003045	13.908008174809744 -12.837211807522417 14.221714942278366 -13.690934984080625 14.60188004019211 -14.53408516264093 15.075546602497312 -15.37100116226139 15.633611030894597 -16.22577464271329 16.210036979318584 -17.081384164346286
4	1.074	200.000	9	10.0	10.0	10.0	10.0	9.506506906905104	17.108364675840583 -15.045097119570332 16.642599121449244 -14.15732755442604 16.207221724539565 -13.319947833607614 15.762963301351073 -12.503176947072907
6	1.074	200.000	9	10.0	10.0	10.0	10.0	8.767434691461574	16.434020642503725 -11.279583617142452 16.737184324054002 -10.463976741197333 17.08454778747074 -9.658555823565276 17.476069120368454 -8.871393728303168 17.896565570969802 -8.09106399304577 18.332183355875564 -7.294020024112912
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.736738826775527	12.893732329621876 20.241114098717865 13.209876801444342 19.258488815954006 13.473901407000227 18.25220268007299 13.694400997182402 17.270497393084884
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.655100785113087	15.444900000135183 18.46011098596873 15.55872903851992 17.4787842714502 15.62588433944648 16.50891813958494 15.656951327675891 15.489300231038722
5	1.074	200.000	8	10.0	10.0	10.0	10.0	7.888515920188952	-3.006648296645871 9.814857178073744 -2.387316424454448 10.483081041509095 -1.7190459891318493 11.167519995510512 -1.0996751672966738 11.784299503411953 -0.4505882043272345 12.390439616498695
5	1.074	200.000	8	10.0	10.0	10.0	10.0	8.497712495439043	-1.0773168002852702 13.914016836600823 -0.7354167545459572 14.817393895327402 -0.37049409063512023 15.697651598781881 0.04845052418413497 16.586621265072726 0.48972435059352354 17.469319622610193
7	1.074	200.000	8	10.0	10.0	10.0	10.0	9.516307038968513	9.790725805045938 1.7850299087256483 9.85614379081692 2.6502109598284274 10.024821803460986 3.481102338848355 10.167021130461906 4.321519397834951 10.495507773324583 5.106102944083937 10.854366183405862 5.953660253537481 11.298252184613139 6.799171753253226
7	1.074	200.000	8	10.0	10.0	10.0	10.0	10.01364295508873	9.545034836567835 6.641856979245414 9.435329479145963 7.5214122463893425 9.311297126373509 8.369843319465799 9.173343047688626 9.255274176722544 8.999333687735792 10.136954977466639 8.803301087583012 11.051001720095023 8.612599755318112 11.974238941740046
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.160053196224117	21.850189350127263 8.783256030995954 22.48459284550117 8.025820041197639 23.10876074562465 7.238327830675481 23.722880103506448 6.452029765534603
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.206502062768802	22.45908730471075 4.975251675137603 23.119890540358526 4.15806096391401 23.772990206584193 3.3332788517889655 24.424253041199428 2.501634647879255 25.084469322141427 1.6630315391863584
2	1.074	200.000	9	10.0	10.0	10.0	10.0	5.803221300218969	-3.307928297452934 -9.463317945501668 -2.45949076341254 -9.300432598693206
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.174337016617184	-4.2954767043272835 -8.315347731703946 -4.7168106304341775 -7.609509695226351 -5.149633821698258 -6.870216810474876 -5.611477667784104 -6.090785786184282
2	1.074	200.000	9	10.0	10.0	10.0	10.0	5.279747579888447	-0.7785884100386304 -9.052010335588703 -0.8295133700912868 -8.121895847697935
4	1.074	200.000	9	10.0	10.0	10.0	10.0	5.966554121585576	-2.233021659223242 -7.861084063319429 -2.714803696994749 -7.263104262371454 -3.1854967950653377 -6.669926779519085 -3.703093915534292 -6.014325969995086
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.800173250260391	18.850990773909743 -5.874544784590347 19.206733648152614 -5.023077175213739 19.53469569511237 -4.166698567967034 19.828649328469258 -3.2994275004220412
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.269472270783979	19.497842024054957 -1.7171487813553619 19.570304773286825 -0.8062883615861713 19.66350046446158 0.12527121057832208 19.7712382480454 1.0484908378710185 19.8858426386343 1.9671930858792335
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.38242824153963	17.747003635071376 -0.17698348665369573 17.738501424745213 0.719299444768475 17.715543948860443 1.621265133334078 17.6600887329288 2.5536526885789237
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.728124010757615	-5.984071299566671 11.231898853066735 -5.5044726454936574 11.990430591255258 -5.054086914002758 12.677743108956241 -4.562976770489378 13.404347946878787
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.730626920787056	-3.3080456807630774 11.796110564621301 -3.046896798942971 12.654141084710934 -2.855830028705187 13.532077847772769 -2.7120796253760386 14.439351592136303 -2.561102781540166 15.367001211615857
2	1.074	200.000	9	10.0	10.0	10.0	10.0	6.613664705460919	12.469151138200946 11.113929796827085 12.431295581524004 12.02993145977489
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.366300934682934	12.012213012379487 13.754629861912557 12.706930786436793 14.270485700359709 13.40855148029508 14.800976542035878 14.095215426265176 15.345650330168843
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.261341208844675	-8.23611925336583 -21.98691046476636 -8.103134190595785 -21.01449919125999 -7.975853894974018 -20.074754646992183 -7.853535880038231 -19.166110165722003
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.684226901822942	-6.672709123357072 -18.31715350619851 -6.445083515871343 -17.43113655055531 -6.213910974205746 -16.546354466784752 -6.012969202317826 -15.662099067691239 -5.860344165517549 -14.83294573340796
4	1.074	200.000	9	10.0	10.0	10.0	10.0	6.967265518902656	-9.164859038354363 -14.795342241414838 -8.39396250632886 -14.298629023857218 -7.668045167650744 -13.845513823562998 -6.938836751657065 -13.409647614802596
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.88494783344413	-7.337941964795943 -11.89563486439671 -6.678134488110229 -11.369739713702321 -6.029669222358236 -10.877554277884293 -5.339850902209092 -10.369627787580098 -4.633423598875695 -9.854325783642693
5	1.074	200.000	8	10.0	10.0	10.0	10.0	8.146868037603614	-3.0365844916028424 -13.208748437693089 -2.2654452375288496 -12.959422633241951 -1.4273711065871337 -12.700645081522495 -0.5405592192776455 -12.463893364351767 0.3218985241484353 -12.255299113799785
7	1.074	200.000	8	10.0	10.0	10.0	10.0	9.315299910610255	1.8386178470140515 -12.585721365393146 2.546330838804943 -12.140118062045795 3.27055242512249 -11.70360802703159 4.005245382761298 -11.291937889327107 4.752293333748334 -10.873629993666448 5.495737752748921 -10.480084056708293 6.3925889889572005 -10.044160309078153
4	1.074	200.000	9	10.0	10.0	10.0	10.0	7.369324939933696	-6.109359799461938 -9.0688394093709 -6.4117281842938105 -8.372829066747387 -6.703898015308049 -7.684064278000137 -7.015273705617699 -6.906996395643414
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.983524290121132	-7.537775455038129 -5.677311397959085 -7.101509429388899 -4.950179797214436 -6.762825202143216 -4.247405650109873 -6.3008735274457095 -3.595473305276249 -5.903055657285441 -2.883889418734151
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.709988995657682	0.6010589593602843 -8.322134889329567 1.3182794571176335 -8.603122475546567 2.0528236826399033 -8.903162738732984 2.771771959781321 -9.251093846969415 3.5117569578132994 -9.652906767628485
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.588867984717616	4.346931148475484 -8.441531039815425 5.158352015278055 -8.663141264747726 5.9599589042385 -8.884626742670886 6.824214448096404 -9.167082963049989 7.6260910978894225 -9.461285010123255
5	1.074	200.000	9	10.0	10.0	10.0	10.0	7.702606619171057	-9.174127084895655 14.318255074237438 -9.167101509728873 15.246639562361246 -9.21145118042114 16.231509935471895 -9.317167469922625 17.19745018646903 -9.46132993185267 18.19235701831553
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.396095699044995	-9.229691173483902 20.113105304498983 -8.179575996431998 20.26472605248403 -7.133842001026805 20.445744750490938 -6.092324374486324 20.66139390406588 -5.051711255345809 20.896985779240797
2	1.074	200.000	9	10.0	10.0	10.0	10.0	6.278314878315721	-25.396507020368386 -2.5669116915244197 -25.076492219333556 -1.5431356616699
4	1.074	200.000	9	10.0	10.0	10.0	10.0	8.12045561960963	-24.463735945281154 0.5734499954069998 -23.687561780494228 1.2611191603537482 -22.94905339307296 1.9176675364403795 -22.246789552337052 2.5539457578489695
5	1.074	200.000	9	10.0	10.0	10.0	10.0	8.782632205578407	15.859000934907865 0.8296148697738268 15.834799206271015 1.728320118925208 15.833551658038633 2.6319280816248947 15.848661902428796 3.534409255827626 15.867380226823936 4.482118544857832
6	1.074	200.000	9	10.0	10.0	10.0	10.0	11.300899669194365	17.396512871896086 4.537860395689269 17.886054160763393 5.313637089077133 18.39622689770805 6.079637788562457 18.917895370107825 6.887054763392044 19.421712736679854 7.743430720563534 19.897874721800353 8.600770167657881
2	1.074	200.000	9	10.0	10.0	10.0	10.0	6.827459598380201	-20.785884238746966 -8.659137498674967 -20.41564742810603 -7.738451790240225
3	1.074	200.000	9	10.0	10.0	10.0	10.0	7.923883584335511	-20.46833963345694 -5.8615079223663855 -21.137732470589672 -5.158030383789608 -21.84420137608025 -4.469410595150516
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.014616952920461	16.38633443903743 -6.9733337961192525 16.677949639612425 -6.118716550536648 16.994726492482712 -5.281594628983944 17.353561353158835 -4.465615894669264 17.743614333257142 -3.6425220532995373
5	1.074	200.000	9	10.0	10.0	10.0	10.0	9.120193793728607	17.845049377290273 -2.176153029800516 17.028820060758463 -1.74289492226903 16.251334242099617 -1.3027883111441805 15.505920029827253 -0.8758651747716979 14.74381723468568 -0.44588781948539835
2	1.074	200.000	9	10.0	10.0	10.0	10.0	5.491165095915886	14.36565349309221 -11.22825412712326 14.75183533297688 -10.401701793849142
3	1.074	200.000	9	10.0	10.0	10.0	10.0	8.083688728178974	15.396086962038854 -8.745192575554398 14.984938639335953 -7.857342082947143 14.604486305956272 -6.950246961631402
2	1.074	200.000	9	10.0	10.0	10.0	10.0	6.134272194960497	14.918266718315014 -5.1458708813472676 14.295565943134394 -4.388018586257705
3	1.074	200.000	9	10.0	10.0	10.0	10.0	5.587592942919571	15.918558096141366 -3.39101901051467 15.16804855323873 -2.8452647823922317 14.405829627719566 -2.292120989209144
