N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
9	0.7	150.004	6	10	10	10	10	7.836908238635473	-3.699341622406398 1.0025800127736337 -3.164973591912268 1.3406606423717984 -2.5954193844817426 1.6965559620855433 -2.0084956658992166 2.057799925433672 -1.4301224905456336 2.4274214817014226 -0.8652853823007309 2.8194868268098348 -0.31702669282958307 3.2356132964932165 0.21645237033755022 3.6672830191074985 0.7446387126521127 4.103431166818271 
10	0.7	150.004	6	10	10	10	10	8.975551656825278	1.8146230809993678 4.904730277361233 2.371226700274674 5.302803881544085 2.910682561302946 5.723788469303363 3.422415158302009 6.177117405364735 3.902345568356984 6.667417565808573 4.3539024350524675 7.185013602555922 4.79688575925945 7.714888941883735 5.233050123783631 8.252997694800001 5.671614104775159 8.792836488741589 6.110302730302266 9.335092915196984 
9	0.7	150.004	6	10	10	10	10	7.832138608944012	-8.545882473818521 -0.07707732924748155 -8.041550737020433 0.36452288799371446 -7.548857757181141 0.8097367864234398 -7.072334512239284 1.261970223864927 -6.613605709401632 1.7211839570936611 -6.172703058357488 2.184756302484369 -5.749916989400785 2.6459554385942052 -5.3460028930556005 3.091174598007163 -4.956967764110482 3.5324355840067416 
10	0.7	150.004	6	10	10	10	10	8.617498031251262	-6.065523241362882 4.193862960451656 -5.499783388029643 4.6008037589700645 -4.932854205012357 4.996869972655288 -4.369825586346488 5.400896048121684 -3.813133222736565 5.815979378582972 -3.2609325677058716 6.239262899888246 -2.7110756763132677 6.667249397304203 -2.1620345417489717 7.097680484632998 -1.6129164940415917 7.529337071468662 -1.0633258855422036 7.961653583052738 
10	0.7	150.004	6	10	10	10	10	7.820446768891601	0.8945676043370293 -1.5718809327738827 1.5341469756234294 -1.4130400999384984 2.173864292957829 -1.247366802471281 2.81707729683962 -1.066282039935222 3.4561006050685674 -0.8762065416821119 4.106840006113258 -0.704454654086065 4.76489297621702 -0.5671414159543907 5.43165027818059 -0.4603555549039532 6.10513709758712 -0.3752568226106668 6.783307444825932 -0.3013456972929265 
12	0.7	150.004	6	10	10	10	10	9.3941676968456	5.33187398817281 2.0088790255236484 5.8399942901197335 1.7325561882211709 6.415789302121731 1.412725038279523 7.008668342621452 1.0758503129561992 7.6025321008235105 0.729696146987753 8.190321773031306 0.3747133369358361 8.781407574766527 0.0219881524057782 9.382138227027193 -0.31683388676300833 9.997853118891861 -0.6300022581944048 10.636060351495965 -0.9069943770251103 11.286066920297145 -1.1540939545305424 11.943079010659591 -1.3874852645656601 
8	0.7	150.004	6	10	10	10	10	9.515439747525097	-5.313089013704415 -2.7488393099936146 -4.70276136991437 -2.51247617076153 -4.101619673933663 -2.2543884339471956 -3.514757800810163 -1.965216360044007 -2.945180477191612 -1.642466241813016 -2.3943180277423735 -1.2871559366159695 -1.8626292588886784 -0.9029363519853819 -1.3378614563963998 -0.4992946440734386 
8	0.7	150.004	6	10	10	10	10	6.766553406452004	-0.879933042126761 0.7550391113183618 -0.45260657654597203 1.2151401141591014 0.0023762861652317207 1.6683227899571296 0.48707187345376607 2.114469262178124 0.9933877725135927 2.55466528049568 1.5020693506367861 2.993420382431204 2.008140974229469 3.442557234660206 2.513104591260149 3.897980181827244 
7	0.7	150.004	6	10	10	10	10	7.767224366567554	-10.664932153841212 -4.749873877518436 -10.48370356263451 -4.078037557382131 -10.308969472163685 -3.4056622687482414 -10.145193784539238 -2.731644447811454 -9.994488636815284 -2.055583389163494 -9.856077373796104 -1.3778057812266176 -9.72582219772918 -0.6993395754380963 
9	0.7	150.004	6	10	10	10	10	9.667160736987075	-9.44252727791772 0.9128996666963767 -9.060341919089757 1.494622691209606 -8.687285386961559 2.0821817696038294 -8.328915990653512 2.6788847458016845 -7.987368239817064 3.285683525292334 -7.6612374035030175 3.9014209201954917 -7.344878857051898 4.522778889067939 -7.025107206109882 5.1474281696477755 -6.703787292472439 5.768609491949118 
7	0.7	150.004	6	10	10	10	10	8.86161731273469	-9.5701645824395 -5.5691745187344015 -9.200734138104886 -5.025840010453976 -8.83278185387329 -4.484472223559254 -8.465674804422752 -3.94475373530305 -8.098072813482922 -3.406842931547456 -7.727674602212921 -2.8716018314585643 -7.351667887312047 -2.3417127450729285 
9	0.7	150.004	6	10	10	10	10	7.107100314364581	-6.265143546212944 -1.7885282648259795 -5.673732299267603 -1.4995326443546328 -5.0838619085934145 -1.216046346655362 -4.496730284579942 -0.9295200025136773 -3.916380650135372 -0.6283795481603178 -3.346735689821384 -0.303838116659132 -2.7861908016791492 0.04376799063949253 -2.244512000072385 0.4087507717615398 -1.7324719198053953 0.7744186292391583 
8	0.7	150.004	6	10	10	10	10	6.940996270922669	-12.121230009571246 -5.743646645722408 -11.49638880373379 -6.060296838591695 -10.86807554478244 -6.370771831738777 -10.231223548467343 -6.662979100771178 -9.575586381731403 -6.921450246886365 -8.912913422053718 -7.1498439420025095 -8.24532334711354 -7.363168314696987 -7.57644485707391 -7.5711442256148125 
10	0.7	150.004	6	10	10	10	10	8.899525123130745	-7.798061267683704 -5.988469877090456 -7.128676628333817 -6.194602238053197 -6.454598832134097 -6.394852721911417 -5.780262817161242 -6.582128676962273 -5.105630729060251 -6.7623873858815315 -4.432127708680961 -6.944728253305561 -3.761118704201906 -7.136205987464547 -3.0933159817449676 -7.33927987877188 -2.4283572035184946 -7.55262428199891 -1.7649437170321702 -7.772053714916154 
5	0.7	150.004	7	10	10	10	10	7.9898948011810695	-0.41513538946714273 4.940321786176464 0.1222532583518942 5.333903765820827 0.6609929506943079 5.726922857377644 1.201058838427639 6.121538157542959 1.7425827263213063 6.51556186686497 
5	0.7	150.004	7	10	10	10	10	6.61440719142382	2.716512790886203 7.351673629723105 3.1490649658206933 7.870400614116761 3.583359119473026 8.395447840853455 4.018930012751504 8.927168231362884 4.457165653064917 9.464792517624415 
6	0.7	150.004	7	10	10	10	10	8.739957112580587	4.118160912890653 -2.0365385536189375 4.802360002304876 -1.951699117770592 5.48672845493539 -1.8649415553692 6.171301700999248 -1.77647827309195 6.856201667982928 -1.6855871715771693 7.541725796447977 -1.5915516782906416 
7	0.7	150.004	7	10	10	10	10	9.281895382462457	8.844073784106383 -2.0099391004206097 9.516551817544938 -2.1767668455924123 10.189989729108884 -2.343510820504808 10.864806205863859 -2.5087049105766246 11.54174533831119 -2.6693283042280234 12.223030980602568 -2.8206509309847707 12.906117558632216 -2.96874427385453 
6	0.7	150.004	7	10	10	10	10	7.609489013501056	10.03231984095719 2.788725005427437 10.557401693241841 2.3456194883339627 11.079809535180807 1.8980583776044517 11.599816953411992 1.4437966342207227 12.114810807919792 0.981150233854835 12.62946846339187 0.5161408299592615 
6	0.7	150.004	7	10	10	10	10	10.726115707295026	13.181818218307772 -0.7453427341862826 13.714081530815678 -1.1924611201298148 14.246502260614315 -1.6406567606195959 14.779051081885516 -2.090124328066258 15.311922008229809 -2.5407566326655044 15.845396997257302 -2.9923035317327886 
5	0.7	150.004	7	10	10	10	10	8.678144128265258	7.267045152683036 5.7418460359081775 7.74950491813298 5.271955572316668 8.235380686567018 4.801714424035826 8.729329679804042 4.334041620229806 9.229368851663793 3.8677573368974216 
5	0.7	150.004	7	10	10	10	10	7.560327774147625	10.63331350880117 4.038591881897323 11.33145638268036 4.036509815708006 12.029712897916376 4.036349286401504 12.729969711951043 4.023895755517308 13.429963441885466 4.007123547577121 
6	0.7	150.004	7	10	10	10	10	8.428501572956414	12.141507464041513 2.7420133061160104 12.660159048420882 2.307842329257411 13.170010910234245 1.8710668647107143 13.671099956837674 1.4301725575949717 14.16554963657022 0.9863635507970504 14.656998118916418 0.5420038686813747 
7	0.7	150.004	7	10	10	10	10	8.848461055509633	15.585483388816286 -0.28931449837099643 16.055091168461274 -0.7599243539175693 16.52852908036642 -1.2325850588381049 17.006825236679997 -1.7075148525526782 17.4904715861378 -2.185279994426867 17.979527819372088 -2.6666529556044405 18.473797603454 -3.1524058933841865 
5	0.7	150.004	7	10	10	10	10	6.558983016736361	6.07530564222207 5.317033395111703 6.444347088650129 4.811918313589061 6.803649207833249 4.302014069908498 7.137719550229007 3.7945879101997506 7.464921280015336 3.280671396613058 
6	0.7	150.004	7	10	10	10	10	10.575177774667132	8.164876041455955 2.5004406006233637 8.652955725574115 2.1082087138392276 9.150475310444195 1.7047869237047666 9.65930876097581 1.292443585744658 10.182154207277101 0.8759845604464894 10.719911373927161 0.4579473542623097 
6	0.7	150.004	7	10	10	10	10	9.1948017637895	-0.5450045357910221 -2.610151620122954 0.05264396762117213 -2.687280497632491 0.6936130372088712 -2.7914743711402776 1.3501805657884531 -2.900158806051927 2.000227693346186 -3.0080551923548953 2.614774769553353 -3.108716696380497 
6	0.7	150.004	7	10	10	10	10	7.490867916882082	3.4240149197294794 -3.2395223851284096 4.0498897908656355 -3.308500322288543 4.716989517815398 -3.3729651698941967 5.399743283804797 -3.431053351637804 6.089633807404473 -3.480804530415417 6.784105928479372 -3.5266395595183475 
6	0.7	150.004	7	10	10	10	10	9.898589348958161	-0.5968882860164115 -3.9348143438249816 0.07540852477631423 -4.059220712995614 0.7541940543751743 -4.172125388291478 1.4351893803002433 -4.270686975250006 2.1091641170674666 -4.356007608290635 2.7448048943674688 -4.4287907191042555 
6	0.7	150.004	7	10	10	10	10	8.054008404901042	3.560604891341032 -4.54014322672511 4.195890096763391 -4.63623717687343 4.87310516724824 -4.737894224764639 5.56005789376641 -4.841653272905742 6.249789360505604 -4.946864456416777 6.940925666731246 -5.052498403156288 
