N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	div_length	X
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.09241752194034	-3.2099098411084386 -0.9750357772301944 -3.0539592797072794 -0.016826338642943698 -2.904841169197778 0.938822473913438 -2.7724689632813337 1.9240014560981795 -2.670237005079326 2.906980283278721 -2.5648393825921576 3.8900264348508053
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.395279408365731	-2.2230610644789945 5.73260109574454 -1.2593299219189593 5.604557997593848 -0.29088660412321093 5.482628489350686 0.6786389459470225 5.3685551439377415 1.6466750288262724 5.304469486797965 2.615885350784544 5.269384044689943
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.207444755050298	3.7447693813628997 7.023730198481861 4.331827064016167 7.883250468404485 4.893976665055256 8.763675977103892 5.4194983583765675 9.683327223235349 5.915393679414466 10.623131561978465 6.417758189239954 11.563457922586618
6	1.074	150.006	7	10.0	10.0	10.0	10.0	9.73281415098023	7.548322382473351 9.572635136821926 8.51479382670024 9.925619087687956 9.484936198792505 10.289998327281292 10.458885557787513 10.668344194482225 11.43823507595045 11.058479182957365 12.425165595572274 11.456038942885614
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.217551059013296	3.394007322037069 1.4648814485916175 4.401020986238608 1.497601777482754 5.424451093994529 1.507796289554904 6.453977221750683 1.4929225028672928
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.73052471676711	8.379672525131848 1.5962105350196656 9.359340383452714 1.9020625204055255 10.371897013787011 2.2025413499410487 11.376945516767739 2.4784048985874563 12.395702097139482 2.7454066030942985 13.4280546573515 3.0193600178413034
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.398664924433985	8.542472178594407 -0.5235843535968719 9.47951868678692 -1.1016447387036608 10.443431047983038 -1.609566804421566 11.41227593471079 -2.057928482776371
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.763725454639172	10.184302223167363 0.2915684247353388 11.138021604193197 0.37962635649488335 12.119675455550665 0.514853944473334 13.12738929066462 0.6959988767848426 14.15293356551627 0.9030374178211211 15.191902697193683 1.1198195634988242
6	1.074	150.006	7	10.0	10.0	10.0	10.0	7.79546989518121	-2.239310500461372 -5.65826955987548 -1.3338212415840902 -6.063442857737619 -0.4342340694849348 -6.4955245305060645 0.45639912174888037 -6.972378690285323 1.3275382581798012 -7.487300529803686 2.1956475420016406 -8.032772163926818
6	1.074	150.006	7	10.0	10.0	10.0	10.0	8.484014275079826	2.0779427218251287 -5.144565704473219 2.6155230585181592 -5.898631071804225 3.202918049409971 -6.691850095804367 3.827758471985427 -7.534268709475761 4.464319792954535 -8.347123372818178 5.1418768367039585 -9.138155872485832
5	1.074	150.006	7	10.0	10.0	10.0	10.0	8.673328636302074	-4.568631728265565 3.97867341250431 -4.278861262568697 5.003621412701914 -4.022759853299866 6.045490984583997 -3.7730075241840546 7.080032634112966 -3.523258612555463 8.109357644278154
5	1.074	150.006	7	10.0	10.0	10.0	10.0	9.289869709879987	-1.5509306490939163 7.638639876396788 -0.8724111646752187 8.40129726159683 -0.176583396640481 9.163162204802873 0.5274942320262997 9.925568452027607 1.2370046020071834 10.694014563268563
4	1.074	150.006	7	10.0	10.0	10.0	10.0	7.142850909433545	-13.674969984806282 0.45972595704312735 -12.643754906209578 0.5121923422605626 -11.643095595747784 0.5638530179701509 -10.675213822205443 0.6185292564882507
4	1.074	150.006	7	10.0	10.0	10.0	10.0	6.857310783073176	-10.044899716240066 -1.1177729455883194 -9.741692570581145 -1.9988066737688035 -9.433216268693347 -2.872986204418447 -9.128928237015277 -3.7323597345031896
4	1.074	150.006	7	10.0	10.0	10.0	10.0	7.1957261795550025	-3.8861354350825437 -6.9760727052370175 -2.9510265152310016 -7.490817554014205 -2.005167218045072 -7.98514452110444 -1.0556277556039562 -8.469314847126148
5	1.074	150.006	7	10.0	10.0	10.0	10.0	7.528873302447818	0.8247006948415548 -9.448747168539088 1.8122272669892763 -9.862309993455384 2.79393279373893 -10.270098924910636 3.772069197402822 -10.698859575405402 4.753268087092932 -11.143095478140776
3	1.074	150.006	7	10.0	10.0	10.0	10.0	6.267501904079483	-11.95034018340322 2.6241823766587187 -10.954959067780148 2.581997289313387 -9.969187543631318 2.529710514939021
5	1.074	150.006	7	10.0	10.0	10.0	10.0	7.925879810919422	-8.274716224194197 2.2974063967944245 -7.327367635296042 2.1939059851250944 -6.384621843272635 2.100404265097748 -5.457316705697139 2.0130126454213246 -4.537426039292756 1.9248765010767066
3	1.074	150.006	7	10.0	10.0	10.0	10.0	6.976370408342969	-7.949740807032286 -9.16329904183611 -7.083691028976747 -9.751833513843001 -6.215871307685541 -10.347080598561243
5	1.074	150.006	7	10.0	10.0	10.0	10.0	7.362696550823175	-4.4364648571317185 -11.435379944649686 -3.476577231381931 -11.889076731233162 -2.511905278038361 -12.339923375738039 -1.539641110619288 -12.782567354225701 -0.5585465702396832 -13.216361827110747
3	1.074	150.006	7	10.0	10.0	10.0	10.0	6.8520746390335745	6.925834138908678 7.591083702261957 8.005396838227652 7.674102606781153 9.081001969749511 7.7630214031411775
3	1.074	150.006	7	10.0	10.0	10.0	10.0	6.720377234543923	10.610762391344927 5.957175712744123 11.46934518731214 5.388901087066285 12.343550321694153 4.8226068257859405
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.655237033600146	-12.727967833562317 7.20333399417107 -11.7047068599941 6.91407183178434 -10.6916857560547 6.6229286300300805
5	1.074	150.006	7	10.0	10.0	10.0	10.0	7.280567848067914	-9.252186377337198 7.933308724708187 -8.43682369293684 7.29361114700436 -7.615953164681888 6.6998991232983744 -6.783519953447425 6.172012464515797 -5.949005760260656 5.672233560845888
5	1.074	150.006	7	10.0	10.0	10.0	10.0	9.051280643548075	5.420145130575218 -0.27428010587789897 6.18147197923762 -0.9049653300221239 6.934547473558329 -1.5565964555111353 7.712718415238845 -2.221530392043203 8.512658027374174 -2.8856835458290053
5	1.074	150.006	7	10.0	10.0	10.0	10.0	9.219632186234813	10.390024702799534 -3.7104424913229046 11.179958696881116 -4.389487746496253 11.972640274325002 -5.079773347217297 12.770268531662598 -5.7779140273548615 13.573093353078244 -6.481238328237208
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.569999946805075	-14.474014380445883 -8.31506119760884 -13.473869144061336 -8.688708735941011 -12.47952032341966 -9.063563514106486
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.080411892674217	-10.552957752574386 -10.17887710016085 -9.603249065149924 -10.666587720147325 -8.654189896117565 -11.159686410929
4	1.074	150.006	7	10.0	10.0	10.0	10.0	9.039185616856598	-5.775412266077483 -1.9856249099626009 -4.882182064035278 -2.322764161470473 -3.9837846595717106 -2.6479827820297808 -3.0543905554644573 -2.9572959770042124
4	1.074	150.006	7	10.0	10.0	10.0	10.0	6.356763531712513	-1.5071806819482383 -3.9700927381630486 -0.5424830264415741 -4.102920981558109 0.38744433305072884 -4.222064290397821 1.302984122129364 -4.324529479696898
3	1.074	150.006	7	10.0	10.0	10.0	10.0	6.066251637422437	-20.09093464524614 -10.108996674927692 -19.505850582554014 -9.218990039365636 -18.927471744393042 -8.334929906105698
4	1.074	150.006	7	10.0	10.0	10.0	10.0	6.878473530530594	-18.552084266965245 -6.244163100992329 -17.758262891414052 -5.5390201861425 -16.971096373107347 -4.838199830221811 -16.190544118631934 -4.142061186510389
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.024458961148039	-18.279058553020022 -2.8924814959550957 -17.3574491625135 -2.3430739684419755 -16.441042812723552 -1.7902396917254675
4	1.074	150.006	7	10.0	10.0	10.0	10.0	9.361677712966042	-14.635169735466127 -2.8796750223793395 -13.72121212279673 -2.4135820394152527 -12.814595222346874 -1.9487819261581887 -11.915356630164666 -1.4839457528713804
4	1.074	150.006	7	10.0	10.0	10.0	10.0	9.555296930360404	1.0229311903468912 2.6552331423536155 1.8949991435155988 2.956264720146702 2.78110072382045 3.246047509133065 3.6888628075437797 3.5169839909090452
5	1.074	150.006	7	10.0	10.0	10.0	10.0	9.789244292400255	5.501566914092509 3.410242426861197 6.489500563103624 3.4868056549148867 7.493940049115929 3.5832749162642585 8.509459672804665 3.7310998079308346 9.548141648983506 3.9211631267897546
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.975215880222935	-10.672941601207398 -8.099797144947066 -9.715188951393648 -7.7353922364392425 -8.776403069094512 -7.3766344777885395 -7.848063386551474 -7.028081994560251
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.335349692361712	-6.429219119065472 -5.791991378678078 -5.516334982765259 -5.401454641428411 -4.614974857642826 -5.018042438669492 -3.7210732206074577 -4.646529483592197
4	1.074	150.006	7	10.0	10.0	10.0	10.0	10.180987842967777	0.5417954219819705 -1.2095294517595332 1.2481861353171548 -1.8318746051828325 1.9723045527535847 -2.4411581709716503 2.72025724624294 -3.0537900568269642
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.755227645120616	3.957586805082351 -4.277820444315147 4.511991429901029 -5.0849931826520045 5.066782600709231 -5.91381761145854 5.634417615569314 -6.762513643160189
4	1.074	150.006	7	10.0	10.0	10.0	10.0	8.322894726094894	-6.61766106407838 8.327554317548957 -5.817754752763795 8.935669460165911 -5.02219690671722 9.553378585980935 -4.224445397963181 10.18193073372844
5	1.074	150.006	7	10.0	10.0	10.0	10.0	9.791378859739886	-2.3140944078889216 10.269868162727304 -1.5688889183710522 10.978561407942927 -0.8115976552735736 11.67987996342145 -0.03920301687601553 12.376770043181605 0.7466881585599856 13.07445784849738
2	1.074	150.006	7	10.0	10.0	10.0	10.0	6.934774195278141	4.448132344576049 5.161777682387727 5.262451333282229 5.658302533657498
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.325644298856135	6.8495145528872055 5.527235066711616 7.792969945061741 5.643877731719954 8.76003845184609 5.7607872610181285
3	1.074	150.006	7	10.0	10.0	10.0	10.0	7.312860288698618	-6.152192698199398 -7.852171858994572 -5.354355573011548 -8.416756453167235 -4.571106196161483 -8.970046589839894
4	1.074	150.006	7	10.0	10.0	10.0	10.0	9.114927914058505	-3.15406614244418 -9.70069335563947 -2.2852090498237154 -10.124685956783473 -1.3828038540796328 -10.56640954911573 -0.45418439105666747 -11.027224987768998
2	1.074	150.006	8	10.0	10.0	10.0	10.0	5.932438705689451	6.943019212847424 -3.9969652183772237 6.6972990505813765 -4.892751110833374
3	1.074	150.006	8	10.0	10.0	10.0	10.0	7.509082450737047	7.442964723253801 -6.229769762369113 7.727702131112326 -7.134728936533858 8.034954150911531 -8.094719744469213
