N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	current length	div_length	X
6	0.7	3.001	1	10	10	10	0.1	4.900000233093314	8.053362609385916	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	10	10	10	0.1	5.5999880982551975	8.053362609385916	-2.8999802869210862 0.005287909407459368 -2.1999856754127616 0.0030723979849453763 -1.4999913958888225 0.0011895970620438958 -0.7999957937253416 -4.026752138862075e-05 -0.09999821385476013 -0.0005325908257995054 0.6000008018927178 -0.00046476137218666105 1.300000443790153 -0.00014613282387870936 
7	0.7	9.003	1	10	10	10	0.1	5.60000029107187	8.053362609385916	-2.8999912980306384 0.0038843264597381894 -2.1999918428678438 0.0029879324286163494 -1.4999923585887018 0.002091540798036498 -0.7999928743160634 0.0011951542356605088 -0.0999933900355327 0.00029877383608492824 0.6000060942644813 -0.0005976014953200662 1.3000055494543907 -0.0014939743516212615 
8	0.7	12.000	1	10	10	10	0.1	6.299999062744387	8.053362609385916	-3.599979582764504 0.008128276627201584 -2.8999816886612018 0.006438726845655835 -2.199983785191047 0.004775842926839678 -1.4999858018760606 0.0031723014492830793 -0.7999876596570095 0.0016494391528854432 -0.09998932511609752 0.0002072558455389216 0.6000091878583584 -0.0011755854876377562 1.3000078074119354 -0.0025317613436450347 
8	0.7	15.001	1	10	10	10	0.1	6.300000348820685	8.053362609385916	-3.5999807315184427 0.00791359060889683 -2.899982359810763 0.006390334019037909 -2.199983958882324 0.004867140343424133 -1.499985557684275 0.0033440868191444107 -0.7999871560840847 0.0018212238384790707 -0.09998875405697238 0.00029855140137420295 0.6000096483103361 -0.0012239808845501737 1.300008021730903 -0.0027464501296846416 
9	0.7	18.003	1	10	10	10	0.1	7.000000253669958	8.053362609385916	-3.5999817855650442 0.008915059282019876 -2.8999844324153523 0.006982815089253827 -2.1999870762078415 0.005044096854432924 -1.4999897682634509 0.0030902770494064145 -0.7999925256911227 0.001114395234527517 -0.09999535327479063 -0.0008861864089417444 0.600001759186196 -0.002908830077948495 1.299998834122947 -0.004946575348053992 1.999995869225259 -0.0069907945386179495 
10	0.7	21.004	1	10	10	10	0.1	7.699999228746458	8.053362609385916	-4.299966513637782 0.013736114434032536 -3.599971464718284 0.011111070745204196 -2.899976351357874 0.008510017082407301 -2.1999810714498667 0.005966853796319566 -1.4999855061771292 0.0035125411404902844 -0.799989585225471 0.0011652060016131035 -0.09999330210129163 -0.0010752310328585482 0.600003291341805 -0.0032270101930908478 1.300000105891403 -0.005321097900219371 1.9999970162075589 -0.007391302644211716 
5	0.7	24.001	2	10	10	10	0.1	4.196608993125325	7.473730795852136	-4.309317924807922 0.016681377559533767 -3.609669119465017 0.012639821497183106 -2.910359547632305 0.008599185849383956 -2.211388667716315 0.004558429968261498 -1.512755643882892 0.0005175514907961163 
6	0.7	24.001	2	10	10	10	0.1	4.895758258256445	8.976353275562236	-0.7897496847388561 -0.001440835694331144 -0.09116364209550651 -0.003020920704619026 0.6077035266986105 -0.004602020635131569 1.306852744068058 -0.006184226646993418 2.0062846554582823 -0.007767432336156481 2.705999622987727 -0.00935144191269799 
5	0.7	27.002	2	10	10	10	0.1	4.196813219931236	7.473730795852136	-4.333341893253398 0.016898619561367213 -3.6336730896789353 0.012779877132700929 -2.934323088804764 0.008661938996523177 -2.235291383150496 0.004543731414728404 -1.536577188226807 0.0004252522110238134 
6	0.7	27.002	2	10	10	10	0.1	4.896011128535399	8.976353275562236	-0.772801255157577 -0.0014979629764222582 -0.07413050132877333 -0.003073387239516281 0.6248041953262315 -0.004649609599846155 1.324003861369941 -0.006226675510792283 2.0234692899198086 -0.007804526899144616 2.7232009811193 -0.009383062128618367 
