N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.003	1	0.5	10	10	10	(0, 128, 0)	4.900002635190017	7.677604023715134	-2.200001317595008 1.4287554550364586e-16 -1.5000010063836555 -2.8575089863521883e-17 -0.8000003112104549 -1.1430045564012396e-16 -0.09999968878954416 -1.1430045564012396e-16 0.6000010063836568 -2.8575089863521914e-17 1.3000013175950098 1.4287554550364588e-16 
7	0.7	6.003	1	0.5	10	10	10	(0, 128, 0)	5.59998374206163	7.677604023715134	-2.2000020211894724 -0.00015472106172938476 -1.5000015035893817 -0.0004650085850040609 -0.8000002394298691 -0.0005268843949088587 -0.0999993026782506 -3.2945596676804764e-05 0.5999977767731592 0.0011941669031884697 1.2999827716664718 0.0030713477452475376 1.999974397430148 0.005280194322590105 
7	0.7	9.003	1	0.5	10	10	10	(0, 128, 0)	5.59999295761285	7.677604023715134	-2.2000023518806713 -0.0014939553636518616 -1.5000030970486604 -0.0005975881425825764 -0.8000041302832585 0.00029878121390137277 -0.10000607368722395 0.001195154611250182 0.5999913788396709 0.002091533565875934 1.2999889908524958 0.0029879179310861475 1.9999871621904566 0.003884305516827814 
8	0.7	12.003	1	0.5	10	10	10	(0, 128, 0)	6.299983232196412	7.677604023715134	-2.200002880195004 -0.00253273881694536 -1.5000041919547673 -0.0011757889994421407 -0.8000056716010929 0.00020770151022545409 -0.10000824848173451 0.0016502546264230093 0.5999875925623914 0.003173106256500754 1.2999814166690273 0.004776255086747916 1.9999741653135508 0.006438465963278254 2.699968680282636 0.008127222050114727 
8	0.7	15.003	1	0.5	10	10	10	(0, 128, 0)	6.2999912265804845	7.677604023715134	-2.200004178412737 -0.002746420041787881 -1.50000605991499 -0.0012239595285095295 -0.8000081905348001 0.0002985637537556921 -0.10001113293521854 0.0018212261630680458 0.5999852887151659 0.0033440787403645976 1.2999815034915905 0.0048671224188034795 1.99997817947517 0.006390307993232956 2.6999754527108286 0.007913558177975276 
9	0.7	18.003	1	0.5	10	10	10	(0, 128, 0)	6.9999845116325545	7.677604023715134	-2.2000035936083426 -0.003748913963182727 -1.5000064319434283 -0.0018166911148845843 -0.8000095013023918 0.00012201188397289001 -0.10001347996309579 0.0020758297983203416 0.5999815564955332 0.004051730087394506 1.2999756656250019 0.006052353407566288 1.9999692513803362 0.008075060288959737 2.6999632485405414 0.010112885728910047 3.399958318335594 0.012157195057295416 
5	0.7	21.003	2	0.5	10	10	10	(18, 247, 225)	3.893465444931588	6.899854159356174	-2.9286703543113073 0.046844675361136796 -2.255890983391162 0.02045357456319987 -1.6159673858199584 -0.004694324996638408 -1.0128736941247787 -0.02847652001962708 -0.43713538179451517 -0.05125376826407722 
5	0.7	21.003	2	0.5	10	10	10	(124, 93, 168)	3.8935282526869894	7.702430768544939	0.9374771954895712 -0.049916558779943 1.513025064200869 -0.022166973567801295 2.115910218416548 0.006810632472017433 2.755605279953443 0.037456612124858776 3.428138561425013 0.0696199213717483 
5	0.7	24.002	2	0.5	10	10	10	(18, 247, 225)	3.9962421193615536	6.899854159356174	-3.036180264030962 0.054477361809231295 -2.3609888304726714 0.024720812262536203 -1.7073677729929522 -0.004114217660874061 -1.0702624401849805 -0.032275707357272455 -0.4424667035501297 -0.060078575733421624 
5	0.7	24.002	2	0.5	10	10	10	(124, 93, 168)	3.9963114800076203	7.702430768544939	0.9429465175453887 -0.06046799091175755 1.5704757561880998 -0.026657581312082422 2.207303838293747 0.007587813121946381 2.8606339760277777 0.04265112352124795 3.5355182375480387 0.0788342301352725 
6	0.7	27.002	2	0.5	10	10	10	(18, 247, 225)	4.756399827066655	6.899854159356174	-3.797612362267463 0.09226423418792656 -3.10558410832479 0.05972194073136897 -2.424576828678173 0.027677653636788594 -1.7559580564954727 -0.003827688261323667 -1.0975370837933969 -0.034909233111133184 -0.44493472282484187 -0.06576217643244764 
6	0.7	27.002	2	0.5	10	10	10	(124, 93, 168)	4.7564710670516455	7.702430768544939	0.9455239203478828 -0.06751073939166577 1.5978028081735558 -0.029981670596254725 2.2558922760870823 0.007822317055359414 2.924169212509104 0.04613791756538547 3.6048232302473844 0.08510590152803767 4.29648816414875 0.12467796938650068 
6	0.7	30.002	2	0.5	10	10	10	(18, 247, 225)	4.784067710852472	6.899854159356174	-3.826316362023774 0.09478787252603627 -3.136083773021754 0.061446998629830996 -2.4543586004652367 0.02850222197732668 -1.7801056366862675 -0.004114060859511784 -1.1115508901963134 -0.03649726523766504 -0.44620300609280616 -0.0687600346735429 
6	0.7	30.002	2	0.5	10	10	10	(124, 93, 168)	4.78413790439498	7.702430768544939	0.9468623172866277 -0.0713891561073132 1.6118543279468276 -0.03208243551319269 2.28004818981054 0.007367667245674058 2.953933626964449 0.04709765266571062 3.635283216476184 0.08722459203643473 4.325131111111437 0.12783237662428934 
7	0.7	33.002	2	0.5	10	10	10	(18, 247, 225)	5.17392539114462	6.899854159356174	-3.8512980383059205 0.10422436070117752 -3.159852458305857 0.06586573427732502 -2.4762753152809753 0.02772453570848882 -1.8041044668387323 -0.010270693012898392 -1.1584725679035515 -0.04742368795838048 -0.5758245143102648 -0.0815490493571223 -0.08350176050010305 -0.11071377314831302 
7	0.7	33.002	2	0.5	10	10	10	(124, 93, 168)	5.180024970991733	7.702430768544939	1.2714189882753062 -0.058945114954816476 1.7571329067415604 -0.028742665870905227 2.336389917335001 0.007181804450163553 2.983619092965173 0.047159225420701424 3.6603311982946085 0.08878810331022595 4.349178166986763 0.13103978688271647 5.044282680439144 0.17362056988044097 
7	0.7	36.002	2	0.5	10	10	10	(18, 247, 225)	5.195984947115921	6.899854159356174	-3.8836339393747283 0.1150091426201517 -3.200722781367741 0.07144493321102857 -2.535944576576912 0.028922061946014294 -1.892994355086914 -0.012464732439131683 -1.2742942734306624 -0.0526537696348192 -0.6778915178539933 -0.09176977640459498 -0.09558017649730602 -0.13022708571494238 
7	0.7	36.002	2	0.5	10	10	10	(124, 93, 168)	5.199646917495185	7.702430768544939	1.2790036486606537 -0.06202025147272772 1.8608995642120656 -0.02524750515420545 2.457374808506436 0.012413576263187643 3.0768275192335732 0.051477328130081636 3.721092396703518 0.09205838348856481 4.387285685265835 0.13398646574264073 5.071124576738937 0.17700990386662155 
8	0.7	39.002	2	0.5	10	10	10	(18, 247, 225)	5.618577103503981	6.899854159356174	-4.611920398871362 0.17849585204682597 -3.9252019219395313 0.12672004215007096 -3.2530921170476192 0.07582583219476735 -2.601824092813454 0.02599629706074897 -1.9814126348856596 -0.022219436719727988 -1.4057627557731116 -0.06777277265446177 -0.8848013055757052 -0.10968463566718258 -0.4060532423039387 -0.14860791018577477 
8	0.7	39.002	2	0.5	10	10	10	(124, 93, 168)	5.580020348214763	7.702430768544939	0.948379579188398 -0.09253736910825622 1.4326222800079496 -0.060083180497811396 1.9576560969646526 -0.024992865109813158 2.530201258466173 0.013105163531039672 3.140705083291701 0.053533634070647824 3.77900998461439 0.09562697175096399 4.43936874108387 0.13905341219465897 5.119261089029615 0.1837117991897078 
9	0.7	42.002	2	0.5	10	10	10	(18, 247, 225)	6.019568187122955	6.899854159356174	-4.652278897209074 0.1955206372512252 -3.973612583340943 0.14076675899334248 -3.3162205392480844 0.08642512564299461 -2.683673228397635 0.031081686333188887 -2.0792254592136543 -0.026336601153824208 -1.503707065074271 -0.08624907116733183 -0.9557812132860093 -0.1482590579071493 -0.4482798596353463 -0.20934220846142765 -0.05557895810369475 -0.2580795422717973 
9	0.7	42.002	2	0.5	10	10	10	(124, 93, 168)	6.026013940846651	7.702430768544939	1.2481644675838819 -0.05299047698198775 1.5733085928262311 -0.03564847699955969 2.0586536871558305 -0.009211093654069191 2.6198787378677997 0.02269150432484791 3.2185058629664915 0.058611060787595815 3.845603150030281 0.0982914506035956 4.498096419178558 0.14137237600869343 5.173082604194173 0.1871491312451988 5.865164071480981 0.2345987605878668 
9	0.7	45.002	2	0.5	10	10	10	(18, 247, 225)	6.04646903230401	6.899854159356174	-4.701762150696976 0.2408615695011772 -4.0286442499595285 0.16554070986883887 -3.3792232631804606 0.0923377249247073 -2.755697239789322 0.020782539520028332 -2.1610635988568356 -0.049399461742285336 -1.598462690816286 -0.11814763666464001 -1.0693683402742806 -0.18517030499434983 -0.570186070523945 -0.25039018913941835 -0.08873352484937874 -0.31451346380976775 
9	0.7	45.002	2	0.5	10	10	10	(124, 93, 168)	6.070140829504288	7.702430768544939	1.235434221627888 -0.02707745110737357 1.7101348525187074 -0.004599308273224405 2.205409403550443 0.01943548729943998 2.736660334044992 0.04619376783176729 3.308118019840198 0.07615672242785067 3.9162548564003163 0.10920693518806845 4.5546346293443145 0.14485111304230827 5.217062553681222 0.18244799599826775 5.898932451596468 0.22139892272076478 
10	0.7	48.002	2	0.5	10	10	10	(18, 247, 225)	6.558230962088347	6.899854159356174	-5.418596479437645 0.38057926294300815 -4.740313645440117 0.2844370710951605 -4.079727142968899 0.18966159655388332 -3.441393769789446 0.09529108532855093 -2.8304724045394383 0.0005975115572852239 -2.252711545378189 -0.0944177499907019 -1.7145364358674757 -0.18868350275749363 -1.22068145630557 -0.2803891601101167 -0.7667571229295035 -0.3686534589542263 -0.32967556771559503 -0.4559600737999446 
10	0.7	48.002	2	0.5	10	10	10	(124, 93, 168)	6.442934409162415	7.702430768544939	0.9065195996687434 0.07223471477365151 1.3407205840773053 0.07212274857065312 1.7972486600028394 0.07356786166905992 2.2902500891098927 0.07792339735319348 2.821364100602409 0.08623750178864256 3.3880495153557284 0.09903304277552694 3.987198453019505 0.11623065322507556 4.615592455004534 0.13719126673113888 5.270002046131253 0.16088314085092018 5.947725792675363 0.18618643374075944 
11	0.7	51.002	2	0.5	10	10	10	(124, 93, 168)	7.132624582147098	7.702430768544939	0.2717759837088407 0.25137320791784223 0.8464433115098413 0.2178695487559378 1.3591306788600734 0.18947659082056761 1.8558031125889778 0.16499854388779225 2.363471339468411 0.14450575473111466 2.8958311673101544 0.1288284040052107 3.4584135712592623 0.11883657228545313 4.052031568856047 0.1148107631807974 4.675163042769366 0.11609008767307367 5.32554851538787 0.1211235998470369 6.001234480588094 0.12794547207051366 
5	0.7	51.002	3	0.5	10	10	10	(10, 106, 75)	3.7073316600297743	7.063351554770525	-6.186980755957203 0.6106551422632476 -5.558883689919469 0.4488420134637202 -4.983068796222672 0.29989887589104974 -4.455167810529042 0.16233483698301807 -3.9537114107026126 0.03076540691995877 
6	0.7	51.002	3	0.5	10	10	10	(32, 154, 146)	4.137141553839829	9.703519704957735	-2.6065684994386853 0.23782578506843172 -2.159021510868272 -0.006960745535890992 -1.713468025759873 -0.24910766567425477 -1.248591437613239 -0.4998871134225405 -0.7495537443339928 -0.767690117928392 -0.19828978192927113 -1.0629651012270256 
5	0.7	54.002	3	0.5	10	10	10	(10, 106, 75)	3.9542872775327678	7.063351554770525	-6.340582376871976 0.7158721820604873 -5.712545476738945 0.49271873833459107 -5.110611512882839 0.27836692835846355 -4.523660391705823 0.06846117103685734 -3.934997938960315 -0.14292708294309314 
6	0.7	54.002	3	0.5	10	10	10	(32, 154, 146)	4.508590462421717	9.703519704957735	-2.678063375442074 0.4404774850325189 -2.174349892204266 0.08026420612275398 -1.6863833913304414 -0.26713173161304277 -1.1933994666285777 -0.6159679933689746 -0.6815566856204508 -0.9759854526165214 -0.14072676887203261 -1.3553914064696115 
6	0.7	54.002	3	0.5	10	10	10	(139, 172, 82)	4.049609442752013	8.354054545240274	-0.5262407201988717 0.6102628430385636 0.07226492670855472 0.46306259678464196 0.61730463480194 0.3286501201820365 1.123977237936833 0.20271892712843284 1.5962427783989774 0.08402988470816067 2.0448928837077878 -0.029777113669951505 
6	0.7	54.002	3	0.5	10	10	10	(196, 167, 84)	4.134295416919953	7.601460411182734	3.3761177817577743 0.19812229923538746 3.8263636087086077 0.17427234587250295 4.3121809921999406 0.14917172091793987 4.854562916091332 0.12207329525005577 5.454832239146463 0.09292129446098715 6.107002492940735 0.06168783119521754 
6	0.7	57.002	3	0.5	10	10	10	(10, 106, 75)	4.791505081419524	7.063351554770525	-7.052584446344284 1.0155717137518177 -6.40861967737835 0.7624737976489152 -5.773841400877892 0.5127605133004653 -5.147284369990838 0.26578800213228165 -4.524143967001239 0.01951863154464716 -3.8975540206738737 -0.22864642578410344 
7	0.7	57.002	3	0.5	10	10	10	(32, 154, 146)	5.373737134471561	9.703519704957735	-2.7342882255391805 0.5405256351794401 -2.1994002182860894 0.14241981900388898 -1.676543057843831 -0.24572743178015058 -1.1544518495130343 -0.6316287966974824 -0.6270544339972797 -1.0201468400640354 -0.08897315818048271 -1.415711802202547 0.4620198739545636 -1.8204304970514882 
6	0.7	57.002	3	0.5	10	10	10	(139, 172, 82)	4.355259436323504	8.354054545240274	-0.7060467276467973 0.758772754015792 -0.09728509786931352 0.5426401440283948 0.47268185053242023 0.33978701191875943 1.0137614809883413 0.14595489251263988 1.5411321377986702 -0.044701380471596094 2.075519183843235 -0.23940845911416853 
6	0.7	57.002	3	0.5	10	10	10	(196, 167, 84)	4.365372160971038	7.601460411182734	3.3301039780258046 0.31845863706555644 3.885556619458533 0.25696419609861537 4.441561226763506 0.19648890259299334 5.017739820977811 0.1352082878105996 5.627501541648879 0.07151250773135984 6.278752361128288 0.004063818487079773 
6	0.7	60.001	3	0.5	10	10	10	(10, 106, 75)	4.8427941801081555	7.063351554770525	-7.072035180253456 1.0329371694777447 -6.428896442137671 0.772764089910078 -5.790539657685831 0.5144403162606798 -5.155003780445239 0.2570695342627648 -4.519538751149823 -0.0005210451840880297 -3.881058320484476 -0.25953985475229063 
8	0.7	60.001	3	0.5	10	10	10	(32, 154, 146)	6.164043182121455	9.703519704957735	-2.7662348245598687 0.5840365898078353 -2.219174767281469 0.17367919794110334 -1.6797309429681508 -0.23066952955372558 -1.1434655072142856 -0.6322331349463062 -0.6057725462904985 -1.0344805435239368 -0.06271240418419219 -1.4404475864902142 0.4884272253279029 -1.8522766176916332 1.048021252803966 -2.2703542222264703 
7	0.7	60.001	3	0.5	10	10	10	(139, 172, 82)	5.270030422450918	8.354054545240274	-0.7886229296129612 0.8964296483866767 -0.1905640212425521 0.6018647138369441 0.3828465499456192 0.31934112121209673 0.9422217114821028 0.0435499303859096 1.5026300780628983 -0.23292482109453208 2.0796588389363486 -0.517593005424232 2.682624649050056 -0.8145860128381714 
7	0.7	60.001	3	0.5	10	10	10	(196, 167, 84)	5.194636861315898	7.601460411182734	2.6872605267033 0.7378953499216918 3.3150829461519544 0.586371819623966 3.9149909003898675 0.4422498585299677 4.507001264103946 0.300958386420684 5.1076736293022025 0.15851497041531168 5.729054518678347 0.011840319127465289 6.3786611056613784 -0.14117890602800726 
