N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	10	10	10	(0, 128, 0)	4.900000233093314	9.421313196150589	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	7	10	10	10	10	(0, 128, 0)	5.600000254436013	9.421313196150589	-2.8999912771225955 0.003886345833587863 -2.199991827971688 0.0029880919028383614 -1.4999923520647749 0.002090268631904616 -0.7999928766382985 0.001193340766348188 -0.09999339981757348 0.0002975016908336329 0.6000060797768033 -0.000597441983470624 1.3000055337182232 -0.0014919549308468924 
8	0.7	9.003	1	7	10	10	10	10	(0, 128, 0)	6.299999361804202	9.421313196150589	-3.599979841071915 0.008084757370143587 -2.899981844319045 0.006428917672539427 -2.199983832534935 0.004794350952409926 -1.4999857563978685 0.00320712538255392 -0.7999875533965255 0.0016842626773907216 -0.09998919715048192 0.0002257627565889731 0.600009300751937 -0.0011853962306461836 1.300007876156281 -0.0025752824097586492 
9	0.7	12.000	1	7	10	10	10	10	(0, 128, 0)	6.999998169642765	9.421313196150589	-4.299966066676835 0.012605573849220774 -3.5999700891750455 0.010262665331693207 -2.899974066062902 0.007960797452878638 -2.1999778307740145 0.005754607431133551 -1.4999812230744274 0.0036880937317193495 -0.7999841694138095 0.001777832886493664 -0.0999866920065648 7.027493773428355e-06 0.6000111167808946 -0.0016683882983097927 1.3000091106378775 -0.003302934892044668 
10	0.7	15.001	1	7	10	10	10	10	(0, 128, 0)	7.699998177896637	9.421313196150589	-4.999952095998356 0.017095356547817665 -4.299957678468039 0.014319972492719716 -3.599963188810869 0.011581459791766733 -2.8999684448440646 0.008931580906589964 -2.199973260017753 0.006417093851795427 -1.4999775295381201 0.004064745961859756 -0.7999812497799953 0.0018735070682947092 -0.09998450332561634 -0.00018484015386424662 0.6000125771797657 -0.002157132642300835 1.3000098248181866 -0.00409394195822252 
11	0.7	18.003	1	7	10	10	10	10	(0, 128, 0)	8.399998587669334	9.421313196150589	-5.699937228021372 0.02172797419627533 -4.999944187245182 0.018617083140896343 -4.2999510539388215 0.015536831659095928 -3.599957657370534 0.012532025346329937 -2.8999638088891855 0.00964644233520727 -2.19996938469981 0.006910686480108377 -1.499974351230901 0.004334648252438757 -0.7999787616989069 0.0019054556093768991 -0.09998273204590077 -0.00040907086028971445 0.6000135930896074 -0.0026522286692126176 1.3000100484160568 -0.004866791498057317 
6	0.7	21.004	2	7	10	10	10	10	(125, 92, 2)	4.726361144666427	8.265581985375443	-3.834469768135373 0.007881217058455342 -4.478791550991973 0.01403722288399589 -5.132337550593074 0.020170872915740833 -5.7967064697347865 0.02628065510771746 -6.4727236076956025 0.03240972904986824 -7.160688900877954 0.038610664522923756 
7	0.7	21.004	2	7	10	10	10	10	(5, 79, 179)	5.410264957085873	8.053106923562405	-2.6842912812304607 0.002279795112747372 -2.0400758976290483 0.002293341682742925 -1.3867531361186591 0.0021632392972848 -0.7231731117940073 0.0018395829119879049 -0.04934435124942369 0.0013421133782728241 0.6340042921151713 0.0007287874079387314 1.3259728056326587 6.401532136082488e-05 
6	0.7	24.001	2	7	10	10	10	10	(125, 92, 2)	4.883375195512151	8.265581985375443	-3.9836281238600897 0.005165300844586208 -4.678394242109971 0.01283752425717348 -5.373950575833468 0.020497274403380457 -6.070458283933636 0.028141284044561458 -6.768043615795709 0.035776964289654836 -7.466793293114501 0.04341626171033466 
7	0.7	24.001	2	7	10	10	10	10	(5, 79, 179)	5.578336835080991	8.053106923562405	-2.606906024276304 1.2732741960546682e-05 -1.912414276542999 0.00027729448495909 -1.217408794284777 0.0005275151038085663 -0.5216807585809596 0.0007573255680002712 0.17494845799820352 0.0009677812433033651 0.8726197962159331 0.0011648586114379193 1.571430591551054 0.0013563584101254358 
