N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.003	1	7	5	10	10	10	(0, 128, 0)	4.900000466082629	8.290778106746222	-2.200000233041315 1.4287547417295326e-16 -1.5000001747819054 -2.8575091980332655e-17 -0.800000058259391 -1.1430038219262043e-16 -0.09999994174061007 -1.1430038219262043e-16 0.600000174781904 -2.8575091980332754e-17 1.3000002330413138 1.4287547417295314e-16 
7	0.7	6.003	1	7	5	10	10	10	(0, 128, 0)	5.599985136442831	8.290778106746222	-2.899977472008369 0.005280215393485389 -2.199984294991216 0.0030713580264504726 -1.4999921296918186 0.0011941532332627942 -0.7999975066732816 -3.2954882783216214e-05 -0.09999947884235291 -0.0005268891874533457 0.6000003046059631 -0.0004650105325538975 1.300000340932539 -0.00015472031331156792 
7	0.7	9.003	1	7	5	10	10	10	(0, 128, 0)	5.60000050435219	8.290778106746222	-2.899991421324148 0.003884323731438299 -2.1999919447567016 0.0029879304348583388 -1.499992416137559 0.002091539576105047 -0.7999928909662308 0.0011951539285365732 -0.09999336578679315 0.00029877461227127483 0.6000061628537964 -0.0005975995016564635 1.3000056394491029 -0.0014939710444564292 
8	0.7	12.003	1	7	5	10	10	10	(0, 128, 0)	6.299996342641036	8.290778106746222	-3.5999782314981674 0.008127265151209392 -2.899980553420478 0.0064384939478471116 -2.1999830431631957 0.0047762648091187335 -1.4999855842748155 0.0031731019447847676 -0.7999880001070867 0.001650242429662754 -0.09999015827392495 0.0002076858478285112 0.6000080058186368 -0.0011758055458210707 1.3000064393208055 -0.0025327560200645717 
8	0.7	15.003	1	7	5	10	10	10	(0, 128, 0)	6.300000590510969	8.290778106746222	-3.599980887069554 0.007913587705787081 -2.899982494443613 0.006390330524370845 -2.1999840504257815 0.004867136545399457 -1.4999856107913783 0.003344083476622588 -0.7999871723871163 0.001821221972960694 -0.09998873191920045 0.0002985520272480529 0.6000097135452135 -0.0012239770286762975 1.3000081078932118 -0.002746442659146799 
9	0.7	18.003	1	7	5	10	10	10	(0, 128, 0)	6.999999507143366	8.290778106746222	-4.299968256413534 0.012157244206317685 -3.5999712620837307 0.010112923918289484 -2.899974260106503 0.008075084546544169 -2.1999772662526698 0.0060523630074802515 -1.4999802366804074 0.004051727081775983 -0.799983136642132 0.002075817313350447 -0.0999859465005058 0.00012199300349182224 0.6000113377263201 -0.0018167137644282598 1.3000086508885669 -0.0037489396768114113 
10	0.7	21.003	1	7	5	10	10	10	(0, 128, 0)	7.699997288304999	8.290778106746222	-4.999952695050884 0.01684241697649746 -4.29995779116113 0.014206056745001727 -3.5999629070582126 0.011594423828340656 -2.899967937435068 0.009042459974943762 -2.1999727207797375 0.006582076373533839 -1.4999771400786586 0.004231956609597532 -0.7999811470192736 0.001992018713148772 -0.09998476432511515 -0.00015653795100371425 0.600011932815807 -0.002245631121315925 1.3000087930739295 -0.004310107820039287 
5	0.7	24.002	2	7	5	10	10	10	(240, 124, 101)	4.1043050557617295	8.198305278696695	-3.239750794201376 0.018008117409519197 -3.9041617153761563 0.016141128410988508 -4.575152080120267 0.014209698562239505 -5.254653724371516 0.01220683406858457 -5.944044429443712 0.01015082586854723 
6	0.7	24.002	2	7	5	10	10	10	(233, 135, 159)	4.7673538081842715	7.169394515113608	-1.919563599060775 0.029949767157492653 -1.2584203128837208 0.018526063101968446 -0.5933782915784331 0.007274157231892464 0.07804702053300662 -0.003787431414388868 0.7578288915598731 -0.014754602372661444 1.4473287533745127 -0.0257718837219947 
5	0.7	27.002	2	7	5	10	10	10	(240, 124, 101)	4.19094313000315	8.198305278696695	-3.3015311169253025 0.01445876904664909 -3.9981491996619463 0.013614345938658151 -4.695404221254895 0.012757453519924923 -5.393470856307044 0.011887701576386104 -6.092472116710277 0.01101078827879092 
