N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	10	10	10	10	(0, 128, 0)	4.900000233093314	7.704256535737294	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	10	10	10	10	(0, 128, 0)	5.5999880982551975	7.704256535737294	-2.8999802869210862 0.005287909407459368 -2.1999856754127616 0.0030723979849453763 -1.4999913958888225 0.0011895970620438958 -0.7999957937253416 -4.026752138862075e-05 -0.09999821385476013 -0.0005325908257995054 0.6000008018927178 -0.00046476137218666105 1.300000443790153 -0.00014613282387870936 
7	0.7	9.003	1	10	10	10	10	(0, 128, 0)	5.60000029107187	7.704256535737294	-2.8999912980306384 0.0038843264597381894 -2.1999918428678438 0.0029879324286163494 -1.4999923585887018 0.002091540798036498 -0.7999928743160634 0.0011951542356605088 -0.0999933900355327 0.00029877383608492824 0.6000060942644813 -0.0005976014953200662 1.3000055494543907 -0.0014939743516212615 
8	0.7	12.000	1	10	10	10	10	(0, 128, 0)	6.299999062744387	7.704256535737294	-3.599979582764504 0.008128276627201584 -2.8999816886612018 0.006438726845655835 -2.199983785191047 0.004775842926839678 -1.4999858018760606 0.0031723014492830793 -0.7999876596570095 0.0016494391528854432 -0.09998932511609752 0.0002072558455389216 0.6000091878583584 -0.0011755854876377562 1.3000078074119354 -0.0025317613436450347 
8	0.7	15.001	1	10	10	10	10	(0, 128, 0)	6.300000348820685	7.704256535737294	-3.5999807315184427 0.00791359060889683 -2.899982359810763 0.006390334019037909 -2.199983958882324 0.004867140343424133 -1.499985557684275 0.0033440868191444107 -0.7999871560840847 0.0018212238384790707 -0.09998875405697238 0.00029855140137420295 0.6000096483103361 -0.0012239808845501737 1.300008021730903 -0.0027464501296846416 
9	0.7	18.003	1	10	10	10	10	(0, 128, 0)	7.000000253642217	7.704256535737294	-4.299968580389643 0.012157190584530353 -3.599971545468906 0.010112909756589555 -2.899974470708393 0.00807510499176826 -2.1999773584091438 0.006052406826138798 -1.4999801861326865 0.004051777987795436 -0.7999829436754925 0.002075857152812323 -0.09998563582390213 0.00012200562942856512 0.6000117203065625 -0.0018167393256606822 1.3000090733868404 -0.003749008096037888 
10	0.7	21.004	1	10	10	10	10	(0, 128, 0)	7.699999218807196	7.704256535737294	-4.999953661921448 0.0168415619771273 -4.299958653958931 0.014205707075592728 -3.5999635790103977 0.011594534057218999 -2.8999683310984348 0.009042921982062541 -2.1999727881916145 0.006582726517613319 -1.4999768785073235 0.0042326007384003266 -0.7999805961255074 0.001992465732739784 -0.09998399510878805 -0.00015644420299549674 0.6000128322824326 -0.00224599086642395 1.3000097577316136 -0.004310962036650742 
5	0.7	24.001	2	10	10	10	10	(238, 125, 1)	4.155584277991974	7.276067552293534	-3.2525458810309313 -0.01242607839340731 -3.9354826508580723 0.0030890044721823867 -4.621880370265194 0.018601096197040576 -5.31238103198816 0.03412165859734308 -6.007429690676962 0.049701257234507704 
6	0.7	24.001	2	10	10	10	10	(66, 42, 251)	4.839233903406738	8.414592896592637	-1.9309182474438786 -0.028933297437526605 -1.2492948727719928 -0.017536327023928423 -0.5654000452001884 -0.006388946548448636 0.12165615016090892 0.0044476026178048925 0.8125851922247206 0.015062331983448614 1.5078824840882312 0.025614480661476226 
5	0.7	27.002	2	10	10	10	10	(238, 125, 1)	4.198658266695308	7.276067552293534	-3.3065110201026418 -0.013418762167577338 -4.005804984415484 0.0031307108193973712 -4.705203606857245 0.019680366887523545 -5.4047262123014645 0.03623061721009171 -6.104386183428929 0.05278293043928545 
6	0.7	27.002	2	10	10	10	10	(66, 42, 251)	4.8981624014757585	8.414592896592637	-1.9091176904992846 -0.03350366661457743 -1.209783690073012 -0.02091012637163168 -0.5103811383729303 -0.008325395321352675 0.18911693813433317 0.004248451866685822 0.8887321404438291 0.016814600626767793 1.588479484302097 0.029378645586230837 
6	0.7	30.003	2	10	10	10	10	(238, 125, 1)	4.699277554174784	7.276067552293534	-3.1680792052685756 0.22324107961464607 -3.798703021141431 0.14472771886341101 -4.441065065629727 0.08374215465649879 -5.0985426286634725 0.044586132361436444 -5.771207301789059 0.022147990642568283 -6.45789580631844 0.007107110151334904 
7	0.7	30.003	2	10	10	10	10	(66, 42, 251)	5.37785783294574	8.414592896592637	-2.2072993780884613 -0.2487356502501529 -1.5795713306239487 -0.1505523058187666 -0.9404044897290552 -0.07081430724896316 -0.2862320523061239 -0.014796452839995096 0.38235567787097224 0.02114712751438363 1.0631110608959273 0.04481690179699479 1.7539361305284038 0.06394508088826698 
6	0.7	33.004	2	10	10	10	10	(238, 125, 1)	4.8993932341950455	7.276067552293534	-3.2026494564999197 0.5347777646575764 -3.888016712599918 0.3932318484278105 -4.573424266730081 0.2518281847865971 -5.2588948061073095 0.1106060883884845 -5.944432277992854 -0.03047493587943074 -6.630028773772364 -0.17149621374327828 
7	0.7	33.004	2	10	10	10	10	(66, 42, 251)	5.598954263209219	8.414592896592637	-2.2333543371859976 -0.4735541441559863 -1.5435622049394162 -0.35568639783027495 -0.853750277971481 -0.23802431757732476 -0.16387605812522682 -0.12067891267449699 0.5260838835523214 -0.003654160747714251 1.2161339575571675 0.1131389941116559 1.9062655660439645 0.2298353432196569 
