N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	10	10	1	(0, 128, 0)	4.900000233093314	7.380607490741169	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	7	10	10	10	1	(0, 128, 0)	5.5999880982551975	7.380607490741169	-2.8999802869210862 0.005287909407459368 -2.1999856754127616 0.0030723979849453763 -1.4999913958888225 0.0011895970620438958 -0.7999957937253416 -4.026752138862075e-05 -0.09999821385476013 -0.0005325908257995054 0.6000008018927178 -0.00046476137218666105 1.300000443790153 -0.00014613282387870936 
7	0.7	9.003	1	7	10	10	10	1	(0, 128, 0)	5.60000029107187	7.380607490741169	-2.8999912980306384 0.0038843264597381894 -2.1999918428678438 0.0029879324286163494 -1.4999923585887018 0.002091540798036498 -0.7999928743160634 0.0011951542356605088 -0.0999933900355327 0.00029877383608492824 0.6000060942644813 -0.0005976014953200662 1.3000055494543907 -0.0014939743516212615 
8	0.7	12.000	1	7	10	10	10	1	(0, 128, 0)	6.299999062744387	7.380607490741169	-3.599979582764504 0.008128276627201584 -2.8999816886612018 0.006438726845655835 -2.199983785191047 0.004775842926839678 -1.4999858018760606 0.0031723014492830793 -0.7999876596570095 0.0016494391528854432 -0.09998932511609752 0.0002072558455389216 0.6000091878583584 -0.0011755854876377562 1.3000078074119354 -0.0025317613436450347 
8	0.7	15.001	1	7	10	10	10	1	(0, 128, 0)	6.300000348820685	7.380607490741169	-3.5999807315184427 0.00791359060889683 -2.899982359810763 0.006390334019037909 -2.199983958882324 0.004867140343424133 -1.499985557684275 0.0033440868191444107 -0.7999871560840847 0.0018212238384790707 -0.09998875405697238 0.00029855140137420295 0.6000096483103361 -0.0012239808845501737 1.300008021730903 -0.0027464501296846416 
9	0.7	18.003	1	7	10	10	10	1	(0, 128, 0)	7.000000253642217	7.380607490741169	-4.299968580389643 0.012157190584530353 -3.599971545468906 0.010112909756589555 -2.899974470708393 0.00807510499176826 -2.1999773584091438 0.006052406826138798 -1.4999801861326865 0.004051777987795436 -0.7999829436754925 0.002075857152812323 -0.09998563582390213 0.00012200562942856512 0.6000117203065625 -0.0018167393256606822 1.3000090733868404 -0.003749008096037888 
5	0.7	21.004	2	7	10	10	10	1	(150, 81, 82)	4.177785556052227	6.973276992813732	-2.3330394516480775 -0.023465948557289285 -3.024016340058986 -0.005961265836269637 -3.7171220954026647 0.011483601820016433 -4.412419672174597 0.028869021570406016 -5.109949915559106 0.04625261707181319 
5	0.7	21.004	2	7	10	10	10	1	(147, 99, 31)	4.17778061782934	7.963929072832592	-1.3671396574140526 -0.02238810116481262 -0.6760351533192023 -0.01110653399992414 0.017197341683517588 0.00014404920487954 0.7126207607939437 0.011363824050862704 1.4102768417674758 0.022586184692104404 
5	0.7	24.001	2	7	10	10	10	1	(150, 81, 82)	4.188857923745479	6.973276992813732	-2.44123469441781 -0.030826705097260584 -3.136502597180635 -0.009809950838392117 -3.832838965849841 0.011163576759995653 -4.5302753743478 0.03209428639449361 -5.228831882931467 0.05302046994742586 
5	0.7	24.001	2	7	10	10	10	1	(147, 99, 31)	4.188852473335297	7.963929072832592	-1.259077141595327 -0.025541549301708894 -0.5636152169498763 -0.012547816711213394 0.1329143256786143 0.0004348197272997988 0.8305430582086848 0.01340667735452466 1.5292918939029219 0.026383642636992687 
