N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	15	15	15	15	(0, 128, 0)	4.9000002330933174	7.832086230999652	-2.200000116546657 1.428754670369515e-16 -1.5000000874099901 -2.857509198010457e-17 -0.8000000291366625 -1.1430037505684476e-16 -0.0999999708633355 -1.1430037505684523e-16 0.6000000874099928 -2.857509198010605e-17 1.3000001165466608 1.4287546703694907e-16 
7	0.7	6.002	1	7	15	15	15	15	(0, 128, 0)	5.599990079943385	7.832086230999652	-2.899983267012696 0.004939694602981308 -2.1999869852057836 0.0030675702434489064 -1.4999910670069747 0.0014241925664955114 -0.7999945859209926 0.00025092145957395005 -0.09999700086954653 -0.00035864433992280944 0.6000016737896764 -0.0005111512736087831 1.3000011121064154 -0.0004464313477729371 
7	0.7	9.001	1	7	15	15	15	15	(0, 128, 0)	5.600000291365664	7.832086230999652	-2.899991298192221 0.0038843149904372863 -2.199991842986805 0.0029879315229010585 -1.4999923586448238 0.002091548023531305 -0.7999928743028732 0.0011951645355486329 -0.09999338996090491 0.0002987810614123037 0.600006094381123 -0.0005976024013370598 1.3000055495865999 -0.001493985821298381 
8	0.7	12.002	1	7	15	15	15	15	(0, 128, 0)	6.300000009651544	7.832086230999652	-3.59998040635448 0.007983223631448245 -2.8999821797009155 0.006406030228469547 -2.199983926379046 0.004837528308972669 -1.4999856449793059 0.0032883686321487273 -0.7999873112226707 0.001765505799782982 -0.09998891540331298 0.00026893979072686506 0.6000095364974024 -0.00120828403664905 1.3000079995465847 -0.002676816346827985 
8	0.7	15.000	1	7	15	15	15	15	(0, 128, 0)	6.300000349634928	7.832086230999652	-3.5999807330138136 0.007913090489656967 -2.8999823604012933 0.006390221282445029 -2.1999839586503183 0.0048673530181259205 -1.4999855568946916 0.0033444869931989144 -0.7999871551325175 0.0018216240128520358 -0.09998875336364314 0.00029876407708495303 0.6000096484103223 -0.0012240936192909825 1.3000080210502116 -0.002746950246000826 
9	0.7	18.001	1	7	15	15	15	15	(0, 128, 0)	7.000000392826307	7.832086230999652	-4.299968841919591 0.012091292067069178 -3.5999716718715944 0.010090928994637038 -2.8999744694870078 0.00809196609942224 -2.19997725838587 0.00609626952882586 -1.4999800340226113 0.004105344754511058 -0.7999827944851463 0.0021197623079919413 -0.09998554110243935 0.00013895165609811692 0.6000117221188713 -0.0018385926743643426 1.3000089609581018 -0.003814736666507256 
10	0.7	21.002	1	7	15	15	15	15	(0, 128, 0)	7.700000029298563	7.832086230999652	-4.999954953835066 0.016609164376947316 -4.299959420433582 0.014106119311220414 -3.5999638296070957 0.011616365686998278 -2.899968141548733 0.009158701971712965 -2.1999722933013603 0.006750320678940686 -1.4999762472637874 0.004401317660934968 -0.7999800004964731 0.002111691985574773 -0.09998358316334958 -0.00012865354030565775 0.6000129523009727 -0.002336911536086233 1.3000095195375858 -0.004531879246771164 
5	0.7	24.001	2	7	15	15	15	15	(177, 233, 94)	4.179210883017591	8.415025748110583	-3.2820310546217573 -0.016748756046509806 -3.973882644447786 0.0016154110768451693 -4.667354718819091 0.01998831506607134 -5.3627473565984785 0.03837689870416464 -6.060268469890157 0.05680380130456886 
6	0.7	24.001	2	7	15	15	15	15	(60, 207, 52)	4.871539637228912	9.587975843762441	-1.918933615286993 -0.04062723863002683 -1.2276668360245202 -0.025074532141377608 -0.5353375733701278 -0.009686462424724427 0.15847262330997056 0.005497594559549634 0.854097818660825 0.020536827972307083 1.551770197258278 0.035535919164409645 
5	0.7	27.002	2	7	15	15	15	15	(177, 233, 94)	4.1998900954022655	8.415025748110583	-3.3079295185894417 -0.016993706672378515 -4.007633887154284 0.0018541099410493902 -4.707346865328488 0.02070199750628747 -5.407070012536383 0.039549994873233935 -6.106804400566777 0.058398211778278336 
