N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	0.1	0.1	10	(0, 128, 0)	4.900000002330925	9.018063419111087	-2.2000000011654595 3.436382848038307e-17 -1.500000000874095 -1.422453648963661e-17 -0.8000000002913639 -2.0139291990746446e-17 -0.0999999997086322 -2.013929199074616e-17 0.6000000008740995 -1.4224536489635888e-17 1.300000001165465 3.4363828480382054e-17 
7	0.7	6.002	1	7	10	0.1	0.1	10	(0, 128, 0)	5.599997342998911	9.018063419111087	-2.899953591064559 0.008175935851721097 -2.199997906150435 0.0003717461193047047 -1.4999990985965537 -0.00017088047115187515 -0.7999996196207575 -1.2457397837623659e-05 -0.09999985644280167 1.669866064330048e-06 0.600000048835848 1.5041557278277433e-07 1.3000000183026184 -1.2300122412748966e-08 
7	0.7	9.003	1	7	10	0.1	0.1	10	(0, 128, 0)	5.599999662086107	9.018063419111087	-2.899979894853493 0.006518127459671291 -2.1999909081940463 0.0025991025469635654 -1.4999954096448764 0.00011447659937557372 -0.7999958205221774 -0.0005596228305607203 -0.09999591912440949 -0.000320176407949691 0.6000039878651753 -4.580520806043351e-05 1.3000039597371982 6.0049924111425864e-05 
8	0.7	12.000	1	7	10	0.1	0.1	10	(0, 128, 0)	6.299999023537094	9.018063419111087	-3.5999373998983843 0.01441876086768004 -2.899975087835673 0.007167718410147732 -2.1999901394364403 0.002614339581834655 -1.499993790634642 0.0004170449144496792 -0.7999945007839995 -0.0004625248376689525 -0.09999462424772781 -0.0005315089138706018 0.6000052339211408 -0.00024051923440432182 1.3000051117309175 9.556733182083273e-05 
8	0.7	15.001	1	7	10	0.1	0.1	10	(0, 128, 0)	6.299999650747145	9.018063419111087	-3.5999479872062667 0.013585650655066726 -2.899972194762538 0.0077679491622024465 -2.1999874924311893 0.003151560932197727 -1.4999927552134547 0.0004606008202439543 -0.7999935786518364 -0.000567795372486704 -0.09999362605000162 -0.0006410093875516709 0.6000062803784479 -0.00033551722164905834 1.3000061567520313 5.7438531965653265e-05 
9	0.7	18.003	1	7	10	0.1	0.1	10	(0, 128, 0)	6.999999498373182	9.018063419111087	-4.299890667946463 0.02275349372145623 -3.599938746354187 0.014552845927191823 -2.89997144965574 0.007796365310865296 -2.199986606896216 0.00320702842152658 -1.4999916389068597 0.0005776411188066671 -0.7999926447208194 -0.0005676102054584038 -0.09999271284846865 -0.0007400323255238812 0.6000071909095693 -0.000433385951796134 1.3000070362693232 9.870209101887332e-06 
10	0.7	21.004	1	7	10	0.1	0.1	10	(0, 128, 0)	7.699999358991196	9.018063419111087	-4.999810116078002 0.033463638680164484 -4.299885545539489 0.023190802901910414 -3.599939255236658 0.014527760603705798 -2.8999701975188064 0.007958332905186395 -2.1999853754768335 0.0033652583556869073 -1.4999908315341952 0.0006260084232609478 -0.7999919607853889 -0.0005892949648480325 -0.09999204430569252 -0.0008024748830034986 0.6000078625337684 -0.0005097424284625394 1.3000076980946718 -5.346247644634011e-05 
11	0.7	24.001	1	7	10	0.1	0.1	10	(0, 128, 0)	8.399999266226741	9.018063419111087	-5.699703874708768 0.04570418231926039 -4.999808503309206 0.03360457749105269 -4.299885801068465 0.0232088733228868 -3.599937709815498 0.014693029441219155 -2.8999692710074965 0.008057620251825959 -2.1999846663277194 0.0034317360369462715 -1.499990186397261 0.0006755621455519986 -0.7999914045499623 -0.0005920460499400889 -0.09999150112785647 -0.0008532874504439475 0.6000084153397459 -0.0005777804058663568 1.3000082512352602 -0.00011965506180033576 
6	0.7	27.002	2	7	10	0.1	0.1	10	(134, 144, 21)	4.81405409856918	9.373774193785556	-3.1909961292013898 0.09330367992976032 -3.8559979923612513 -0.014899490130974621 -4.53247162454215 0.020484615964125392 -5.214316259718881 0.03127110074001413 -5.90174253703911 0.030354299000401905 -6.595289713358218 0.03282110902330282 
6	0.7	27.002	2	7	10	0.1	0.1	10	(172, 242, 190)	4.814181098581329	7.889778557275687	-1.9074472172875203 0.08783475040786334 -1.244470154890726 -0.032391368364327815 -0.567538954908711 -0.006242147794761923 0.11441477628940698 -0.005961654276578059 0.8017296610879372 -0.019197312066690803 1.4951972265260538 -0.030456941926310033 
