N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	10	10	0.1	(0, 128, 0)	4.900000233093314	8.75213053577074	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	7	10	10	10	0.1	(0, 128, 0)	5.5999880982551975	8.75213053577074	-2.8999802869210862 0.005287909407459368 -2.1999856754127616 0.0030723979849453763 -1.4999913958888225 0.0011895970620438958 -0.7999957937253416 -4.026752138862075e-05 -0.09999821385476013 -0.0005325908257995054 0.6000008018927178 -0.00046476137218666105 1.300000443790153 -0.00014613282387870936 
7	0.7	9.003	1	7	10	10	10	0.1	(0, 128, 0)	5.60000029107187	8.75213053577074	-2.8999912980306384 0.0038843264597381894 -2.1999918428678438 0.0029879324286163494 -1.4999923585887018 0.002091540798036498 -0.7999928743160634 0.0011951542356605088 -0.0999933900355327 0.00029877383608492824 0.6000060942644813 -0.0005976014953200662 1.3000055494543907 -0.0014939743516212615 
8	0.7	12.000	1	7	10	10	10	0.1	(0, 128, 0)	6.299999062744387	8.75213053577074	-3.599979582764504 0.008128276627201584 -2.8999816886612018 0.006438726845655835 -2.199983785191047 0.004775842926839678 -1.4999858018760606 0.0031723014492830793 -0.7999876596570095 0.0016494391528854432 -0.09998932511609752 0.0002072558455389216 0.6000091878583584 -0.0011755854876377562 1.3000078074119354 -0.0025317613436450347 
8	0.7	15.001	1	7	10	10	10	0.1	(0, 128, 0)	6.300000348820685	8.75213053577074	-3.5999807315184427 0.00791359060889683 -2.899982359810763 0.006390334019037909 -2.199983958882324 0.004867140343424133 -1.499985557684275 0.0033440868191444107 -0.7999871560840847 0.0018212238384790707 -0.09998875405697238 0.00029855140137420295 0.6000096483103361 -0.0012239808845501737 1.300008021730903 -0.0027464501296846416 
9	0.7	18.003	1	7	10	10	10	0.1	(0, 128, 0)	7.000000253642217	8.75213053577074	-4.299968580389643 0.012157190584530353 -3.599971545468906 0.010112909756589555 -2.899974470708393 0.00807510499176826 -2.1999773584091438 0.006052406826138798 -1.4999801861326865 0.004051777987795436 -0.7999829436754925 0.002075857152812323 -0.09998563582390213 0.00012200562942856512 0.6000117203065625 -0.0018167393256606822 1.3000090733868404 -0.003749008096037888 
10	0.7	21.004	1	7	10	10	10	0.1	(0, 128, 0)	7.699999218807196	8.75213053577074	-4.999953661921448 0.0168415619771273 -4.299958653958931 0.014205707075592728 -3.5999635790103977 0.011594534057218999 -2.8999683310984348 0.009042921982062541 -2.1999727881916145 0.006582726517613319 -1.4999768785073235 0.0042326007384003266 -0.7999805961255074 0.001992465732739784 -0.09998399510878805 -0.00015644420299549674 0.6000128322824326 -0.00224599086642395 1.3000097577316136 -0.004310962036650742 
11	0.7	24.001	1	7	10	10	10	0.1	(0, 128, 0)	8.399997766583075	8.75213053577074	-5.699936634671397 0.021754377257975015 -4.999943876935254 0.018589791347614206 -4.299951030513521 0.01546297502683691 -3.599957876442787 0.01242744725983778 -2.899964191316708 0.00953280902319619 -2.19996984142341 0.00681031620137841 -1.4999748056034454 0.004265648739369785 -0.7999791601741837 0.0018791437269684306 -0.09998304216798261 -0.00038784353647557395 0.6000133921628265 -0.0025826595124370678 1.3000099756916454 -0.0047492940938182035 
6	0.7	27.002	2	7	10	10	10	0.1	(109, 254, 248)	4.895766855078156	8.714609475037115	-2.9107834629749822 0.09604372532117371 -3.608672482488348 0.06477412371552357 -4.306844738736987 0.03352978711836685 -5.005300969545198 0.002318397168198879 -5.704040774882085 -0.028871355530027357 -6.40306322751294 -0.060058452459870196 
6	0.7	27.002	2	7	10	10	10	0.1	(12, 200, 69)	4.895767800497266	9.38498147440378	-2.1884243319992716 0.09444939559150298 -1.4908399631646265 0.05698801189787877 -0.7929720172343218 0.019552879887257815 -0.09481965448996803 -0.01784767574172383 0.6036165658092058 -0.05522603129079384 1.3023354547362616 -0.09260287864640304 
6	0.7	30.003	2	7	10	10	10	0.1	(109, 254, 248)	4.8959736028277145	8.714609475037115	-2.927940378635151 0.09782320884677453 -3.6258684231168177 0.06585762858747761 -4.32406461297474 0.03391631208159467 -5.022530147985825 0.002006581497734032 -5.721265198786219 -0.029882500378444123 -6.420269348944481 -0.06176920351103067 
6	0.7	30.003	2	7	10	10	10	0.1	(12, 200, 69)	4.895974611393008	9.38498147440378	-2.171242451560022 0.09633194677421594 -1.473629058604778 0.058103957313843164 -0.775747172193667 0.01990165777236818 -0.07759548449171541 -0.01826687330598142 0.6208260144534538 -0.056413721805279496 1.3195166399828615 -0.09455906679963079 
7	0.7	33.004	2	7	10	10	10	0.1	(109, 254, 248)	5.5828266146386145	8.714609475037115	-2.2725589251142297 0.1365751281883733 -2.9705249566362015 0.10108728114293034 -3.6652577310354344 0.06655075899784453 -4.359788123936331 0.03278653997329497 -5.05550416875954 -0.00045193782949440466 -5.7523983658339395 -0.033389840558247105 -6.450461687540219 -0.06624195977779494 
7	0.7	33.004	2	7	10	10	10	0.1	(12, 200, 69)	5.582956809767461	9.38498147440378	-2.826179371248543 0.14494910513045664 -2.128548100390125 0.10211582640635293 -1.434193774915244 0.06031801142229553 -0.7400316328222135 0.019453736128304772 -0.044672018062208156 -0.020720970192473667 0.6518726291257633 -0.06047971708100275 1.3495871473569794 -0.10010882830913886 
7	0.7	36.001	2	7	10	10	10	0.1	(109, 254, 248)	5.586091386443282	8.714609475037115	-2.327982490383444 0.13487893514970134 -3.0264261901103016 0.09959970410487395 -3.721909788213348 0.06479441490019458 -4.417227046070322 0.030215908551829672 -5.11349136434109 -0.004295311544138922 -5.810710992431319 -0.03880298512520673 -6.508891759520592 -0.07334299320017672 
7	0.7	36.001	2	7	10	10	10	0.1	(12, 200, 69)	5.586437565778178	9.38498147440378	-2.7699288307719696 0.1650354513320082 -2.0720891051537254 0.11694085834826884 -1.377274085145003 0.06959662157847324 -0.6826108091907055 0.02302609197589427 0.013026857296868626 -0.022911884481724976 0.7096355465285004 -0.06844581526826367 1.4072053042212906 -0.11384690180233 
