N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	1	1	10	(0, 128, 0)	4.900000023309332	8.84761808220351	-2.2000000116546627 1.3112421875909902e-16 -1.5000000087409975 -2.703000454295305e-17 -0.8000000029136647 -1.0409421421614529e-16 -0.09999999708633138 -1.0409421421614512e-16 0.600000008741002 -2.703000454295318e-17 1.3000000116546684 1.3112421875909734e-16 
7	0.7	6.002	1	7	10	1	1	10	(0, 128, 0)	5.599991011962786	8.84761808220351	-2.899967664888867 0.0071698525862105445 -2.1999890594852753 0.0019709919890308247 -1.4999961957154866 -0.0003508972230027116 -0.7999981855586071 -0.00039018129588222993 -0.09999927852665179 -6.274110911838131e-05 0.6000002619549274 2.2580993516204945e-05 1.3000001069939293 6.546127126754175e-06 
7	0.7	9.003	1	7	10	1	1	10	(0, 128, 0)	5.5999998929601205	8.84761808220351	-2.8999897182521415 0.0045736961374363925 -2.199991400975243 0.0030421253629774516 -1.4999927885104667 0.0016570911234645796 -0.799993651918032 0.000576328187223056 -0.09999404236359641 -0.00013499414478700903 0.6000058215411412 -0.0005429439437007321 1.300005765252309 -0.0008051506547327461 
8	0.7	12.000	1	7	10	1	1	10	(0, 128, 0)	6.299998323877283	8.84761808220351	-3.599970850354454 0.010177953807726998 -2.899979100201243 0.006806856502608869 -2.1999854966742554 0.0038793631814900203 -1.4999890474901474 0.001768005742061616 -0.7999905572354156 0.0004926653199180228 -0.09999119470225055 -0.0002237022245321415 0.6000084502679794 -0.0007100257124224022 1.3000082106173694 -0.001156582592138166 
8	0.7	15.001	1	7	10	1	1	10	(0, 128, 0)	6.299999861742453	8.84761808220351	-3.5999769203805982 0.009098717660339784 -2.899980888783557 0.006743647047671951 -2.1999844406863107 0.004518759137821164 -1.499987151019672 0.0025814451806896598 -0.7999889021300168 0.0010315508523914493 -0.09998990246355327 -0.00013471229444817753 0.6000095204743638 -0.0010214156316066527 1.3000090992169395 -0.001783457928146353 
9	0.7	18.003	1	7	10	1	1	10	(0, 128, 0)	6.999999457871482	8.84761808220351	-4.299956628672058 0.014848749786227172 -3.5999659650811617 0.011238820623407555 -2.8999742423881623 0.007847584305318914 -2.199980433592558 0.004927413037638162 -1.4999843337071113 0.0026255616209489682 -0.7999864876230391 0.0009303423800742952 -0.0999876384374794 -0.0002987783558479621 0.600011665476382 -0.001255394557092569 1.3000111217973804 -0.0021112764531025703 
10	0.7	21.004	1	7	10	1	1	10	(0, 128, 0)	7.699998695794802	8.84761808220351	-4.999929043366205 0.021305255591807255 -4.299945902358941 0.01645660048362363 -3.599960693981698 0.011928260729956484 -2.8999715933297088 0.0080612485102009 -2.1999784512393212 0.005017871703998395 -1.4999823639626049 0.0027429589383653344 -0.7999845909132128 0.0010461221684893744 -0.09998599067678594 -0.000290044658368544 0.6000129769493562 -0.0014439543616061859 1.3000120836635396 -0.0025362009874800528 
11	0.7	24.001	1	7	10	1	1	10	(0, 128, 0)	8.399998050962141	8.84761808220351	-5.6998940715615465 0.028443910187168298 -4.999919988937921 0.02243197504809294 -4.2999425101460895 0.01684405420626473 -3.5999590360004468 0.012079640478369413 -2.899969745745458 0.008266822049117871 -2.199976359451908 0.005290472204439531 -1.499980491410385 0.0029552608389386242 -0.7999831437709748 0.0010986121981827344 -0.09998489924547646 -0.0004040993016224326 0.6000138498357902 -0.0016774887246135924 1.3000128167473124 -0.002853053106727172 
6	0.7	27.002	2	7	10	1	1	10	(111, 151, 202)	4.809719090767212	8.08072500338969	-3.1885404067871312 0.08908936148473062 -3.859561328339889 0.04863390195601604 -4.535037640081909 0.018843624713981846 -5.2159146403738985 0.0011189093320854461 -5.9027638190983724 -0.009035466709657833 -6.5960370596315006 -0.016640010579981553 
6	0.7	27.002	2	7	10	1	1	10	(203, 23, 198)	4.809733329106446	7.349368541593076	-1.9106058117953866 0.0846898726264383 -1.2400254944284754 0.03742273437889153 -0.5648848105697067 0.0007345020560563121 0.11576557928986485 -0.024305880089937608 0.8024558677988286 -0.04229841617694805 1.4955920480477667 -0.05807113085825834 
