    cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
  0HHHHTT	                 35	                 99	                 30	                 92	                102	                 24	             56.505	                938	            503.657	            369.467	           -1.46627	            200.743	            13.5694	            248.053	          0.0301833	           0.996795	                  0	            22.4878	        3.28516e+07	            9096.44	            35217.5	                NaN	        1.11042e+08	               3381	        1.01479e+08	               3059	        2.36679e+08	               7189	        2.01937e+08	               6080	            -2.8621	        3.28516e+07	            9096.44	            35217.5	            500.709	            397.565	            506.604	            341.369	                  1	            491.058	             363.25
  0THHHTT	                 35	                 99	                 31	                 93	                102	                 30	            57.8564	                922	            516.664	            515.222	           -1.68999	            71.1985	            36.4467	            190.536	          0.0316549	            0.99613	                  0	            21.4928	        3.12467e+07	            8663.71	            34735.5	                NaN	         1.1256e+08	               3384	         1.1256e+08	               3384	        2.37348e+08	               7216	        2.36352e+08	               7173	           0.602582	        3.12467e+07	            8663.71	            34735.5	            520.104	            543.945	            513.224	            486.499	                  2	            522.972	            526.199
  0THHTHT	                 35	                 99	                 32	                258	                 99	                 24	            63.6722	               1011	             590.68	            589.606	           -2.57675	            36.2027	            57.7869	            181.703	          0.0300935	           0.999234	            2.02113	            20.9769	        3.53341e+07	            8822.74	              35547	                NaN	        1.23866e+08	               3663	        1.23866e+08	               3663	        2.50414e+08	               7679	        2.50414e+08	               7679	           -1.43686	        3.53341e+07	            8822.74	              35547	            617.571	            606.648	            563.788	            572.565	                  1	            595.146	            586.087
  0HHTHHT	                 35	                 99	                 33	                 77	                 99	                 27	            67.8698	               1155	            536.833	            501.928	           -1.49298	            66.8283	            14.1673	             188.61	          0.0277948	           0.987265	             2.9686	            22.7781	        4.00669e+07	            8651.83	              35506	                NaN	        1.30031e+08	               3906	        1.17073e+08	               3473	        2.61512e+08	               8009	         2.1833e+08	               6645	          0.0421056	        4.00669e+07	            8651.83	              35506	            534.195	             535.76	            539.471	            468.096	                  1	            546.839	            512.516
  0HTHHHH	                 35	                 99	                 34	                 71	                 99	                 27	            60.0994	                921	            602.667	            618.883	          0.0178932	            67.7671	            55.3827	            186.337	          0.0294743	           0.999416	            1.66777	            20.3497	        3.23173e+07	            8143.06	              35732	                NaN	        1.13654e+08	               3455	        1.13654e+08	               3455	        2.43738e+08	               7342	        2.43738e+08	               7342	          -0.185262	        3.23173e+07	            8143.06	              35732	            572.622	            618.345	            632.712	             619.42	                  4	            604.638	             621.55
  0HHTHTH	                 35	                 99	                 35	                 78	                 99	                 24	            78.1882	               1107	            567.631	            552.023	           0.649807	            8.36245	            30.4605	            180.496	          0.0283506	           0.989099	            2.01213	             19.769	        3.78999e+07	            8121.98	              34540	                NaN	        1.38102e+08	               4074	        1.38102e+08	               4074	        2.78481e+08	               8384	        2.71759e+08	               8135	          -0.447039	        3.78999e+07	            8121.98	              34540	            536.505	             528.37	            598.758	            575.677	                  1	            567.702	            548.374
   0TTTHT	                 35	                 99	                 36	                 56	                 87	                 21	            135.953	               2255	            591.071	            663.793	           -2.57393	            107.663	            12.2327	            199.116	          0.0308123	            0.99646	            3.53775	            22.9595	        8.17455e+07	            8595.22	              36854	                NaN	        2.22402e+08	               6707	        1.55939e+08	               4541	         4.1191e+08	              12559	        2.41251e+08	               7251	          -0.108203	        8.17455e+07	            8595.22	              36854	            648.386	            700.342	            533.757	            627.245	                  1	            602.945	            638.792
   0HHTTH	                 35	                 99	                 37	                 47	                 84	                 21	            132.078	               2012	            591.296	            542.304	           0.577333	            23.0608	            15.8958	            180.801	           0.026351	           0.985931	            3.66665	            22.4743	        7.07738e+07	            7359.34	            35731.5	                NaN	        2.15928e+08	               6383	        1.97367e+08	               5767	        4.00083e+08	              12147	          3.426e+08	              10300	             0.1999	        7.07738e+07	            7359.34	            35731.5	            535.961	            506.261	            646.632	            578.348	                  1	            616.972	            553.996
  0TTTTTH	                 35	                 99	                 38	                 80	                 99	                 18	            83.1822	               1142	            606.158	            650.298	            0.58547	            98.2276	            31.8837	            194.326	          0.0205529	           0.966728	           0.962333	            18.8821	        3.88546e+07	            6804.31	              34371	                NaN	         1.4429e+08	               4219	         1.4429e+08	               4219	        2.82308e+08	               8656	        2.65409e+08	               8011	         -0.0100917	        3.88546e+07	            6804.31	              34371	            571.494	            627.315	            640.823	            673.281	                  2	            605.364	            642.389
  0HTTHHH	                 35	                 99	                 39	                 94	                102	                 21	            61.8749	               1022	             615.98	            535.865	           0.362342	            47.2716	            10.0696	            183.854	          0.0313255	           0.969279	                  0	            22.2892	          3.663e+07	            8624.98	              35865	                NaN	        1.24248e+08	               3709	        9.09493e+07	               2627	        2.54985e+08	               7765	         1.6297e+08	               4880	           0.124032	          3.663e+07	            8624.98	              35865	            587.052	            524.899	            644.909	            546.831	                  3	            629.169	            550.024
  0HTTHHT	                 35	                 99	                 40	                 95	                102	                 27	            70.1124	               1222	            667.042	            557.745	           -2.72448	            93.0915	            13.6512	            193.114	          0.0243393	           0.961762	                  0	            24.3694	        4.43725e+07	            8503.15	            37699.5	                NaN	         1.3848e+08	               4156	        1.11447e+08	               3267	        2.77813e+08	               8472	        1.94942e+08	               5860	            2.34747	        4.43725e+07	            8503.15	            37699.5	            699.092	            571.947	            634.991	            543.543	                  1	            655.951	            566.998
   0HTTHT	                 35	                 99	                 41	                 50	                 84	                 27	            96.1967	               1629	            727.382	            595.501	           -2.33078	            158.067	            11.6091	            214.524	          0.0263796	           0.998912	            2.82097	             22.922	        6.05394e+07	             8391.7	              38043	                NaN	        1.67705e+08	               5084	        1.20033e+08	               3514	        3.22146e+08	               9889	        1.89495e+08	               5727	           -2.75175	        6.05394e+07	             8391.7	              38043	            760.517	            630.365	            694.247	            560.637	                  1	            688.296	            598.106
  0HHTHTT	                 35	                 99	                 42	                 79	                 99	                 24	            73.3606	               1134	            625.198	            582.092	           -2.87323	            56.8424	            48.7523	            183.763	          0.0287808	           0.998353	            2.04034	            20.9172	        3.88891e+07	             8054.3	              34389	                NaN	        1.36828e+08	               4050	        1.36828e+08	               4050	        2.73891e+08	               8336	        2.73891e+08	               8336	           -2.16236	        3.88891e+07	             8054.3	              34389	            660.566	            591.818	            589.831	            572.366	                  2	            621.066	            577.532
  0HTHTHH	                 35	                 99	                 43	                 81	                 99	                 21	            65.0873	               1043	            630.126	            643.284	           0.489928	             102.54	             50.019	            193.801	          0.0293457	           0.995774	            1.20138	               21.9	        3.66626e+07	            9183.36	              35393	                NaN	        1.27477e+08	               3788	        1.27477e+08	               3788	        2.62528e+08	               7900	        2.62433e+08	               7894	           0.246555	        3.66626e+07	            9183.36	              35393	             601.41	             627.97	            658.841	            658.598	                  2	            655.472	            650.472
   0THHTT	                 35	                 99	                 44	                 37	                 78	                 30	            112.126	               1798	            666.577	            609.407	           -2.89602	            106.179	            55.2749	             193.85	          0.0267688	           0.988822	            3.51039	            25.0506	        6.17481e+07	            8939.24	              34940	                NaN	        1.94475e+08	               5742	        1.94475e+08	               5742	        3.62456e+08	              11052	        3.62456e+08	              11052	           -2.82328	        6.17481e+07	            8939.24	              34940	            720.958	            623.037	            612.196	            595.778	                  3	            645.789	            608.872
  0TTTTTT	                 35	                 99	                 46	                 73	                 99	                 21	            89.8012	               1518	            672.068	             691.08	           -2.62654	            165.742	            13.3758	            215.622	          0.0277963	           0.966838	            3.73772	            22.9925	        5.39391e+07	               8032	            36284.5	                NaN	         1.6304e+08	               4889	        1.31132e+08	               3840	        3.16774e+08	               9633	        2.30313e+08	               6922	           -2.44922	        5.39391e+07	               8032	            36284.5	            711.143	            713.197	            632.992	            668.963	                  1	            658.982	            665.075
   0HHTTT	                 35	                 99	                 47	                 55	                 84	                 24	            119.568	               1736	            689.146	             594.32	           -2.55414	            120.937	            32.2899	            199.225	          0.0295103	           0.993727	            4.07317	            20.3961	        5.93229e+07	            8118.53	              34806	                NaN	        1.96651e+08	               5829	        1.96651e+08	               5829	        3.68859e+08	              11284	        3.49404e+08	              10547	           -2.81481	        5.93229e+07	            8118.53	              34806	            738.908	            627.455	            639.385	            561.185	                  3	            664.366	            588.217
   0HTHHT	                 35	                 99	                 48	                 46	                 78	                 30	            122.167	               2040	            708.701	            642.252	            3.07023	            159.187	            47.9293	            211.329	           0.029954	           0.991041	            3.62822	            22.6813	        7.05898e+07	            9422.59	            35930.5	                NaN	        2.00672e+08	               6067	        1.86943e+08	               5623	        3.77269e+08	              11515	        3.30531e+08	              10056	           -2.67349	        7.05898e+07	            9422.59	            35930.5	            769.629	            637.897	            647.773	            646.608	                  1	            682.378	            637.081
  0HTHTHT	                 35	                 99	                 49	                 82	                 99	                 24	            73.3639	               1141	            684.891	            674.244	           -2.65473	            161.049	            34.1717	            212.311	          0.0297298	           0.994576	            1.66458	            20.6144	        4.01619e+07	            8840.19	              35935	                NaN	        1.37066e+08	               4042	        1.37066e+08	               4042	        2.72384e+08	               8318	        2.58184e+08	               7788	            0.41101	        4.01619e+07	            8840.19	              35935	            717.311	            691.405	            652.472	            657.082	                  1	            704.753	            677.726
   0HTTTH	                 35	                 99	                 50	                 59	                 87	                 21	            99.7735	               1713	            730.491	            662.736	          0.0928587	            188.625	            27.6763	            224.104	           0.032266	           0.987099	            4.36801	            22.8481	        5.93062e+07	            9968.51	              35765	                NaN	        1.73142e+08	               5193	        1.52868e+08	               4532	         3.2979e+08	              10097	        2.70531e+08	               8234	             1.5505	        5.93062e+07	            9968.51	              35765	            680.819	             658.11	            780.163	            667.362	                  1	            732.428	            684.564
  0TTTTHT	                 35	                 99	                 51	                 64	                 93	                 33	            83.1911	               1369	            782.104	            761.723	           -2.56407	            291.607	            12.3044	            291.208	          0.0224982	           0.996773	            1.24386	            22.2808	        5.01262e+07	            9013.85	              36601	                NaN	        1.32548e+08	               4068	        9.02898e+07	               2656	        2.21906e+08	               6782	        1.38286e+08	               4116	           -2.33933	        5.01262e+07	            9013.85	              36601	            816.954	            784.432	            747.255	            739.014	                  7	            756.355	            712.779
   0HTTTT	                 35	                 99	                 52	                 60	                 87	                 27	            110.721	               1757	            781.928	            711.334	           -2.29592	            258.688	            11.8979	            265.686	          0.0249753	           0.998677	            2.57336	            22.2021	        6.37418e+07	            8373.12	              36365	                NaN	         1.7554e+08	               5325	         1.3896e+08	               4083	        3.09991e+08	               9432	        2.35569e+08	               7026	           -2.80028	        6.37418e+07	            8373.12	              36365	            818.645	            752.767	            745.212	            669.901	                  4	            755.595	            711.628
  0HHHHHT	                 36	                102	                  1	                 96	                105	                 21	            66.7563	                922	            485.138	            365.344	            1.81246	            214.587	            31.2714	            259.152	          0.0283377	           0.984208	                  0	            18.8655	         3.1052e+07	            7271.41	              33672	                NaN	        1.23318e+08	               3589	        1.23318e+08	               3589	        2.49626e+08	               7621	        2.33312e+08	               7038	            2.43261	         3.1052e+07	            7271.41	              33672	            493.126	            332.936	             477.15	            397.752	                  1	            482.842	            371.465
  0HHHTTT	                 36	                102	                  2	                 97	                105	                 21	            70.6474	               1025	            528.742	            408.368	            2.23018	            158.426	            25.4638	            226.364	          0.0276303	           0.998389	                  0	            19.5736	        3.56665e+07	            8436.59	              34803	                NaN	        1.28339e+08	               3813	        1.15223e+08	               3385	        2.59564e+08	               7935	        2.10884e+08	               6393	            1.84057	        3.56665e+07	            8436.59	              34803	            550.383	            380.449	            507.102	            436.287	                  1	            514.597	            437.727
  0TTHTHH	                 36	                102	                  3	                 65	                 96	                 24	            74.9394	               1144	            436.696	            581.115	          -0.311592	            142.057	            33.5762	            225.055	           0.026864	            0.81617	            6.47281	            20.0261	        3.90616e+07	            7626.59	            34806.5	                NaN	        1.38559e+08	               4078	        1.38559e+08	               4078	        2.76495e+08	               8406	        2.55449e+08	               7638	          -0.739307	        3.90616e+07	            7626.59	            34806.5	             401.03	            592.602	            472.361	            569.627	                  2	            453.898	            565.025
  0TTHTHT	                 36	                102	                  4	                 66	                 96	                 36	            75.9296	               1176	            484.381	            539.733	            2.06698	            94.7104	            54.5331	            202.296	          0.0238282	           0.938597	           -4.21731	            20.3739	         4.1149e+07	            8347.41	            35799.5	                NaN	        1.37789e+08	               4119	        1.37789e+08	               4119	        2.79338e+08	               8443	        2.79043e+08	               8426	            1.16691	         4.1149e+07	            8347.41	            35799.5	            502.455	            506.347	            466.307	            573.119	                  1	             483.06	            559.184
  0TTHHTT	                 36	                102	                  5	                 67	                 99	                 24	            82.3943	               1352	            498.666	            596.575	           -2.42369	            86.8276	            9.97829	            200.152	          0.0281009	           0.951998	             4.6518	            21.8144	        4.91173e+07	            9611.43	            37444.5	                NaN	        1.46281e+08	               4445	        1.18271e+08	               3514	        2.92131e+08	               8882	        2.22852e+08	               6699	             1.5288	        4.91173e+07	            9611.43	            37444.5	            529.695	            623.674	            467.636	            569.475	                  2	            501.306	            596.951
  0THHHHT	                 36	                102	                  6	                 86	                102	                 30	            61.9626	                964	            491.247	             498.17	            2.28414	            105.328	             52.487	            204.571	          0.0304764	           0.997283	            1.64508	            20.3262	        3.36559e+07	             8429.3	              35284	                NaN	        1.18919e+08	               3560	        1.18919e+08	               3560	        2.46582e+08	               7504	        2.46582e+08	               7504	            2.21457	        3.36559e+07	             8429.3	              35284	             511.52	            474.743	            470.974	            521.598	                  1	            487.427	            499.303
  0HHTHHH	                 36	                102	                  7	                 76	                 99	                 21	            78.8975	               1431	            546.635	             435.41	             1.6568	            127.519	            13.3711	            212.272	          0.0312165	           0.983795	            2.49477	            23.9871	        5.10272e+07	            9294.29	              35994	                NaN	        1.46957e+08	               4444	        1.11058e+08	               3283	        2.88774e+08	               8849	        1.83371e+08	               5580	            1.64639	        5.10272e+07	            9294.29	              35994	            550.024	            396.107	            543.247	            474.712	                  3	            529.478	            455.671
  0HTHHHT	                 36	                102	                  8	                 72	                 99	                 21	            67.6764	               1155	            663.354	             628.44	           -3.02895	             110.61	            65.3884	                199	          0.0328814	            0.99422	             1.7444	            22.2606	        3.95144e+07	            8703.81	              35024	                NaN	        1.32609e+08	               3872	        1.32609e+08	               3872	        2.62484e+08	               7996	        2.62484e+08	               7996	           -2.77392	        3.95144e+07	            8703.81	              35024	            696.978	            632.243	             629.73	            624.636	                  1	            656.854	            629.949
  0HTHTHT	                 36	                102	                  9	                 82	                 99	                 24	            79.1198	               1197	            683.822	            679.586	             -2.537	            160.872	            33.2538	            216.489	          0.0297298	           0.994576	            1.91862	            20.0369	        4.22839e+07	            7581.12	              36083	                NaN	        1.42595e+08	               4251	        1.42595e+08	               4251	        2.84162e+08	               8663	          2.738e+08	               8245	           0.390025	        4.22839e+07	            7581.12	              36083	            716.369	            702.073	            651.275	            657.099	                  1	             693.08	            675.465
  0TTHHHH	                 36	                102	                 10	                 89	                102	                 21	            83.1817	               1527	            397.238	            577.619	           -1.14719	            180.758	             12.191	            248.338	          0.0283913	           0.980632	            3.16089	            24.2345	        5.57676e+07	            9260.87	              37580	                NaN	        1.48574e+08	               4500	        1.07585e+08	               3176	        2.58706e+08	               7892	        1.65003e+08	               4962	          -0.707851	        5.57676e+07	            9260.87	              37580	            380.142	            615.534	            414.334	            539.704	                  1	            437.907	            557.392
  0THTHTT	                 36	                102	                 11	                 69	                 99	                 24	            72.9622	               1286	            473.407	            337.628	            1.90262	            244.659	            11.8319	            280.984	          0.0314694	           0.958375	             1.6964	             22.986	        4.59804e+07	            8935.09	            36731.5	                NaN	        1.41084e+08	               4219	        1.11529e+08	               3272	        2.66008e+08	               8066	        1.83772e+08	               5494	            1.67353	        4.59804e+07	            8935.09	            36731.5	            485.292	            303.137	            461.523	            372.119	                  5	            473.667	            375.145
  0TTHTTH	                 36	                102	                 12	                 84	                102	                 21	            71.9951	               1041	            517.534	            559.171	           0.802428	            59.5254	            51.4638	            192.101	          0.0314387	           0.995923	            1.36562	            18.9743	        3.62813e+07	            7280.85	              35427	                NaN	        1.30737e+08	               3845	        1.30737e+08	               3845	        2.60725e+08	               7969	        2.60725e+08	               7969	           0.230387	        3.62813e+07	            7280.85	              35427	            492.517	            533.287	            542.551	            585.055	                  1	            528.892	            567.643
  0TTHTTT	                 36	                102	                 13	                 88	                102	                 24	            65.9064	               1031	            565.495	            596.469	           -2.73724	            38.9788	             36.847	            187.149	          0.0257537	           0.924585	           0.801911	            20.5508	        3.53215e+07	            9008.63	              34958	                NaN	        1.27987e+08	               3756	        1.27987e+08	               3756	        2.55992e+08	               7860	        2.54852e+08	               7807	           -1.81754	        3.53215e+07	            9008.63	              34958	             595.79	            609.434	            535.199	            583.505	                  3	            553.598	            586.927
  0THHTHH	                 36	                102	                 14	                257	                 99	                 30	            63.6374	                950	            544.299	            559.678	           0.786839	            32.7634	            51.8868	            186.944	          0.0279743	           0.997862	            1.06886	            19.7477	        3.31299e+07	            8283.37	            35567.5	                NaN	        1.21238e+08	               3577	        1.21238e+08	               3577	        2.47287e+08	               7538	        2.47287e+08	               7538	          -0.609358	        3.31299e+07	            8283.37	            35567.5	            521.832	            537.146	            566.766	             582.21	                  2	            549.603	            552.066
  0HHTTHH	                 36	                102	                 15	                 98	                105	                 24	            70.7806	               1162	            569.225	             527.83	           0.668166	            32.3783	            11.7605	            185.888	          0.0210816	           0.627102	                  0	             21.574	        4.15321e+07	            7668.85	            36723.5	                NaN	        1.36173e+08	               4034	        1.19705e+08	               3489	        2.70987e+08	               8254	        2.24508e+08	               6782	           0.244679	        4.15321e+07	            7668.85	            36723.5	            541.445	            505.904	            597.005	            549.756	                  2	            586.812	            537.693
  0HTTHHH	                 36	                102	                 16	                 94	                102	                 21	            75.1758	               1285	            617.552	            535.903	           0.437672	            46.7389	            11.1742	            187.733	          0.0313255	           0.969279	            4.43362	            22.5666	        4.60029e+07	            8076.88	              36318	                NaN	        1.41805e+08	               4257	        1.06237e+08	               3106	        2.83907e+08	               8621	        1.86679e+08	               5583	           0.427408	        4.60029e+07	            8076.88	              36318	            583.507	            519.972	            651.597	            551.834	                  3	            642.257	             561.73
  0HTTHHT	                 36	                102	                 17	                 95	                102	                 27	            67.4423	               1193	            674.484	            558.769	           -2.64291	            97.4254	            13.1324	            198.296	          0.0243393	           0.961762	          -0.890018	            23.6894	          4.311e+07	            8645.84	              37422	                NaN	        1.31841e+08	               3987	        1.02284e+08	               3022	        2.68137e+08	               8167	        1.81886e+08	               5462	            2.14308	          4.311e+07	            8645.84	              37422	            704.098	            574.896	            644.869	            542.641	                  1	             670.08	            573.783
  0TTTTHH	                 36	                102	                 18	                 61	                 93	                 33	            76.6815	               1168	            739.377	            723.699	           0.732475	            231.067	            10.3785	            250.944	          0.0297025	           0.995621	            1.90518	            20.1402	        4.14339e+07	            8168.35	            36234.5	                NaN	        1.40427e+08	               4155	        1.22962e+08	               3570	        2.75047e+08	               8467	        2.19731e+08	               6718	           -2.56329	        4.14339e+07	            8168.35	            36234.5	             710.87	            698.061	            767.884	            749.338	                  1	             733.85	            716.038
  0TTTTHT	                 36	                102	                 19	                 64	                 93	                 33	            89.9752	               1547	            792.798	            769.482	           -2.67538	            301.235	            12.4773	             301.15	          0.0224982	           0.996773	            2.26134	            22.9934	        5.63502e+07	            8988.02	              36859	                NaN	         1.4468e+08	               4442	        9.41642e+07	               2784	          2.395e+08	               7307	           1.39e+08	               4141	           -2.37116	        5.63502e+07	            8988.02	              36859	            832.985	            789.705	            752.612	             749.26	                  7	            766.395	            723.122
  0THTHHH	                 36	                102	                 20	                 62	                 93	                 30	            78.7298	               1413	            421.989	            401.529	            1.63647	            221.181	            14.0727	            265.515	          0.0272501	           0.994672	            1.92424	            25.2812	         5.1059e+07	            8885.63	              36215	                NaN	        1.49565e+08	               4483	        1.06359e+08	               3108	        2.94839e+08	               8933	        1.67813e+08	               5022	            1.05224	         5.1059e+07	            8885.63	              36215	            424.573	            362.249	            419.406	            440.809	                  1	            442.507	            437.068
  0TTHHHT	                 36	                102	                 21	                 85	                102	                 27	            78.4771	               1326	            431.884	            515.737	             2.0959	            151.555	             11.046	            226.835	          0.0280995	           0.997375	            2.90401	            22.4371	        4.79331e+07	            8640.71	            36730.5	                NaN	        1.47116e+08	               4410	        1.17207e+08	               3429	        2.92168e+08	               8870	         2.1355e+08	               6403	           -2.61363	        4.79331e+07	            8640.71	            36730.5	            451.554	            481.785	            412.214	            549.689	                  4	            441.663	            504.688
  0THTHHT	                 36	                102	                 22	                 63	                 93	                 33	            71.2654	               1195	            438.243	            461.951	           -2.30728	            169.518	            12.2406	            233.802	          0.0280249	           0.996183	            1.68045	            22.4424	        4.33228e+07	             8764.6	              36639	                NaN	        1.35912e+08	               4082	        1.09496e+08	               3210	        2.72776e+08	               8306	        1.99343e+08	               6009	           -1.73133	        4.33228e+07	             8764.6	              36639	            462.177	            488.349	            414.309	            435.553	                  2	            455.009	             461.59
  0TTHHTH	                 36	                102	                 23	                 74	                 99	                 18	            91.9743	               1582	            435.652	            602.721	           -0.27035	            147.939	            13.3476	            229.128	          0.0288057	           0.996929	            3.04366	            23.5412	        5.57265e+07	            8958.39	              35456	                NaN	        1.64186e+08	               4932	        1.22507e+08	               3580	        3.12513e+08	               9571	        1.96936e+08	               5969	          -0.442524	        5.57265e+07	            8958.39	              35456	            391.336	            615.002	            479.969	            590.439	                  1	            454.245	             573.76
   0THTTT	                 36	                102	                 24	                 52	                 84	                 24	             126.84	               1793	            447.395	            529.996	           -1.02618	            132.922	             31.749	            218.043	            0.02971	            0.99707	            3.36492	            19.6271	         6.1789e+07	            7641.49	              35120	                NaN	        2.01792e+08	               5943	        2.01792e+08	               5943	        3.78034e+08	              11491	        3.61686e+08	              10892	           -1.46639	         6.1789e+07	            7641.49	              35120	            414.538	            584.241	            480.253	            475.751	                  2	            454.672	            511.024
   0THTTH	                 36	                102	                 25	                 51	                 84	                 27	            128.152	               1974	            446.772	            412.185	            1.46274	            196.473	            37.8139	            248.494	          0.0314634	           0.997837	            4.11816	            28.1843	        6.73946e+07	            8185.31	              34606	                NaN	        2.11918e+08	               6249	        1.97342e+08	               5790	        3.94236e+08	              11947	        3.33504e+08	               9973	           -1.08618	        6.73946e+07	            8185.31	              34606	            439.862	            348.483	            453.682	            475.887	                  1	            459.051	            411.987
  0THHHHH	                 36	                102	                 27	                 90	                102	                 36	            61.0203	                871	            460.056	            543.509	           -1.06644	            118.057	            49.0263	            211.791	          0.0280764	           0.996243	            2.22877	            19.0012	        2.94018e+07	            7340.39	              33948	                NaN	        1.16467e+08	               3427	        1.16467e+08	               3427	        2.40459e+08	               7347	        2.40459e+08	               7347	           -1.28465	        2.94018e+07	            7340.39	              33948	            445.313	             570.22	              474.8	            516.797	                  3	             464.93	            537.253
  0THTHTH	                 36	                102	                 28	                 68	                 99	                 24	            70.3296	               1072	            460.951	            400.333	           -1.46069	            196.811	            42.2436	            248.192	          0.0226319	           0.913479	            1.93712	            20.3786	        3.64377e+07	            7641.43	            34387.5	                NaN	        1.31824e+08	               3825	         1.3176e+08	               3822	         2.5992e+08	               7945	        2.50448e+08	               7637	           -1.09298	        3.64377e+07	            7641.43	            34387.5	            457.086	            435.285	            464.815	            365.381	                  1	            470.314	            384.113
  0HHHHTH	                 36	                102	                 29	                 91	                102	                 30	            63.6506	               1092	            501.806	             322.72	            1.20652	            248.209	            12.5708	            284.727	          0.0215452	           0.980505	           0.721325	             22.583	         3.9386e+07	            8702.51	            36390.5	                NaN	        1.15996e+08	               3562	         7.7835e+07	               2326	        2.19865e+08	               6680	        1.31883e+08	               3911	            1.87867	         3.9386e+07	            8702.51	            36390.5	            490.467	            292.983	            513.144	            352.457	                  6	            486.884	             359.44
  0HHHHTT	                 36	                102	                 30	                 92	                102	                 24	            61.8026	                983	            502.108	            375.347	           -1.21043	            198.586	             14.089	            248.738	          0.0301833	           0.996795	            1.76588	            21.2277	        3.43562e+07	            9668.03	              35097	                NaN	        1.18456e+08	               3565	         1.1223e+08	               3339	        2.49335e+08	               7525	        2.26834e+08	               6793	            2.77755	        3.43562e+07	            9668.03	              35097	            491.211	            404.263	            513.004	             346.43	                  1	            493.614	            388.874
  0HHHHHH	                 36	                102	                 31	                 99	                105	                 27	            62.4499	                964	            475.939	            421.295	           -1.25057	            171.044	            61.7164	            233.153	          0.0275786	           0.994147	                  0	            21.1832	        3.27989e+07	            8837.43	            34121.5	                NaN	        1.21005e+08	               3550	        1.21005e+08	               3550	        2.47642e+08	               7510	        2.47642e+08	               7510	           -1.29797	        3.27989e+07	            8837.43	            34121.5	             466.11	            450.932	            485.768	            391.657	                  2	            483.359	            398.037
  0HHHTHH	                 36	                102	                 32	                 75	                 99	                 24	            80.3719	               1202	            483.775	            449.186	           -1.08045	            144.274	            53.3089	            219.801	           0.029662	           0.996832	            1.98472	             20.029	        4.18855e+07	            7603.67	            34959.5	                NaN	        1.42197e+08	               4266	        1.42197e+08	               4266	        2.89985e+08	               8714	        2.89091e+08	               8671	           -1.55633	        4.18855e+07	            7603.67	            34959.5	            464.851	            484.637	              502.7	            413.736	                  1	            478.198	            446.978
  0HHHTHT	                 36	                102	                 33	                 70	                 99	                 24	             85.529	               1375	            521.412	            385.826	            2.22226	            182.129	            13.5639	            239.099	          0.0281227	           0.996101	            1.59582	             22.093	        4.92112e+07	            9522.32	              36059	                NaN	        1.51558e+08	               4577	        1.24088e+08	               3687	        2.97584e+08	               9131	        2.20825e+08	               6730	            2.06651	        4.92112e+07	            9522.32	              36059	            547.343	             351.82	            495.482	            419.832	                  2	             497.76	             423.02
  0HHHTTH	                 36	                102	                 34	                100	                105	                 24	            66.3817	                966	            498.236	            460.905	           -1.05022	            126.032	            52.9397	            211.674	          0.0311079	           0.999834	                  0	            19.8803	        3.24986e+07	            8055.17	            33615.5	                NaN	        1.26403e+08	               3694	        1.26403e+08	               3694	        2.52981e+08	               7770	        2.52981e+08	               7770	           -1.67296	        3.24986e+07	            8055.17	            33615.5	            481.728	            489.699	            514.745	            432.111	                  3	            490.534	            455.829
