    cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
   0HHHTT	                 37	                105	                  6	                 34	                 87	                 27	            130.847	               2402	            713.527	            413.924	           -2.50538	            211.904	            10.1874	             236.15	          0.0331409	           0.997166	            3.67624	            24.3614	        9.02602e+07	            8467.93	              39280	                NaN	        2.24268e+08	               6798	         1.6392e+08	               4832	        4.14891e+08	              12572	        2.55907e+08	               7643	                  0	        9.02602e+07	            8467.93	              39280	            766.151	            452.796	            660.903	            375.052	                  1	            672.522	            433.114
   0HHTHT	                 37	                105	                  7	                 47	                 93	                 21	            138.409	               2001	            703.298	            472.717	            2.82885	            168.664	              30.24	            215.525	          0.0297277	            0.99448	            3.13962	             20.692	        6.87665e+07	            8038.71	              34414	                NaN	        2.19859e+08	               6441	        2.04877e+08	               5964	        4.06289e+08	              12317	        3.34035e+08	              10028	                  0	        6.87665e+07	            8038.71	              34414	            769.145	            451.425	             637.45	             494.01	                  2	            657.655	            495.814
   0THHHH	                 37	                105	                  8	                 38	                 90	                 24	            114.195	               2023	            386.196	             670.71	           -1.15417	            205.365	            11.2312	            244.626	          0.0267323	            0.98304	             3.5053	            23.7372	        7.26124e+07	            9369.29	              37460	                NaN	        1.97185e+08	               5984	        1.44511e+08	               4274	         3.7097e+08	              11372	        2.19507e+08	               6658	                  0	        7.26124e+07	            9369.29	              37460	             363.09	            722.924	            409.302	            618.497	                  4	            422.121	            665.894
   0THHHT	                 37	                105	                  9	                 39	                 90	                 24	            106.883	               1823	            442.964	            597.614	            2.32922	            121.233	             10.319	            203.419	          0.0337288	           0.988831	            2.61697	            22.6715	        6.60174e+07	            8103.38	              37431	                NaN	        1.82908e+08	               5563	        1.36662e+08	               4035	        3.48002e+08	              10639	        2.24196e+08	               6747	                  0	        6.60174e+07	            8103.38	              37431	             479.72	             558.82	            406.208	            636.409	                  1	            427.554	            640.259
   0THHTT	                 37	                105	                 10	                 42	                 90	                 24	            113.041	               1796	            474.536	            622.555	            2.32467	            105.512	            50.2684	            195.135	          0.0300431	           0.997384	            2.50604	            22.0469	        6.38858e+07	            8694.93	              36421	                NaN	        1.93129e+08	               5718	        1.93129e+08	               5718	        3.58382e+08	              10982	        3.57856e+08	              10953	                  0	        6.38858e+07	            8694.93	              36421	            513.222	            581.349	            435.849	             663.76	                  2	            483.886	            608.102
   0THTHT	                 37	                105	                 11	                 53	                102	                 18	            100.859	               1900	            531.168	            496.778	            1.94121	            65.5539	            12.1477	            183.227	           0.029073	           0.999331	            2.60995	            24.8622	        6.81564e+07	            8508.45	              37805	                NaN	        1.83158e+08	               5566	        1.35941e+08	               4021	        3.45602e+08	              10650	        2.19731e+08	               6717	                  0	        6.81564e+07	            8508.45	              37805	            549.424	            449.769	            512.913	            543.788	                  1	            530.036	            523.864
   0HTHTH	                 37	                105	                 12	                 32	                 87	                 24	            108.762	               1794	            632.356	            546.972	          -0.741559	            75.8402	            11.0512	            184.643	          0.0263819	           0.996546	             2.9607	            21.9232	        6.53375e+07	            7999.36	            37256.5	                NaN	        1.86257e+08	               5576	         1.4539e+08	               4237	        3.52208e+08	              10699	        2.43975e+08	               7325	                  0	        6.53375e+07	            7999.36	            37256.5	            592.254	            583.703	            672.457	            510.241	                  1	             645.14	            531.831
   0HTTHT	                 37	                105	                 13	                238	                 84	                 27	            114.457	               1995	             410.77	            730.179	         0.00533097	            226.808	            15.1685	            254.165	          0.0242533	           0.991016	            2.90475	            24.9695	        7.07015e+07	            8785.56	              36287	                NaN	        1.96201e+08	               5931	        1.57071e+08	               4655	        3.71598e+08	              11307	         2.5606e+08	               7642	                  0	        7.07015e+07	            8785.56	              36287	            353.542	            729.874	            467.998	            730.485	                  5	            433.889	            698.007
   0THHTH	                 37	                105	                 14	                 43	                 90	                 21	            124.754	               1977	            412.629	            669.887	            -1.0641	            183.433	            35.4615	              230.1	          0.0318253	           0.993616	            2.91964	            22.0799	        6.87152e+07	            8743.38	              36019	                NaN	        2.05061e+08	               6167	        2.05061e+08	               6167	        3.85861e+08	              11763	        3.60916e+08	              10839	                  0	        6.87152e+07	            8743.38	              36019	            382.358	            724.426	              442.9	            615.348	                  1	            444.646	             656.36
  0HTTHHH	                 37	                105	                 15	                 54	                108	                 24	            61.8021	                962	            429.541	            710.853	          -0.133688	             199.94	            33.5932	            237.032	          0.0321295	           0.997469	                  0	            21.2774	        3.32512e+07	            7524.13	              35082	                NaN	        1.20884e+08	               3566	        1.20884e+08	               3566	        2.46539e+08	               7523	        2.40655e+08	               7301	                  0	        3.32512e+07	            7524.13	              35082	            398.915	            714.972	            460.166	            706.735	                  1	            446.308	            703.472
  0HTTHHT	                 37	                105	                 16	                 55	                108	                 30	            60.4274	                972	            479.468	            698.159	            2.69195	            161.176	            32.3652	             216.11	           0.027076	           0.993332	                  0	            21.6243	        3.37549e+07	            8627.08	            36015.5	                NaN	        1.19306e+08	               3571	        1.19306e+08	               3571	        2.50049e+08	               7539	        2.49437e+08	               7497	                  0	        3.37549e+07	            8627.08	            36015.5	            506.679	            685.027	            452.258	            711.292	                  2	            455.934	            713.975
   0HHTTH	                 37	                105	                 17	                 30	                 87	                 24	            128.725	               2010	            467.063	            678.708	          -0.375898	            151.475	            55.2406	            211.881	          0.0265568	           0.991075	            3.03562	            22.6773	        6.94294e+07	            7717.94	              35111	                NaN	        2.17173e+08	               6331	        2.17173e+08	               6331	         3.8984e+08	              12063	         3.8984e+08	              12063	                  0	        6.94294e+07	            7717.94	              35111	            407.194	            702.336	            526.931	            655.081	                  3	            485.681	            667.058
   0TTHHH	                 37	                105	                 18	                253	                 93	                 18	            128.595	               1925	            525.763	            589.938	            2.19481	            45.5489	             51.974	            179.901	          0.0300964	           0.997448	            4.11027	            20.9231	        6.75722e+07	            8180.49	              35976	                NaN	        2.11392e+08	               6216	        2.11392e+08	               6216	        3.86195e+08	              11876	        3.86195e+08	              11876	                  0	        6.75722e+07	            8180.49	              35976	            563.332	            537.758	            488.195	            642.118	                  1	             534.85	            574.546
   0THTHH	                 37	                105	                 19	                 52	                102	                 15	            126.813	               1994	            483.837	            580.179	          -0.936806	            76.9284	            16.6272	            187.401	          0.0341886	           0.993051	            4.65394	            21.9183	        7.02493e+07	             7987.5	            36164.5	                NaN	        2.10556e+08	               6288	        1.92976e+08	               5693	        3.89519e+08	              11944	        3.30834e+08	              10032	                  0	        7.02493e+07	             7987.5	            36164.5	            446.277	            631.263	            521.396	            529.094	                  2	            479.247	            585.452
   0HTTTT	                 37	                105	                 20	                 41	                 90	                 33	            106.525	               1927	            510.687	            709.707	             1.8211	            159.671	            13.3761	            216.665	            0.02862	           0.993085	            2.64248	            24.6698	          6.938e+07	            9548.07	              36868	                NaN	        1.87286e+08	               5704	        1.50707e+08	               4497	        3.60163e+08	              10896	        2.55818e+08	               7595	                  0	          6.938e+07	            9548.07	              36868	             523.88	            658.104	            497.493	             761.31	                  2	            511.007	            666.641
   0HHTTT	                 37	                105	                 21	                 35	                 87	                 27	            124.385	               1900	            542.466	            602.336	             2.1671	            47.7075	            44.3789	            180.261	          0.0289434	           0.997868	            3.65047	            21.5929	        6.70648e+07	             7939.4	            36145.5	                NaN	        2.05764e+08	               6090	        2.05764e+08	               6090	        3.81531e+08	              11670	        3.81531e+08	              11670	                  0	        6.70648e+07	             7939.4	            36145.5	            577.393	            550.877	             507.54	            653.795	                  1	            541.447	            602.789
   0HTHHT	                 37	                105	                 22	                239	                 90	                 21	            120.893	               2105	            552.716	            661.833	           -1.01184	            104.975	            8.56276	             195.95	          0.0291272	           0.985301	            3.37829	            24.6832	        7.66644e+07	            8898.38	              37287	                NaN	        2.10499e+08	               6265	        1.53877e+08	               4427	        3.87165e+08	              11809	        2.43878e+08	               7370	                  0	        7.66644e+07	            8898.38	              37287	            520.661	             713.08	            584.771	            610.586	                  2	            536.701	            664.044
   0THTTT	                 37	                105	                 23	                 50	                 99	                 24	            100.567	               1819	            571.335	             450.99	            1.96559	            106.905	            13.7124	            190.897	          0.0258277	           0.997174	            2.30014	            24.2012	        6.44008e+07	            8974.93	              36812	                NaN	        1.80674e+08	               5479	        1.48712e+08	               4430	        3.46993e+08	              10543	        2.56188e+08	               7674	                  0	        6.44008e+07	            8974.93	              36812	            590.675	            404.575	            551.995	            497.405	                  3	            565.644	            485.231
   0TTTHH	                 37	                105	                 24	                 48	                 96	                 24	            88.1279	               1336	             590.39	            478.891	          -0.783396	             84.834	             43.532	            183.726	          0.0272468	           0.998091	            1.94766	            20.0428	        4.73984e+07	            7426.92	              36161	                NaN	        1.52006e+08	               4565	        1.52006e+08	               4565	        3.01594e+08	               9132	        3.01594e+08	               9132	                  0	        4.73984e+07	            7426.92	              36161	             559.17	            509.987	             621.61	            447.796	                  2	            603.833	            465.266
   0HHTHH	                 37	                105	                 25	                 46	                 93	                 18	             142.79	               2065	            608.185	            543.617	          -0.806888	            52.7248	            29.6186	            179.261	          0.0279819	           0.997607	            4.52795	            21.9683	        7.19140e+07	            7458.41	              35317	                NaN	        2.28707e+08	               6716	        2.28707e+08	               6716	        4.18587e+08	              12716	        3.94611e+08	              11843	                  0	        7.19140e+07	            7458.41	              35317	            558.798	            595.174	            657.573	             492.06	                  1	            633.243	            530.111
   0TTTHT	                 37	                105	                 26	                 49	                 96	                 18	            101.291	               1662	            651.747	            428.208	            2.82577	            159.747	            53.8987	            207.342	          0.0319617	           0.995623	            3.28402	            22.2967	        5.80341e+07	            9464.71	              36003	                NaN	        1.74925e+08	               5242	        1.74925e+08	               5242	        3.39483e+08	              10234	         3.3356e+08	              10003	                  0	        5.80341e+07	            9464.71	              36003	            699.887	            412.478	            603.606	            443.939	                  1	            645.389	            414.694
   0TTHTH	                 37	                105	                 27	                252	                 96	                 21	            110.827	               1615	            667.139	            443.898	            2.82181	            157.713	            62.8636	            207.132	          0.0287908	           0.995781	            2.80613	            19.7894	        5.45053e+07	            8426.24	              34258	                NaN	        1.84083e+08	               5365	        1.84083e+08	               5365	        3.45649e+08	              10553	        3.41124e+08	              10375	                  0	        5.45053e+07	            8426.24	              34258	            719.743	            426.479	            614.534	            461.318	                  2	            645.958	             456.68
   0TTTTT	                 37	                105	                 28	                 29	                 84	                 27	            128.185	               2072	            637.139	            365.007	            1.52877	            207.936	            13.1254	            233.356	          0.0235718	           0.994335	            3.87114	            24.4828	        7.24962e+07	            9413.31	            35012.5	                NaN	        2.03882e+08	               6136	        1.67525e+08	               4965	        3.56785e+08	              10895	         2.6167e+08	               7883	                  0	        7.24962e+07	            9413.31	            35012.5	            634.446	            300.971	            639.831	            429.043	                  6	            638.628	            404.885
   0HHHHH	                 37	                105	                 29	                255	                 93	                 24	            123.994	               1871	            682.367	            459.129	            2.81582	            158.879	            50.2981	            208.891	          0.0299206	           0.994882	            3.70129	            20.8381	        6.46396e+07	            8407.31	              34961	                NaN	          2.019e+08	               5975	          2.019e+08	               5975	        3.82233e+08	              11507	          3.757e+08	              11264	                  0	        6.46396e+07	            8407.31	              34961	            741.103	            439.287	             623.63	             478.97	                  1	            647.841	            482.673
   0HHHTH	                 37	                105	                 30	                 37	                 87	                 27	            122.473	               2049	             658.06	            361.615	            1.54713	            219.851	            9.94791	            239.717	          0.0264367	           0.996958	            2.59551	            23.4092	        7.15816e+07	            8504.35	              35448	                NaN	        1.97196e+08	               5894	        1.65895e+08	               4880	        3.40906e+08	              10442	        2.56589e+08	               7784	                  0	        7.15816e+07	            8504.35	              35448	             656.61	            300.396	            659.509	            422.834	                  4	            667.471	             402.38
   0HTHTT	                 37	                105	                 31	                 33	                 87	                 27	            109.961	               1877	            706.363	             492.61	            2.79345	            162.471	            10.9522	            214.476	          0.0246309	           0.998247	            2.52174	            22.6936	        6.73329e+07	            8706.63	              36067	                NaN	        1.92469e+08	               5712	        1.46489e+08	               4239	        3.62013e+08	              10964	        2.36515e+08	               7071	                  0	        6.73329e+07	            8706.63	              36067	            758.045	            473.853	            654.681	            511.367	                  3	            647.946	            521.102
   0HHHHT	                 37	                105	                 32	                 45	                 93	                 24	            118.391	               1675	            603.134	            518.632	          -0.710819	            59.8387	            50.6486	            179.312	          0.0301366	           0.994654	             3.3305	            19.3836	        5.88631e+07	            7310.11	              35834	                NaN	        1.90713e+08	               5620	        1.90713e+08	               5620	         3.5753e+08	              10902	         3.5753e+08	              10902	                  0	        5.88631e+07	            7310.11	              35834	            558.274	            557.255	            647.994	             480.01	                  2	            608.974	            528.497
   0THTTH	                 37	                105	                 33	                 51	                 99	                 21	            113.948	               1676	            534.937	            540.423	            -1.0696	            27.7084	            31.0997	            177.203	          0.0293315	           0.997979	            3.30673	            20.3375	        5.77921e+07	            7827.51	            35495.5	                NaN	        1.86319e+08	               5600	        1.86319e+08	               5600	        3.59767e+08	              10912	        3.50758e+08	              10541	                  0	        5.77921e+07	            7827.51	            35495.5	            507.563	             590.39	            562.312	            490.456	                  1	            538.399	            531.797
   0TTHHT	                 38	                108	                  1	                 44	                 93	                 24	            116.587	               1843	            454.312	            667.371	          -0.362422	            150.894	            70.5173	            219.028	          0.0254136	           0.982075	            3.46561	            21.2012	        6.47766e+07	            9188.49	              36048	                NaN	        1.98068e+08	               5875	        1.98068e+08	               5875	        3.70578e+08	              11319	        3.70578e+08	              11319	                  0	        6.47766e+07	            9188.49	              36048	            399.805	            688.038	            508.819	            646.704	                  3	             471.15	            653.088
   0TTTTH	                 38	                108	                  2	                 27	                 84	                 33	            114.374	               1818	            605.777	            421.733	           -1.14222	            143.782	            23.2298	            209.292	          0.0257137	           0.960585	            3.48381	            21.9604	        6.38719e+07	            8914.11	            35715.5	                NaN	        1.93229e+08	               5794	        1.76028e+08	               5229	        3.65247e+08	              11182	        3.08686e+08	               9361	                  0	        6.38719e+07	            8914.11	            35715.5	            582.012	            473.748	            629.543	            369.718	                  1	              616.1	            433.551
   0THHTT	                 38	                108	                  3	                 42	                 90	                 24	            124.761	               1969	             468.09	            628.865	             2.3889	            114.504	            49.4658	             205.84	          0.0300431	           0.997384	            3.90646	            22.0935	        7.00213e+07	            9389.51	              36376	                NaN	        2.10561e+08	               6221	        2.10561e+08	               6221	        3.84864e+08	              11808	        3.84864e+08	              11808	                  0	        7.00213e+07	            9389.51	              36376	            513.618	            586.221	            422.562	            671.508	                  2	            488.686	             604.98
  0HTTHTT	                 38	                108	                  4	                 56	                111	                 21	            70.0858	               1209	            379.549	            738.165	           0.149564	            253.742	             12.173	            278.187	          0.0260162	           0.966256	                  0	            23.1401	         4.3578e+07	            9723.52	              36354	                NaN	        1.30942e+08	               4009	        8.94549e+07	               2668	        2.68521e+08	               8197	        1.57277e+08	               4732	                  0	         4.3578e+07	            9723.52	              36354	            344.898	            732.944	            414.201	            743.387	                  6	            413.565	            714.301
  0TTHHHT	                 38	                108	                  5	                 57	                111	                 21	             73.701	               1123	             503.73	            621.045	          -0.792925	            83.4278	            66.4543	            196.113	          0.0276787	            0.97544	                  0	            20.8938	        3.96978e+07	             8687.4	              36381	                NaN	        1.36622e+08	               4044	        1.36622e+08	               4044	        2.73502e+08	               8307	        2.73502e+08	               8307	                  0	        3.96978e+07	             8687.4	              36381	             477.87	            647.298	            529.591	            594.793	                  1	            507.357	            602.438
  0HTHTHT	                 38	                108	                  6	                 58	                111	                 33	            53.6364	                886	            615.942	            561.319	          -0.778487	            58.7772	            11.1317	            189.937	          0.0271669	           0.995361	                  0	            21.7626	        3.21679e+07	            8300.01	              37290	                NaN	        1.10675e+08	               3302	        9.13194e+07	               2654	        2.33183e+08	               7058	        1.70688e+08	               5086	                  0	        3.21679e+07	            8300.01	              37290	            596.849	            580.151	            635.036	            542.488	                  2	            615.428	            552.425
  0HTHTHH	                 38	                108	                  7	                 59	                111	                 24	            64.5355	               1062	            654.544	            527.931	            2.40532	            101.509	            11.6878	             198.75	          0.0249775	           0.994936	                  0	             21.771	        3.91085e+07	            8537.92	              37686	                NaN	        1.24645e+08	               3740	        9.55916e+07	               2786	        2.55662e+08	               7760	        1.73625e+08	               5192	                  0	        3.91085e+07	            8537.92	              37686	            678.454	            506.263	            630.635	              549.6	                  1	             671.85	            508.382
  0HTHHTH	                 38	                108	                  8	                 60	                111	                 24	            66.2451	               1144	            538.941	            686.925	           -1.18668	            131.116	            11.2664	            213.014	          0.0293615	           0.996821	                  0	            22.7286	        4.17033e+07	            9208.58	            36982.5	                NaN	        1.30311e+08	               3901	        9.61241e+07	               2786	        2.63852e+08	               8041	        1.68435e+08	               5078	                  0	        4.17033e+07	            9208.58	            36982.5	            526.529	            717.634	            551.354	            656.216	                  3	            537.854	            667.308
  0HTHHTT	                 38	                108	                  9	                 61	                111	                 21	            66.2067	               1099	            569.181	             638.05	            2.27876	            81.8123	            11.1507	            197.417	          0.0296412	           0.999735	                  0	            21.9853	        4.04619e+07	            8668.89	              37512	                NaN	        1.29622e+08	               3850	        9.71329e+07	               2783	        2.60326e+08	               7946	        1.70243e+08	               5136	                  0	        4.04619e+07	            8668.89	              37512	            590.708	            612.902	            547.654	            663.198	                  1	             553.68	            643.505
  0TTHTTH	                 38	                108	                 10	                 62	                111	                 30	            58.8728	                869	            571.748	            523.151	          -0.748719	            36.8916	            59.3414	            185.208	          0.0296341	           0.985071	                  0	            19.5454	        3.07551e+07	            7377.45	              36230	                NaN	        1.16118e+08	               3420	        1.16118e+08	               3420	         2.3699e+08	               7288	         2.3699e+08	               7288	                  0	        3.07551e+07	            7377.45	              36230	            550.184	            543.188	            593.312	            503.113	                  2	            571.066	            532.293
   0THHHH	                 38	                108	                 11	                 38	                 90	                 24	            123.724	               2083	            377.762	            671.315	           -1.08662	            212.801	            12.9076	            254.953	          0.0267323	            0.98304	            3.17657	            23.7437	        7.54099e+07	            8907.67	              37120	                NaN	        2.08126e+08	               6288	        1.53251e+08	               4508	        3.87392e+08	              11908	        2.33938e+08	               7128	                  0	        7.54099e+07	            8907.67	              37120	            348.967	            726.067	            406.558	            616.564	                  4	            406.698	            671.107
  0THHTHH	                 38	                108	                 12	                 63	                111	                 24	            63.3505	                966	            384.949	            701.391	           -1.15137	            224.788	            32.5823	            259.809	          0.0288245	           0.980914	                  0	            20.2615	        3.34486e+07	            7641.47	            35561.5	                NaN	        1.21265e+08	               3615	        1.21265e+08	               3615	        2.48889e+08	               7631	        2.22288e+08	               6716	                  0	        3.34486e+07	            7641.47	            35561.5	             372.05	            730.321	            397.849	            672.462	                  2	            412.316	            690.181
  0THHTHT	                 38	                108	                 13	                 64	                111	                 24	            72.0965	               1108	             416.52	            651.017	            2.25675	            169.244	            33.7919	            229.789	           0.029125	           0.996242	                  0	            20.4168	        3.86907e+07	            8515.21	              36148	                NaN	        1.31075e+08	               3969	        1.31075e+08	               3969	         2.6981e+08	               8173	        2.57301e+08	               7701	                  0	        3.86907e+07	            8515.21	              36148	            439.353	            623.122	            393.686	            678.912	                  1	            434.762	            648.505
  0HTTHHH	                 38	                108	                 14	                 54	                108	                 24	            65.7949	               1062	            416.433	            717.494	          -0.176755	             213.48	            33.5363	            250.434	          0.0321295	           0.997469	            1.33092	            21.5169	        3.66206e+07	            8030.33	              35179	                NaN	        1.28698e+08	               3742	        1.28698e+08	               3742	        2.54443e+08	               7798	        2.48178e+08	               7556	                  0	        3.66206e+07	            8030.33	              35179	            384.048	            723.279	            448.818	             711.71	                  1	            420.134	            714.894
  0HTTHHT	                 38	                108	                 15	                 55	                108	                 30	            64.9309	               1058	            472.835	            704.432	            2.77638	            169.833	             33.831	            226.711	           0.027076	           0.993332	            1.50116	            21.8445	        3.67964e+07	            9566.43	            35979.5	                NaN	        1.24846e+08	               3732	        1.24846e+08	               3732	        2.57232e+08	               7788	        2.56783e+08	               7746	                  0	        3.67964e+07	            9566.43	            35979.5	            503.159	            692.837	             442.51	            716.027	                  2	            454.664	            715.309
  0HHTTHH	                 38	                108	                 16	                 65	                111	                 21	            73.9513	               1117	            429.318	             695.72	          -0.224899	            188.675	            54.2811	            236.835	          0.0285647	           0.994741	                  0	            20.2564	        3.80597e+07	            7958.84	              34566	                NaN	        1.35372e+08	               3959	        1.35372e+08	               3959	        2.65325e+08	               8215	        2.65325e+08	               8215	                  0	        3.80597e+07	            7958.84	              34566	            393.273	            703.966	            465.362	            687.474	                  4	            438.825	            686.417
  0HHTTHT	                 38	                108	                 17	                 66	                111	                 21	            66.1796	               1090	            487.902	            676.797	            2.70731	            138.366	            52.6188	            213.445	          0.0302821	            0.99172	                  0	            21.8942	         3.8126e+07	            8528.61	              36062	                NaN	        1.30418e+08	               3834	        1.30418e+08	               3834	         2.5736e+08	               7962	         2.5736e+08	               7962	                  0	         3.8126e+07	            8528.61	              36062	             517.92	            662.875	            457.884	             690.72	                  1	            490.134	            672.987
   0THHHT	                 38	                108	                 18	                 39	                 90	                 24	            116.525	               1968	            445.773	            593.855	            2.34702	            117.442	            8.95298	            209.411	          0.0337288	           0.988831	            3.21375	             23.255	        7.14826e+07	            8487.17	            37578.5	                NaN	          1.959e+08	               5948	        1.45581e+08	               4286	        3.69614e+08	              11280	        2.37622e+08	               7130	                  0	        7.14826e+07	            8487.17	            37578.5	            486.591	            552.281	            404.955	            635.429	                  1	            425.803	             634.45
   0HTTTH	                 38	                108	                 19	                 40	                 90	                 24	            114.172	               2077	            454.662	            746.543	          -0.667845	            215.466	            14.7045	            251.226	          0.0269136	           0.998247	            3.09649	            24.9908	        7.65363e+07	            8893.12	              38350	                NaN	        1.98212e+08	               6068	        1.52728e+08	               4534	        3.74826e+08	              11433	        2.58295e+08	               7714	                  0	        7.65363e+07	            8893.12	              38350	            409.841	            781.896	            499.484	             711.19	                  1	            448.013	            724.474
   0THTHH	                 38	                108	                 20	                 52	                102	                 15	              138.9	               2137	            483.128	            581.017	          -0.934724	            77.9477	            24.0331	            195.804	          0.0341886	           0.993051	            4.02915	            22.5174	        7.55883e+07	            8066.85	              36176	                NaN	        2.25224e+08	               6718	         2.0948e+08	               6186	        4.13277e+08	              12654	        3.57098e+08	              10809	                  0	        7.55883e+07	            8066.85	              36176	            441.872	            636.885	            524.384	            525.149	                  2	            479.824	            580.348
   0THTHT	                 38	                108	                 21	                 53	                102	                 18	             110.48	               2071	             533.91	            488.953	             1.9381	             72.057	            12.4287	            192.715	           0.029073	           0.999331	            3.20691	            24.7629	        7.44964e+07	            8580.85	              37497	                NaN	        1.97472e+08	               5999	        1.46527e+08	               4334	        3.68928e+08	              11355	         2.3473e+08	               7161	                  0	        7.44964e+07	            8580.85	              37497	            553.747	            437.398	            514.074	            540.508	                  1	            530.945	             521.17
   0THTTH	                 38	                108	                 22	                 51	                 99	                 21	            124.196	               1818	            534.825	            539.049	           -1.07182	            28.8415	            29.5835	            185.826	          0.0293315	           0.997979	            3.41624	            20.4863	        6.27142e+07	            7834.73	            35450.5	                NaN	        2.00008e+08	               6002	        2.00008e+08	               6002	        3.80393e+08	              11594	        3.71585e+08	              11233	                  0	        6.27142e+07	            7834.73	            35450.5	            505.109	            593.576	             564.54	            484.522	                  1	            533.527	            541.685
   0HTTTT	                 38	                108	                 23	                 41	                 90	                 33	             112.78	               2108	            505.651	            720.536	             1.9074	            171.405	            14.4238	            229.072	            0.02862	           0.993085	            2.08496	            25.6755	        7.69217e+07	            9815.47	            37630.5	                NaN	        1.99858e+08	               6082	        1.58165e+08	               4683	        3.78897e+08	              11482	        2.62441e+08	               7777	                  0	        7.69217e+07	            9815.47	            37630.5	            524.276	             667.31	            487.027	            773.761	                  2	            505.505	            677.427
   0HHTTT	                 38	                108	                 24	                 35	                 87	                 27	            135.545	               2083	             539.96	            606.525	            2.14447	            52.3817	            49.4654	            189.585	          0.0289434	           0.997868	            3.72015	             21.356	        7.40869e+07	            8496.51	              36707	                NaN	        2.21165e+08	               6563	        2.21165e+08	               6563	        4.07568e+08	              12439	        4.07568e+08	              12439	                  0	        7.40869e+07	            8496.51	              36707	            576.742	            549.602	            503.179	            663.449	                  1	            537.957	              610.4
   0HHHHT	                 38	                108	                 25	                 45	                 93	                 24	            130.781	               1837	            606.843	            516.116	          -0.722124	            64.2867	            50.3445	            188.417	          0.0301366	           0.994654	            4.13006	            19.2574	        6.46894e+07	            7543.72	              36004	                NaN	        2.06161e+08	               6081	        2.06161e+08	               6081	        3.82622e+08	              11658	        3.82622e+08	              11658	                  0	        6.46894e+07	            7543.72	              36004	            557.774	            559.338	            655.913	            472.894	                  2	             611.91	            523.625
  0HTHHHH	                 38	                108	                 26	                 67	                111	                 21	             73.381	               1005	            538.729	            643.339	           -0.94159	            88.2171	            31.0671	            197.854	          0.0314456	           0.995503	                  0	            18.7174	        3.48412e+07	            7990.95	              35172	                NaN	        1.30446e+08	               3883	        1.30446e+08	               3883	        2.64458e+08	               8099	        2.56067e+08	               7771	                  0	        3.48412e+07	            7990.95	              35172	            517.137	            673.003	            560.322	            613.675	                  1	            525.617	            656.636
  0TTHTTT	                 38	                108	                 27	                 68	                111	                 27	            68.2204	                919	            612.042	            485.061	            2.31259	            90.4705	            67.0783	            192.917	          0.0166128	           0.953466	                  0	             18.085	        3.21872e+07	            7283.35	              35548	                NaN	        1.23949e+08	               3608	        1.23949e+08	               3608	        2.47677e+08	               7628	        2.47677e+08	               7628	                  0	        3.21872e+07	            7283.35	              35548	            635.088	            459.913	            588.997	            510.209	                  1	            627.528	            482.074
