   cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
   0THHT	                 26	                 72	                  8	                212	                 69	                 18	            82.8353	               1442	            691.962	            477.921	           0.113014	            126.061	            13.2733	            142.364	          0.0249497	           0.994593	            1.59873	            23.9006	        5.20655e+07	             9254.4	            36231.5	                NaN	        1.30275e+08	               3920	        1.05026e+08	               3074	        2.00573e+08	               6117	        1.59529e+08	               4762	           0.612898	        5.20655e+07	             9254.4	            36231.5	            650.808	             473.25	            733.115	            482.592	                  4	            716.393	            507.464
   0THTT	                 26	                 72	                  9	                213	                 66	                 27	             85.158	               1406	            813.309	            532.376	           0.551818	            11.8697	            15.4319	            98.8219	          0.0285688	           0.999101	            2.34488	            22.3342	        5.04093e+07	            9131.03	            37228.5	                NaN	        1.54573e+08	               4624	        1.39365e+08	               4121	         3.0542e+08	               9228	        2.57708e+08	               7714	          -0.608042	        5.04093e+07	            9131.03	            37228.5	             777.05	            510.055	            849.568	            554.698	                  1	            823.658	            533.324
   0THTH	                 26	                 72	                 10	                 19	                 66	                 30	              77.84	               1241	             880.88	            544.799	           -3.05624	            78.3598	            28.7996	            115.604	          0.0287175	           0.998587	            2.43436	            21.0305	        4.15362e+07	             9589.4	              34026	                NaN	        1.42685e+08	               4200	        1.42685e+08	               4200	        2.80799e+08	               8550	        2.69024e+08	               8121	           -2.74708	        4.15362e+07	             9589.4	              34026	            919.658	            548.117	            842.102	            541.481	                  2	             868.56	            541.316
   0HHHT	                 26	                 72	                 11	                 24	                 66	                 21	            89.9917	               1526	            740.111	            558.339	           -2.57507	            65.9463	            12.2881	             111.65	          0.0241664	           0.992744	            2.05267	            22.2936	        5.52038e+07	            9259.94	            36958.5	                NaN	        1.61341e+08	               4872	        1.21907e+08	               3577	        3.06625e+08	               9305	        2.06039e+08	               6153	           -2.20867	        5.52038e+07	            9259.94	            36958.5	            778.078	            582.489	            702.145	             534.19	                  1	            727.243	            535.235
   0HHTH	                 26	                 72	                 12	                 15	                 57	                 24	             90.478	               1336	            714.497	            502.963	           0.305953	            94.9957	            30.1555	            123.434	          0.0283349	           0.999249	            2.73114	            19.9541	        4.49783e+07	            8020.05	            34126.5	                NaN	        1.59859e+08	               4631	        1.59859e+08	               4631	        3.02283e+08	               9232	        2.74189e+08	               8227	           0.669421	        4.49783e+07	            8020.05	            34126.5	            671.359	            489.337	            757.635	            516.589	                  1	            726.384	            512.243
   0HTHH	                 26	                 72	                 13	                 20	                 66	                 27	            78.3026	               1149	            720.053	            524.342	           0.355005	             83.877	            29.2562	            117.914	          0.0259448	           0.992875	             2.0396	            19.7439	        3.91197e+07	            7862.88	              34577	                NaN	        1.39255e+08	               4122	        1.39255e+08	               4122	        2.78526e+08	               8482	         2.6556e+08	               7980	           0.427618	        3.91197e+07	            7862.88	              34577	            683.343	            510.733	            756.763	            537.951	                  2	            740.302	            536.438
   0HHTT	                 26	                 72	                 14	                 16	                 57	                 30	             91.461	               1273	            785.227	            539.523	           -2.64578	             17.666	             32.524	            99.2541	          0.0294012	           0.997451	            2.49753	            18.8758	        4.30702e+07	            7350.92	              34008	                NaN	        1.56298e+08	               4579	        1.56298e+08	               4579	        3.04411e+08	               9263	        2.90036e+08	               8738	           -1.75491	        4.30702e+07	            7350.92	              34008	            825.451	            561.279	            745.003	            517.767	                  2	            782.736	            537.919
   0TTHT	                 26	                 72	                 15	                 26	                 66	                 21	            90.5952	               1398	            919.087	            560.327	            2.88891	            118.402	            32.9055	            136.349	          0.0296669	           0.995487	            3.10392	            20.6181	        4.81879e+07	             8660.4	            34868.5	                NaN	        1.49899e+08	               4460	        1.38086e+08	               4070	        2.68465e+08	               8206	        2.21166e+08	               6633	            3.13484	        4.81879e+07	             8660.4	            34868.5	            962.946	            549.003	            875.227	            571.651	                  1	            881.338	            560.757
   0HTTT	                 26	                 72	                 16	                 28	                 69	                 21	            87.5795	               1478	            918.191	            581.779	            2.85368	             123.42	            13.5157	            139.865	           0.027595	           0.996626	            2.06307	            22.8188	        5.26421e+07	            8765.26	            35729.5	                NaN	        1.41019e+08	               4262	        1.07666e+08	               3143	        2.14509e+08	               6634	        1.63665e+08	               4969	            3.07982	        5.26421e+07	            8765.26	            35729.5	            960.178	            569.345	            876.203	            594.213	                  5	            871.196	            569.257
   0HHTT	                 27	                 75	                  1	                 16	                 57	                 30	            100.107	               1367	            785.574	            539.909	           -2.64757	            17.5007	            32.1042	            103.602	          0.0294012	           0.997451	            2.88208	            18.8517	        4.64950e+07	            7187.54	              34184	                NaN	        1.66587e+08	               4901	        1.66587e+08	               4901	        3.22351e+08	               9817	        3.09334e+08	               9341	           -1.90047	        4.64950e+07	            7187.54	              34184	            829.643	            563.643	            741.505	            516.175	                  2	            780.865	            537.534
   0HTHT	                 27	                 75	                  2	                 22	                 66	                 27	            89.0452	               1384	            780.243	            559.288	           -2.64021	            31.1946	            16.1545	             105.78	          0.0289719	           0.994844	             2.0456	             20.752	        4.83188e+07	            7435.71	            35543.5	                NaN	        1.58088e+08	               4680	         1.4968e+08	               4397	        3.05277e+08	               9324	        2.66724e+08	               8051	           -2.14949	        4.83188e+07	            7435.71	            35543.5	            819.286	            580.688	            741.201	            537.889	                  1	            774.281	            545.413
   0HHHT	                 27	                 75	                  3	                 24	                 66	                 21	            96.3177	               1623	            740.797	            559.198	           -2.55462	            65.7074	             12.259	            114.908	          0.0241664	           0.992744	            2.10866	            22.3095	        5.89056e+07	            8557.15	              37531	                NaN	        1.69658e+08	               5128	        1.28231e+08	               3766	        3.18916e+08	               9733	        2.16412e+08	               6515	           -2.42029	        5.89056e+07	            8557.15	              37531	            780.895	            585.871	            700.699	            532.526	                  1	            722.881	            534.608
   0TTTH	                 27	                 75	                  4	                 17	                 63	                 27	            78.7811	               1502	             847.71	            520.306	          0.0956236	            48.0875	             12.309	             110.67	          0.0254026	           0.983369	             1.9564	            25.0823	        5.39801e+07	            9429.96	              37118	                NaN	        1.51418e+08	               4538	        1.16524e+08	               3402	        2.94532e+08	               8979	        1.97388e+08	               5944	          0.0344154	        5.39801e+07	            9429.96	              37118	            808.499	            516.545	             886.92	            524.067	                  1	             873.49	            535.551
   0TTTT	                 27	                 75	                  5	                 18	                 63	                 30	            78.6698	               1416	            918.076	            528.536	           -2.88611	            115.497	            13.1357	            139.907	          0.0233394	           0.987884	            1.70796	             23.808	         5.1031e+07	            8676.79	            36625.5	                NaN	         1.4818e+08	               4442	        1.10034e+08	               3217	        2.85156e+08	               8669	         1.7855e+08	               5343	           -3.04797	         5.1031e+07	            8676.79	            36625.5	            956.134	            538.477	            880.018	            518.595	                  3	            887.387	            541.346
   0THHT	                 27	                 75	                  6	                212	                 69	                 18	            88.0538	               1528	            682.552	            476.505	          0.0495995	            135.162	            13.2722	            149.901	          0.0249497	           0.994593	            1.73952	            24.2784	        5.50429e+07	            8896.53	            36270.5	                NaN	        1.34968e+08	               4067	        1.09344e+08	               3209	        2.05488e+08	               6272	        1.65526e+08	               4956	           0.551648	        5.50429e+07	            8896.53	            36270.5	            638.579	            474.322	            726.524	            478.687	                  4	            711.119	            506.489
   0THHH	                 27	                 75	                  7	                 21	                 69	                 24	            79.3681	               1332	            750.932	            496.156	           -2.53564	            66.7111	            11.4726	            115.207	          0.0285764	            0.99796	            2.60159	            22.5736	        4.86191e+07	            8193.09	            37360.5	                NaN	        1.47454e+08	               4442	        1.12254e+08	               3295	        2.70986e+08	               8231	        1.94952e+08	               5824	             1.9068	        4.86191e+07	            8193.09	            37360.5	             783.55	            518.758	            718.313	            473.554	                  1	            747.864	            512.777
   0THTT	                 27	                 75	                  8	                213	                 66	                 27	            92.7399	               1506	            815.569	            533.919	           0.523588	            13.2251	            19.0851	            103.709	          0.0285688	           0.999101	            2.52731	            21.9588	        5.38866e+07	            8597.66	            37047.5	                NaN	         1.6391e+08	               4908	        1.49803e+08	               4442	        3.20316e+08	               9700	        2.74469e+08	               8242	          -0.664002	        5.38866e+07	            8597.66	            37047.5	            775.411	            510.734	            855.727	            557.104	                  1	            825.037	            532.962
   0THTH	                 27	                 75	                  9	                 19	                 66	                 30	             84.678	               1348	            886.824	            544.197	           -3.04673	             84.099	            29.2535	            122.882	          0.0287175	           0.998587	            2.27931	            20.9785	        4.54053e+07	            9003.38	              34438	                NaN	        1.51375e+08	               4468	        1.51375e+08	               4468	        2.94181e+08	               9000	        2.81228e+08	               8530	           -2.76335	        4.54053e+07	            9003.38	              34438	            928.973	            548.207	            844.676	            540.186	                  2	            872.626	            541.308
   0HHHH	                 27	                 75	                 10	                 23	                 66	                 33	            93.9786	               1581	            674.666	            522.535	           0.864457	            129.212	            12.8329	            145.076	          0.0270307	           0.998968	            2.38332	            22.9016	        5.82853e+07	            8625.55	              37687	                NaN	        1.60442e+08	               4890	        1.14723e+08	               3384	        2.87251e+08	               8727	        1.78996e+08	               5310	           0.393668	        5.82853e+07	            8625.55	              37687	            644.167	            486.788	            705.165	            558.282	                  3	            711.211	            514.619
   0HHTH	                 27	                 75	                 11	                 15	                 57	                 24	            98.2931	               1467	            707.761	            500.776	           0.272216	            102.186	            30.7696	            129.678	          0.0283349	           0.999249	            2.60505	            20.5002	        4.92635e+07	            7767.08	              34069	                NaN	        1.70511e+08	               4946	        1.70511e+08	               4946	        3.20434e+08	               9785	        2.89226e+08	               8685	           0.604733	        4.92635e+07	            7767.08	              34069	            660.424	            487.562	            755.098	             513.99	                  1	            731.283	            519.399
   0HTHH	                 27	                 75	                 12	                 20	                 66	                 27	            83.9754	               1237	            713.732	            521.999	           0.320331	            90.6355	            29.5619	            123.773	          0.0259448	           0.992875	            1.89095	            19.7555	        4.21536e+07	            7621.19	              34648	                NaN	        1.46919e+08	               4364	        1.46919e+08	               4364	        2.92735e+08	               8900	        2.78681e+08	               8355	            0.48471	        4.21536e+07	            7621.19	              34648	            673.881	            508.778	            753.584	             535.22	                  2	            737.808	            536.341
   0HTTH	                 27	                 75	                 13	                 27	                 69	                 24	            91.7403	               1654	            843.672	            586.354	          -0.131436	            63.2788	            13.6503	            115.327	          0.0258615	           0.997938	            2.49099	            24.2847	        5.87035e+07	             8109.6	            36258.5	                NaN	        1.55793e+08	               4690	        1.26642e+08	               3720	        2.55418e+08	               7860	        2.09986e+08	               6374	           -1.17599	        5.87035e+07	             8109.6	            36258.5	            798.197	            592.365	            889.146	            580.342	                  1	            853.672	            561.214
   0TTHH	                 27	                 75	                 14	                 25	                 66	                 30	            81.2782	               1226	            854.148	            564.245	          -0.154785	            57.5643	            34.8046	            112.721	          0.0275543	           0.997176	            2.75796	            19.8451	        4.12752e+07	             7901.3	            34266.5	                NaN	        1.43215e+08	               4242	        1.43215e+08	               4242	        2.82336e+08	               8662	        2.73317e+08	               8309	           -1.85228	        4.12752e+07	             7901.3	            34266.5	            813.994	             570.51	            894.301	            557.979	                  2	            851.468	            558.042
   0TTHT	                 27	                 75	                 15	                 26	                 66	                 21	            99.3092	               1530	            927.627	            559.535	            2.83475	            126.528	            32.3514	            145.748	          0.0296669	           0.995487	            2.90467	            20.8064	        5.31656e+07	            8106.29	              35261	                NaN	        1.61543e+08	               4827	        1.45258e+08	               4302	        2.88129e+08	               8797	        2.31431e+08	               6940	            3.08407	        5.31656e+07	            8106.29	              35261	            974.962	            544.537	            880.291	            574.533	                  1	            884.698	            561.285
   0HTTT	                 27	                 75	                 16	                 28	                 69	                 21	             95.766	               1605	            920.769	            583.095	             2.8181	            126.176	            13.4374	            145.873	           0.027595	           0.996626	            2.72886	            23.1305	        5.70551e+07	            8371.55	              35659	                NaN	        1.57194e+08	               4752	        1.16398e+08	               3407	        2.45538e+08	               7567	        1.79197e+08	               5434	            3.06639	        5.70551e+07	            8371.55	              35659	            966.168	            567.874	             875.37	            598.316	                  5	            875.149	            570.044
   0HHTT	                 28	                 78	                  1	                 16	                 57	                 30	             110.59	               1543	             788.78	            541.744	           -2.66969	            15.0267	            30.7328	            108.319	          0.0294012	           0.997451	            3.49413	            19.2756	        5.19883e+07	            7423.83	              33735	                NaN	        1.81453e+08	               5328	        1.81453e+08	               5328	        3.45158e+08	              10508	        3.32981e+08	              10070	           -1.96098	        5.19883e+07	            7423.83	              33735	            838.031	             566.88	            739.528	            516.608	                  2	            784.139	            538.843
   0TTHH	                 28	                 78	                  2	                 25	                 66	                 30	            87.3165	               1340	             862.61	            564.881	          -0.234779	            65.2046	             33.197	            120.178	          0.0275543	           0.997176	            2.01276	             20.347	         4.5309e+07	            7878.66	            34640.5	                NaN	         1.5263e+08	               4549	         1.5263e+08	               4549	        3.00367e+08	               9165	        2.94752e+08	               8936	           -2.08237	         4.5309e+07	            7878.66	            34640.5	             820.15	            575.037	            905.071	            554.724	                  2	             853.96	            558.749
   0THHH	                 28	                 78	                  3	                 21	                 69	                 24	            85.1561	               1452	            748.902	            495.723	           -2.56757	            68.7743	            11.8735	            120.058	          0.0285764	            0.99796	            1.92933	            22.9394	         5.2691e+07	            8115.33	              37289	                NaN	        1.55794e+08	               4698	        1.17292e+08	               3451	        2.85135e+08	               8676	        2.02007e+08	               6055	            2.75677	         5.2691e+07	            8115.33	              37289	            784.655	            518.844	            713.148	            472.603	                  1	            737.673	            510.593
  0HHTHH	                 28	                 78	                  4	                 29	                 81	                 30	            55.2457	                825	            680.382	            494.201	           0.163983	            130.415	            32.1178	            148.431	          0.0317879	           0.993168	                  0	            19.8971	        2.74598e+07	            7604.13	              33676	                NaN	        1.09311e+08	               3193	        1.09311e+08	               3193	        2.27132e+08	               6928	        2.04208e+08	               6128	           0.520598	        2.74598e+07	            7604.13	              33676	             653.13	            489.692	            707.634	            498.711	                  2	            705.318	            504.095
   0TTTH	                 28	                 78	                  5	                 17	                 63	                 27	            86.7594	               1680	             846.71	            517.827	          0.0524275	            47.8069	            11.8303	            115.682	          0.0254026	           0.983369	            2.65944	            25.8362	        5.98545e+07	            9525.94	            36903.5	                NaN	        1.63636e+08	               4922	        1.24476e+08	               3661	        3.14373e+08	               9580	        2.07867e+08	               6263	          0.0730412	        5.98545e+07	            9525.94	            36903.5	             803.39	            515.554	             890.03	              520.1	                  1	            878.184	            534.364
   0TTTT	                 28	                 78	                  6	                 18	                 63	                 30	            84.8596	               1534	            923.493	              525.6	           -2.91094	            120.827	            12.6896	            147.025	          0.0233394	           0.987884	            2.06329	            23.9953	        5.49411e+07	            8690.77	              36224	                NaN	        1.57763e+08	               4719	        1.18492e+08	               3458	        2.98552e+08	               9105	        1.87895e+08	               5649	           -3.07269	        5.49411e+07	            8690.77	              36224	            964.799	              535.3	            882.187	              515.9	                  3	            890.804	            539.266
   0THHT	                 28	                 78	                  7	                212	                 69	                 18	            95.8619	               1705	             674.29	            475.343	          0.0433096	             143.33	            13.3614	            157.508	          0.0249497	           0.994593	            2.60268	            25.2052	        6.10032e+07	            8901.67	              36169	                NaN	        1.47914e+08	               4455	        1.18216e+08	               3469	        2.22763e+08	               6800	        1.75932e+08	               5271	           0.497922	        6.10032e+07	            8901.67	              36169	            626.404	            473.267	            722.176	            477.418	                  4	            705.928	            504.618
   0THTT	                 28	                 78	                  8	                213	                 66	                 27	            101.408	               1639	              819.7	            535.962	           0.471502	              16.52	            26.9965	            109.194	          0.0285688	           0.999101	            2.88921	            21.7237	         5.7786e+07	            8935.78	              36110	                NaN	        1.75744e+08	               5249	        1.64688e+08	               4884	        3.39611e+08	              10265	        2.99813e+08	               8999	          -0.768911	         5.7786e+07	            8935.78	              36110	            774.529	            512.931	            864.872	            558.992	                  1	            827.672	            532.341
   0HHHH	                 28	                 78	                  9	                 23	                 66	                 33	            101.126	               1716	            669.217	             522.83	           0.794265	            134.904	            13.0016	             151.11	          0.0270307	           0.998968	             2.3825	            23.1516	        6.31161e+07	            8407.95	              37802	                NaN	        1.73821e+08	               5294	        1.23687e+08	               3649	        3.11786e+08	               9482	          1.917e+08	               5705	           0.405058	        6.31161e+07	            8407.95	              37802	            633.782	            486.761	            704.652	            558.899	                  3	            701.439	            512.732
   0HHHT	                 28	                 78	                 10	                 24	                 66	                 21	            106.364	               1803	            742.116	             560.52	           -2.57253	            65.2447	            12.1341	            118.887	          0.0241664	           0.992744	            3.34864	            22.6797	        6.49098e+07	            8603.85	              36955	                NaN	        1.83668e+08	               5551	         1.3997e+08	               4118	        3.43246e+08	              10456	        2.38333e+08	               7162	           -1.25814	        6.49098e+07	            8603.85	              36955	            786.917	            589.177	            697.316	            531.863	                  1	            750.442	            548.112
  0HHTHT	                 28	                 78	                 11	                 30	                 81	                 27	             54.694	                798	            725.212	            505.716	           -2.74098	            84.4175	            32.7697	            125.031	           0.029077	           0.995024	                  0	            19.6098	        2.69081e+07	            8902.68	              34178	                NaN	        1.07592e+08	               3160	        1.07592e+08	               3160	         2.2564e+08	               6904	        2.13828e+08	               6480	            1.73772	        2.69081e+07	            8902.68	              34178	            750.394	             516.38	             700.03	            495.051	                  1	             730.52	            514.607
   0HTHH	                 28	                 78	                 12	                 20	                 66	                 27	            90.5956	               1381	            708.967	            520.862	           0.310017	            95.8306	            31.1376	            129.607	          0.0259448	           0.992875	            2.20672	            20.4449	        4.65315e+07	            8112.13	              34068	                NaN	        1.60213e+08	               4743	        1.60213e+08	               4743	        3.12479e+08	               9495	        2.97802e+08	               8926	           0.533246	        4.65315e+07	            8112.13	              34068	            665.829	            507.043	            752.106	            534.682	                  2	            731.251	            530.797
   0HTTH	                 28	                 78	                 14	                 27	                 69	                 24	            100.072	               1837	            841.782	            588.985	          -0.150882	            64.0283	            14.6363	            120.476	          0.0258615	           0.997938	            2.77707	            25.3116	        6.46073e+07	            8073.46	              35972	                NaN	        1.70352e+08	               5151	        1.37933e+08	               4081	        2.79468e+08	               8584	        2.32964e+08	               7073	           -1.54172	        6.46073e+07	            8073.46	              35972	            792.314	            596.506	            891.249	            581.464	                  1	            838.268	            561.694
   0THTH	                 28	                 78	                 15	                 19	                 66	                 30	            93.3067	               1522	            891.359	            541.532	           -3.03937	            88.1514	            29.7219	            129.375	          0.0287175	           0.998587	            2.87623	            21.4139	        5.12398e+07	            8745.16	              34457	                NaN	         1.6533e+08	               4881	         1.6533e+08	               4881	        3.16734e+08	               9645	        3.01446e+08	               9102	           -2.86094	        5.12398e+07	            8745.16	              34457	            937.769	            546.292	            844.949	            536.771	                  2	            877.372	            540.542
   0HTTT	                 28	                 78	                 16	                 28	                 69	                 21	            103.947	               1786	            919.957	            584.809	             2.7856	            125.778	            13.1929	            149.613	           0.027595	           0.996626	            2.72686	            23.4836	        6.31363e+07	            8241.79	              35722	                NaN	        1.70759e+08	               5178	        1.26146e+08	               3718	        2.78477e+08	               8536	        1.99187e+08	               6018	            3.06059	        6.31363e+07	            8241.79	              35722	            968.671	            566.695	            871.242	            602.923	                  5	            879.579	            570.768
   0TTHT	                 28	                 78	                 17	                 26	                 66	                 21	            106.296	               1687	            934.344	             558.44	            2.79243	             132.67	            30.0047	            153.393	          0.0296669	           0.995487	            2.32908	            21.3457	        5.86282e+07	            7800.97	              35332	                NaN	        1.72119e+08	               5155	        1.53598e+08	               4557	        3.04928e+08	               9298	        2.45125e+08	               7353	            3.04118	        5.86282e+07	            7800.97	              35332	            984.285	            540.257	            884.403	            576.622	                  1	             887.84	            561.161
   0HTHT	                 28	                 78	                 18	                 22	                 66	                 27	            94.1615	               1466	            781.801	             559.77	           -2.66495	            30.7136	            19.2551	            110.424	          0.0289719	           0.994844	            1.70544	            20.8842	        5.07798e+07	            7090.52	            35244.5	                NaN	        1.65506e+08	               4912	        1.60968e+08	               4751	         3.1974e+08	               9748	        2.90393e+08	               8747	           -2.10086	        5.07798e+07	            7090.52	            35244.5	            823.634	            581.371	            739.968	             538.17	                  1	            778.245	            547.118
   0HTHH	                 29	                 81	                  1	                 20	                 66	                 27	             95.126	               1462	            704.934	             520.75	           0.309037	            99.4533	            31.2504	            133.359	          0.0259448	           0.992875	            1.51015	            20.4124	         4.9636e+07	             8543.5	            34420.5	                NaN	        1.67996e+08	               4944	        1.67996e+08	               4944	        3.23351e+08	               9840	        3.07011e+08	               9214	           0.491714	         4.9636e+07	             8543.5	            34420.5	            659.625	            506.284	            750.244	            535.216	                  2	            730.425	            531.528
   0THHH	                 29	                 81	                  2	                 21	                 69	                 24	            91.9462	               1580	            748.386	            496.582	            -2.5776	             68.529	            11.6427	             122.59	          0.0285764	            0.99796	            2.26335	            22.9633	        5.76128e+07	            8248.39	            37601.5	                NaN	        1.65295e+08	               4984	        1.24678e+08	               3664	        3.04156e+08	               9236	        2.18106e+08	               6528	           0.446676	        5.76128e+07	            8248.39	            37601.5	            787.239	            521.157	            709.533	            472.006	                  1	             770.54	            515.669
   0THHT	                 29	                 81	                  3	                212	                 69	                 18	             104.48	               1862	            667.698	            474.298	          0.0685411	            149.486	            13.3015	            161.475	          0.0249497	           0.994593	            2.87272	            26.1839	        6.66612e+07	               9123	            36502.5	                NaN	        1.62409e+08	               4892	        1.29092e+08	               3789	        2.44457e+08	               7448	        1.91494e+08	               5725	           0.474175	        6.66612e+07	               9123	            36502.5	             615.58	             470.72	            719.815	            477.876	                  4	            702.044	            504.616
   0THTT	                 29	                 81	                  4	                213	                 66	                 27	            111.444	               1742	            827.006	            538.751	           0.409422	            24.1634	            35.8766	            115.288	          0.0285688	           0.999101	            3.34534	            21.2741	        6.09579e+07	            9303.56	              35805	                NaN	        1.89081e+08	               5625	        1.83125e+08	               5424	        3.61236e+08	              10921	        3.32317e+08	               9989	            -1.0589	        6.09579e+07	            9303.56	              35805	            775.889	             516.57	            878.122	            560.933	                  1	            830.528	            532.018
   0HHHH	                 29	                 81	                  5	                 23	                 66	                 33	            109.764	               1857	            664.618	            522.581	            0.71224	            139.108	            13.7267	            154.598	          0.0270307	           0.998968	            2.87921	            23.8136	        6.84524e+07	            8705.48	              37965	                NaN	        1.87417e+08	               5692	        1.34278e+08	               3950	        3.35178e+08	              10188	        2.06936e+08	               6160	           0.418194	        6.84524e+07	            8705.48	              37965	            623.078	            486.714	            706.158	            558.448	                  3	            697.726	            512.849
   0HHHT	                 29	                 81	                  6	                 24	                 66	                 21	            112.373	               1892	            745.778	            563.432	           -2.59826	            62.4104	            12.9304	            122.174	          0.0241664	           0.992744	            2.00326	            22.8674	        6.85534e+07	            8965.55	              37489	                NaN	         1.9351e+08	               5836	        1.54285e+08	               4536	        3.64062e+08	              11076	         2.5712e+08	               7721	           -1.30158	        6.85534e+07	            8965.55	              37489	            793.873	             592.48	            697.683	            534.385	                  1	            747.037	            548.879
   0HTTH	                 29	                 81	                  7	                 27	                 69	                 24	            106.433	               1964	             835.04	            592.244	         -0.0515552	            62.9261	            15.7562	            126.093	          0.0258615	           0.997938	            2.12058	            26.6164	        6.91984e+07	            8714.39	              36345	                NaN	        1.88043e+08	               5711	        1.52492e+08	               4548	        3.09749e+08	               9451	        2.53448e+08	               7637	           -1.51678	        6.91984e+07	            8714.39	              36345	            781.894	            594.986	            888.186	            589.502	                  1	             841.58	            563.664
  0HHTHH	                 29	                 81	                  8	                 29	                 81	                 30	            59.3466	                909	            672.494	            492.915	           0.166862	            137.989	            31.9191	            153.562	          0.0317879	           0.993168	            1.36695	            20.2082	        3.05888e+07	            8362.17	              33669	                NaN	        1.16811e+08	               3396	        1.16811e+08	               3396	        2.37898e+08	               7233	        2.13596e+08	               6383	           0.460704	        3.05888e+07	            8362.17	              33669	            643.233	            487.987	            701.755	            497.844	                  2	            689.982	            506.004
  0HHTHT	                 29	                 81	                  9	                 30	                 81	                 27	            59.7658	                906	            722.679	            506.387	           -2.76438	            86.2423	            33.7863	            128.011	           0.029077	           0.995024	             1.6906	            20.1986	        3.06288e+07	            9930.14	            34011.5	                NaN	        1.16831e+08	               3422	        1.16831e+08	               3422	        2.39546e+08	               7318	        2.27616e+08	               6885	            1.75423	        3.06288e+07	            9930.14	            34011.5	            750.461	            517.394	            694.897	            495.381	                  1	            728.416	            514.733
   0HTHT	                 29	                 81	                 10	                 22	                 66	                 27	                107	               1614	            783.557	            559.942	           -2.71152	            29.0863	            33.1382	             115.41	          0.0289719	           0.994844	            4.27959	            19.9619	        5.49955e+07	            7441.05	            34666.5	                NaN	        1.82271e+08	               5361	        1.82271e+08	               5361	        3.45221e+08	              10521	        3.27282e+08	               9839	           -2.06986	        5.49955e+07	            7441.05	            34666.5	            832.185	            582.249	            734.929	            537.636	                  1	            779.324	            548.712
   0HHTT	                 29	                 81	                 11	                 16	                 57	                 30	            121.769	               1717	            793.427	            543.911	           -2.70295	            11.0312	            31.9166	            113.109	          0.0294012	           0.997451	            3.72654	            19.4896	        5.79522e+07	            7563.88	              33876	                NaN	         1.9721e+08	               5779	         1.9721e+08	               5779	         3.6991e+08	              11247	        3.61397e+08	              10949	           -2.07236	        5.79522e+07	            7563.88	              33876	            848.547	             569.77	            738.306	            518.053	                  2	            785.098	            540.029
   0TTTH	                 29	                 81	                 12	                 17	                 63	                 27	            95.2419	               1854	            841.891	            514.997	          0.0648336	            45.4029	             9.9979	            119.579	          0.0254026	           0.983369	            2.82748	            26.2027	        6.63464e+07	            9513.41	              37066	                NaN	        1.75771e+08	               5302	        1.32516e+08	               3916	        3.34852e+08	              10182	        2.21487e+08	               6654	          -0.235476	        6.63464e+07	            9513.41	              37066	             794.37	            511.912	            889.411	            518.083	                  1	            848.994	            524.264
   0TTTT	                 29	                 81	                 13	                 18	                 63	                 30	            93.2936	               1673	            925.733	            522.671	           -2.91511	            123.858	            12.6735	            153.243	          0.0233394	           0.987884	            2.81131	            24.1926	        6.00674e+07	            9074.25	              36483	                NaN	        1.69151e+08	               5055	        1.25503e+08	               3654	        3.08309e+08	               9420	        1.93235e+08	               5830	            -3.1128	        6.00674e+07	            9074.25	              36483	            971.188	            533.145	            880.277	            512.196	                  3	            890.125	            538.306
