   cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
     0HT	                  6	                 12	                  4	                  6	                 15	                 21	            65.6305	               1168	            836.634	            569.858	           -2.78514	            39.0547	            12.4246	            52.5794	          0.0257734	           0.999163	                  0	            23.4867	        4.28645e+07	            11268.2	            37763.5	                NaN	        1.13291e+08	               3443	        8.26766e+07	               2399	        1.84209e+08	               5615	        1.19683e+08	               3498	            -2.6845	        4.28645e+07	            11268.2	            37763.5	            867.387	            581.309	            805.882	            558.407	                  3	            805.925	            544.807
     0HH	                  7	                 15	                  1	                  5	                 15	                 18	            73.8582	               1241	            777.711	            542.902	           0.446043	             28.284	             11.143	            51.8806	          0.0287773	           0.997665	            1.71556	            22.3164	        4.54458e+07	            11831.1	              37617	                NaN	        1.32954e+08	               3966	         1.0048e+08	               2877	        2.39405e+08	               7273	        1.47275e+08	               4311	           0.318393	        4.54458e+07	            11831.1	              37617	            744.395	             526.97	            811.027	            558.833	                  1	            816.212	            545.147
     0HT	                  7	                 15	                  2	                  6	                 15	                 21	              71.62	               1255	            835.621	            569.939	           -2.84891	            39.0242	            12.5923	            54.5873	          0.0257734	           0.999163	            1.99649	            23.3984	        4.58208e+07	            12236.7	              37029	                NaN	         1.2007e+08	               3645	         8.8995e+07	               2587	        1.91729e+08	               5861	        1.27355e+08	               3744	           -2.74321	        4.58208e+07	            12236.7	              37029	            869.908	            580.272	            801.334	            559.607	                  3	            796.909	            536.134
     0TT	                  7	                 15	                  3	                  3	                 12	                 27	            65.1913	               1120	             833.18	             546.01	           -2.78291	            27.2732	            12.3364	            50.5044	           0.025013	           0.996628	           0.894515	            22.9146	         4.1061e+07	              12707	              36825	                NaN	        1.29485e+08	               3809	        9.69166e+07	               2747	        2.35237e+08	               7203	        1.44406e+08	               4253	           -2.70945	         4.1061e+07	              12707	              36825	            863.702	            557.452	            802.659	            534.567	                  1	            797.722	            544.111
     0TH	                  7	                 15	                  4	                  4	                 12	                 24	            72.6233	               1229	            779.835	            519.491	            0.36548	            36.2221	            12.1688	            54.9515	          0.0250343	           0.994597	            2.29281	            22.6314	        4.57047e+07	            11995.7	              37071	                NaN	        1.23202e+08	               3687	        9.15354e+07	               2631	        1.97168e+08	               6003	        1.32992e+08	               3878	           0.345826	        4.57047e+07	            11995.7	              37071	            745.921	            506.514	            813.748	            532.469	                  2	            815.504	             552.95
     0HT	                  8	                 18	                  1	                  6	                 15	                 21	            76.5866	               1341	            836.488	            570.227	           -2.90731	            40.3836	            12.9888	            56.2229	          0.0257734	           0.999163	            1.65555	            23.2088	        4.85893e+07	            11481.9	              36767	                NaN	        1.25388e+08	               3803	        9.37837e+07	               2731	        1.96646e+08	               6025	        1.32975e+08	               3927	           -2.75346	        4.85893e+07	            11481.9	              36767	            873.735	            579.117	            799.241	            561.338	                  3	            795.866	            535.817
     0HH	                  8	                 18	                  2	                  5	                 15	                 18	            82.2249	               1356	            773.829	            541.422	           0.441277	            31.6936	            10.9644	            54.8172	          0.0287773	           0.997665	            2.78889	            22.0571	        4.92849e+07	            11429.5	            37041.5	                NaN	        1.42862e+08	               4272	         1.0671e+08	               3075	          2.537e+08	               7711	        1.53857e+08	               4521	           0.260046	        4.92849e+07	            11429.5	            37041.5	            736.655	            523.863	            811.003	            558.981	                  1	            816.752	            545.419
     0TH	                  8	                 18	                  3	                  4	                 12	                 24	            76.2071	               1296	            778.524	            519.119	           0.362604	             36.936	            11.7917	            56.9831	          0.0250343	           0.994597	            1.19463	            22.6577	        4.80276e+07	            11301.6	            36932.5	                NaN	        1.33797e+08	               3982	        9.80865e+07	               2808	        2.12951e+08	               6493	        1.40091e+08	               4102	            0.28912	        4.80276e+07	            11301.6	            36932.5	            742.898	            505.603	             814.15	            532.635	                  2	            815.187	            552.854
     0TT	                  8	                 18	                  4	                  3	                 12	                 27	            71.1573	               1221	            835.245	            546.912	           -2.83931	            29.9691	            12.4894	            52.4063	           0.025013	           0.996628	            1.98865	             22.717	        4.45827e+07	            11963.5	              36402	                NaN	        1.34483e+08	               3964	        1.02716e+08	               2926	        2.41815e+08	               7402	        1.50952e+08	               4450	           -2.71234	        4.45827e+07	            11963.5	              36402	             869.21	            557.503	            801.279	             536.32	                  1	             796.28	            543.589
     0HH	                  9	                 21	                  1	                  5	                 15	                 18	             89.205	               1493	             769.37	            539.492	           0.426666	            35.7708	            11.2563	            58.4702	          0.0287773	           0.997665	            2.32671	            22.4292	        5.40429e+07	            11051.5	              37133	                NaN	        1.53565e+08	               4588	        1.14039e+08	               3291	         2.6727e+08	               8123	        1.62232e+08	               4788	           0.220991	        5.40429e+07	            11051.5	              37133	            728.766	            521.034	            809.974	            557.951	                  1	            817.896	            545.484
     0HT	                  9	                 21	                  2	                  6	                 15	                 21	            83.3177	               1459	            836.683	            569.954	            -2.9482	             41.032	             13.154	            58.3462	          0.0257734	           0.999163	            2.24368	            23.1418	        5.25734e+07	            11055.1	              36805	                NaN	        1.32953e+08	               4042	        1.00652e+08	               2945	        2.06228e+08	               6321	        1.43159e+08	               4235	            -2.7577	        5.25734e+07	            11055.1	              36805	            877.565	             577.96	              795.8	            561.948	                  3	            795.458	             535.33
     0TH	                  9	                 21	                  3	                  4	                 12	                 24	            82.2728	               1392	            778.213	            518.932	           0.360183	            36.6223	            11.9341	            58.9069	          0.0250343	           0.994597	            2.02187	            22.5372	        5.13247e+07	            11419.7	              36851	                NaN	        1.42879e+08	               4248	        1.04815e+08	               3011	        2.30845e+08	               7034	        1.51617e+08	               4455	           0.221291	        5.13247e+07	            11419.7	              36851	            739.716	            504.433	            816.709	             533.43	                  2	            814.948	            552.337
     0TT	                  9	                 21	                  4	                  3	                 12	                 27	            76.1182	               1301	            838.792	            547.565	            -2.8999	             34.124	            12.3068	            55.6417	           0.025013	           0.996628	            1.65362	            22.7166	        4.74438e+07	            12040.9	              36430	                NaN	        1.39759e+08	               4120	        1.08036e+08	               3083	        2.47158e+08	               7571	        1.57022e+08	               4649	           -2.73824	        4.74438e+07	            12040.9	              36430	            875.745	            556.674	            801.839	            538.456	                  1	            794.755	            542.793
     0HH	                 10	                 24	                  1	                  5	                 15	                 18	            96.0907	               1600	            765.936	             537.93	           0.403738	            39.5153	            11.1095	            61.8046	          0.0287773	           0.997665	            2.29522	            22.4303	        5.83347e+07	            11245.2	            37232.5	                NaN	          1.629e+08	               4869	         1.2013e+08	               3467	        2.79247e+08	               8485	         1.6992e+08	               5004	           0.184997	        5.83347e+07	            11245.2	            37232.5	            721.753	            519.055	            810.118	            556.805	                  1	            819.609	            545.678
     0HT	                 10	                 24	                  2	                  6	                 15	                 21	             89.297	               1542	            838.032	            570.016	           -2.99312	            42.2135	            12.9838	            61.0086	          0.0257734	           0.999163	            1.99312	            22.8753	        5.57185e+07	            11214.6	            36890.5	                NaN	        1.39125e+08	               4227	        1.06869e+08	               3125	        2.13137e+08	               6543	        1.51443e+08	               4480	           -2.73425	        5.57185e+07	            11214.6	            36890.5	            882.189	            576.621	            793.874	            563.412	                  3	            804.198	             543.01
     0TH	                 10	                 24	                  3	                  4	                 12	                 24	            87.3142	               1501	            778.334	            518.927	           0.350823	            36.4151	            11.8817	            60.7576	          0.0250343	           0.994597	            1.68049	            22.7139	        5.53785e+07	            11251.2	              37283	                NaN	        1.50184e+08	               4450	        1.12917e+08	               3228	        2.45364e+08	               7482	        1.62515e+08	               4770	           0.135281	        5.53785e+07	            11251.2	              37283	            737.336	            503.924	            819.332	            533.931	                  2	            804.198	             543.01
     0TT	                 10	                 24	                  4	                  3	                 12	                 27	             82.007	               1397	             842.46	            548.089	           -2.95862	            37.6886	            12.0982	             58.916	           0.025013	           0.996628	            1.96293	            22.6777	        5.10893e+07	              11590	              36542	                NaN	        1.45737e+08	               4303	        1.14568e+08	               3274	        2.55282e+08	               7814	        1.65294e+08	               4882	           -2.77044	        5.10893e+07	              11590	              36542	            882.779	             555.55	            802.141	            540.629	                  1	            794.101	            542.291
     0HH	                 11	                 27	                  1	                  5	                 15	                 18	            105.642	               1583	            761.972	            536.009	           0.399443	            43.8399	            9.99056	            64.7278	          0.0287773	           0.997665	            3.18384	            20.7496	        6.06494e+07	            9894.43	              39660	                NaN	        1.67089e+08	               5033	        1.22381e+08	               3513	        2.88831e+08	               8771	        1.76218e+08	               5103	           0.149994	        6.06494e+07	            9894.43	              39660	            713.309	            515.467	            810.634	            556.552	                  1	            821.446	            545.754
     0TH	                 11	                 27	                  2	                  4	                 12	                 24	            94.8423	               1467	            778.727	            518.663	           0.347861	            36.0933	            10.2024	            62.0229	          0.0250343	           0.994597	            2.50936	            20.8011	        5.66185e+07	            10583.2	              39431	                NaN	        1.54131e+08	               4596	        1.15433e+08	               3293	        2.61165e+08	               7961	         1.7168e+08	               4965	         -0.0386345	        5.66185e+07	            10583.2	              39431	            734.147	            502.498	            823.308	            534.829	                  2	            803.984	            542.205
     0HT	                 11	                 27	                  3	                  6	                 15	                 21	            97.4911	               1482	            839.615	            570.199	           -3.04661	            43.7405	            11.8072	            63.5724	          0.0257734	           0.999163	            2.73135	            20.8622	        5.61991e+07	            10255.6	              39176	                NaN	        1.40301e+08	               4284	        1.09797e+08	               3182	        2.17116e+08	               6658	        1.58717e+08	               4620	           -2.68965	        5.61991e+07	            10255.6	              39176	            888.141	            574.822	            791.089	            565.576	                  3	            803.984	            542.205
     0TT	                 11	                 27	                  4	                  3	                 12	                 27	            89.1481	               1389	            845.996	              548.4	           -3.01963	            41.1078	            10.5902	             62.205	           0.025013	           0.996628	            2.38037	            21.1291	        5.28526e+07	            11009.3	              38623	                NaN	         1.4821e+08	               4399	        1.16986e+08	               3342	        2.60945e+08	               7967	        1.71367e+08	               4981	           -2.79248	        5.28526e+07	            11009.3	              38623	            890.239	            553.823	            801.753	            542.977	                  1	            793.438	            541.624
    0HHH	                 12	                 30	                  1	                  7	                 33	                 33	            57.3835	                951	            733.013	             522.92	             0.4613	            73.2305	             11.737	            80.2071	          0.0274263	           0.993856	                  0	            22.0172	        3.60761e+07	            9870.62	              38644	                NaN	        1.06588e+08	               3242	        6.83434e+07	               1962	        1.84644e+08	               5583	        1.02264e+08	               2939	           0.430863	        3.60761e+07	            9870.62	              38644	             707.32	            510.149	            758.705	            535.691	                  2	            779.844	            530.774
    0HHT	                 12	                 30	                  2	                  8	                 33	                 24	            55.4227	                887	            779.514	            542.882	           -2.63653	            24.1492	            10.3505	            60.0292	          0.0284657	           0.994382	                  0	            21.1821	        3.32018e+07	            10009.4	              38922	                NaN	        1.09935e+08	               3325	        9.16905e+07	               2691	         2.3655e+08	               7107	        1.69239e+08	               4910	           -0.52644	        3.32018e+07	            10009.4	              38922	            803.765	             556.29	            755.263	            529.473	                  1	            799.787	            540.038
     0TH	                 12	                 30	                  3	                  4	                 12	                 24	            103.773	               1686	            780.173	            518.666	           0.347518	            33.2584	             9.4734	            62.7933	          0.0250343	           0.994597	            2.97676	            21.7938	        6.34168e+07	            9871.92	              38781	                NaN	        1.69381e+08	               5050	        1.27268e+08	               3647	        2.88463e+08	               8781	        1.92492e+08	               5605	          -0.150293	        6.34168e+07	            9871.92	              38781	            731.389	            500.995	            828.958	            536.337	                  2	            786.844	            538.131
     0HT	                 12	                 30	                  4	                  6	                 15	                 21	            104.472	               1726	            837.957	            569.974	           -3.08962	            44.1243	            12.0262	            68.7808	          0.0257734	           0.999163	            2.32708	            22.0093	        6.36634e+07	            10053.4	            37955.5	                NaN	         1.5285e+08	               4626	        1.21788e+08	               3529	        2.31066e+08	               7104	        1.70971e+08	               5044	           -2.40408	        6.36634e+07	            10053.4	            37955.5	            890.122	            572.687	            785.791	            567.261	                  3	             813.76	            545.737
     0TT	                 12	                 30	                  5	                  3	                 12	                 27	            95.5939	               1560	            848.006	            548.592	           -3.08495	            44.8077	            11.0107	            68.6815	           0.025013	           0.996628	            2.14861	              22.03	        5.79453e+07	            10449.6	            37615.5	                NaN	        1.60119e+08	               4768	        1.26925e+08	               3665	        2.79286e+08	               8516	         1.8735e+08	               5493	           -2.77816	        5.79453e+07	            10449.6	            37615.5	            895.727	            551.298	            800.286	            545.886	                  1	            799.215	            543.841
    0HHH	                 13	                 33	                  1	                  7	                 33	                 33	            61.6209	               1070	            727.011	            520.017	           0.505642	            78.9565	            12.0724	            85.0063	          0.0274263	           0.993856	            1.41246	            22.8166	        4.02855e+07	            9440.59	            38549.5	                NaN	         1.1088e+08	               3378	        7.10494e+07	               2042	        1.87672e+08	               5683	        1.03029e+08	               2974	           0.379392	        4.02855e+07	            9440.59	            38549.5	            700.056	            505.093	            753.966	             534.94	                  2	            767.054	            525.862
    0HHT	                 13	                 33	                  2	                  8	                 33	                 24	            58.5422	                959	            776.505	            541.198	           -2.68876	             26.384	            10.9446	            62.7505	          0.0284657	           0.994382	            1.03982	            21.6179	        3.51331e+07	             9482.7	              38174	                NaN	         1.1548e+08	               3476	        9.93334e+07	               2915	        2.45628e+08	               7372	        1.81986e+08	               5291	           -0.40213	        3.51331e+07	             9482.7	              38174	            802.826	            554.005	            750.184	            528.392	                  1	            789.673	            535.065
    0THH	                 13	                 33	                  3	                  9	                 36	                 33	            53.8045	                894	            757.604	            510.527	           0.292087	            55.0731	            11.5336	            72.6856	          0.0271034	           0.998813	                  0	            21.7844	        3.26602e+07	            9539.33	              37060	                NaN	        1.00853e+08	               3010	        7.99991e+07	               2299	        1.83186e+08	               5545	        1.36166e+08	               3932	           0.271402	        3.26602e+07	            9539.33	              37060	            731.841	             502.78	            783.367	            518.273	                  3	            769.077	            529.317
    0THT	                 13	                 33	                  4	                 10	                 36	                 30	            55.7344	                981	            803.715	            526.737	           -2.86906	            15.1679	            11.5606	            62.2373	          0.0272938	           0.992608	                  0	            22.9228	        3.63698e+07	            10357.4	              37885	                NaN	        1.15437e+08	               3451	        8.71783e+07	               2531	        2.30689e+08	               7014	        1.55657e+08	               4612	           -2.43739	        3.63698e+07	            10357.4	              37885	            830.553	            534.238	            776.876	            519.236	                  1	             795.22	            533.587
    0HTT	                 13	                 33	                  5	                 11	                 36	                 33	            57.6376	               1003	            857.929	            570.398	            3.14085	            61.9967	            12.6476	            80.4961	          0.0283269	           0.998562	                  0	            23.1059	        3.61067e+07	            10355.6	              37406	                NaN	        1.00126e+08	               3012	        8.41954e+07	               2440	        1.64213e+08	               5058	        1.30632e+08	               3862	           -3.07519	        3.61067e+07	            10355.6	              37406	            886.748	            570.376	             829.11	            570.419	                  4	            830.017	            559.023
    0HTH	                 13	                 33	                  6	                 12	                 36	                 30	            57.4448	                956	            808.483	            569.009	          0.0709914	            27.7001	            12.9996	            65.9396	          0.0243262	           0.993002	                  0	             22.429	        3.51627e+07	            9996.35	            37312.5	                NaN	        1.02206e+08	               3097	        8.10092e+07	               2360	        1.81924e+08	               5607	        1.38103e+08	               4142	          -0.373952	        3.51627e+07	            9996.35	            37312.5	            779.833	            566.972	            837.133	            571.047	                  1	            828.662	            553.544
     0TT	                 13	                 33	                  7	                  3	                 12	                 27	            105.663	               1772	            851.551	            549.037	           -3.08921	             49.194	            11.0202	             73.506	           0.025013	           0.996628	            3.35627	            23.6484	        6.47646e+07	            10505.1	            36853.5	                NaN	        1.76953e+08	               5292	        1.39186e+08	               4050	        3.03471e+08	               9239	        2.06051e+08	               6064	           -2.84218	        6.47646e+07	            10505.1	            36853.5	             904.31	            551.803	            798.792	            546.271	                  1	            811.658	            551.836
    0HHH	                 14	                 36	                  1	                  7	                 33	                 33	            69.5631	               1241	            724.639	            519.275	            0.69231	            81.3358	            11.7752	             86.546	          0.0274263	           0.993856	            2.64743	             23.468	        4.56944e+07	            8647.56	              38061	                NaN	        1.18058e+08	               3613	        7.49479e+07	               2187	        1.99446e+08	               6041	        1.06932e+08	               3114	           0.312707	        4.56944e+07	            8647.56	              38061	            697.865	            497.073	            751.413	            541.476	                  2	            767.119	             525.74
    0THH	                 14	                 36	                  2	                  9	                 36	                 33	            57.5943	               1018	            757.588	            511.137	           0.219811	            54.6072	            12.2184	            73.3793	          0.0271034	           0.998813	            1.26326	            23.0349	        3.62856e+07	            9428.07	              35797	                NaN	        1.11576e+08	               3335	        8.63796e+07	               2507	        1.97993e+08	               6013	         1.4558e+08	               4256	           0.155151	        3.62856e+07	            9428.07	              35797	            729.484	            504.857	            785.693	            517.416	                  3	            769.806	            529.209
    0THT	                 14	                 36	                  3	                 10	                 36	                 30	            61.7381	               1120	            808.129	            528.008	           -2.89116	            14.7351	            11.6687	            64.6798	          0.0272938	           0.992608	            2.00123	            23.7493	        4.03929e+07	            9588.59	            36284.5	                NaN	        1.24541e+08	               3759	        9.52024e+07	               2813	        2.51704e+08	               7616	        1.75234e+08	               5214	            2.79308	        4.03929e+07	            9588.59	            36284.5	            838.036	            535.658	            778.223	            520.358	                  1	            809.549	            537.403
    0HTH	                 14	                 36	                  4	                 12	                 36	                 30	            61.5273	               1123	             801.76	            567.839	           0.186455	            26.1112	            13.2783	            68.1028	          0.0243262	           0.993002	            1.36084	            24.0135	        3.98172e+07	            9308.89	              36228	                NaN	          1.163e+08	               3537	        8.71868e+07	               2585	        2.04599e+08	               6271	         1.4894e+08	               4485	          -0.411578	        3.98172e+07	            9308.89	              36228	            771.529	            562.136	             831.99	            573.542	                  1	            821.469	            554.227
    0HTT	                 14	                 36	                  5	                 11	                 36	                 33	            63.1444	               1156	            856.679	            571.199	            3.03154	            61.3953	            12.8051	            82.9674	          0.0283269	           0.998562	             1.8356	            24.0244	        4.07263e+07	            9898.93	              36360	                NaN	        1.11788e+08	               3394	        9.16372e+07	               2706	        1.85368e+08	               5678	        1.45007e+08	               4316	           -3.02741	        4.07263e+07	            9898.93	              36360	             888.06	            567.731	            825.298	            574.667	                  4	            835.239	            555.323
    0TTH	                 14	                 36	                  6	                 13	                 39	                 27	            55.1676	                868	            831.079	            551.138	           0.070434	            29.7897	            13.5052	            68.7599	          0.0298622	           0.998122	                  0	            20.7409	        2.94992e+07	            8740.87	              34554	                NaN	        1.10486e+08	               3256	        1.08665e+08	               3184	        2.32682e+08	               7004	        2.02028e+08	               5949	           -2.76552	        2.94992e+07	            8740.87	              34554	            803.564	            549.197	            858.595	            553.079	                  1	            823.219	            550.876
    0TTT	                 14	                 36	                  7	                 14	                 39	                 24	            64.8182	               1167	            872.879	            546.993	           -2.65198	            70.2669	            12.2707	             87.916	          0.0231756	           0.998185	                  0	            23.5394	        4.25176e+07	             9790.6	              36853	                NaN	        1.20077e+08	               3682	        7.78841e+07	               2320	        2.18962e+08	               6654	        1.21556e+08	               3601	           -3.04675	        4.25176e+07	             9790.6	              36853	            901.481	            562.235	            844.278	            531.752	                  2	            831.963	            550.115
    0HHT	                 14	                 36	                  8	                  8	                 33	                 24	            63.3744	               1061	            776.649	            540.343	           -2.74438	            26.1966	            12.5612	            64.9103	          0.0284657	           0.994382	            1.61073	            22.0598	        3.71031e+07	            8760.86	              35716	                NaN	        1.24299e+08	               3707	        1.12448e+08	               3308	        2.57314e+08	               7743	        2.00115e+08	               5885	          -0.289952	        3.71031e+07	            8760.86	              35716	             805.87	            552.601	            747.429	            528.085	                  1	            784.639	            535.479
    0HHT	                 15	                 39	                  1	                  8	                 33	                 24	            69.0145	               1090	            775.783	            538.983	            -2.7815	            26.0811	             13.489	            64.4767	          0.0284657	           0.994382	            1.88004	            21.1904	        3.76916e+07	            8438.23	            34797.5	                NaN	        1.32359e+08	               3910	        1.26533e+08	               3700	        2.67934e+08	               8098	        2.21167e+08	               6530	          -0.217225	        3.76916e+07	            8438.23	            34797.5	            808.077	            551.142	            743.488	            526.823	                  1	            785.222	            536.554
    0THH	                 15	                 39	                  2	                  9	                 36	                 33	            62.9782	               1126	            758.699	            512.007	           0.162807	            52.3157	            12.0109	            71.0251	          0.0271034	           0.998813	            1.79466	            23.4493	        4.01064e+07	            9332.02	            35998.5	                NaN	        1.21503e+08	               3653	        9.19384e+07	               2692	        2.14157e+08	               6493	        1.56594e+08	               4579	           0.144274	        4.01064e+07	            9332.02	            35998.5	            727.626	            506.903	            789.772	            517.111	                  3	            771.041	             530.19
