   cname	              frame	               time	             cellno	          schnitzno	              birth	           lifespan	             length	               area	                  x	                  y	              angle	   colonyCenterDist	   colonyBorderDist	avgColonyBorderDist	              grate	             grcoef	          grateinst	              width	          siderotot	           siderosd	          sideromed	           siderobg	          siderongb	            areangb	      siderongbCell	        areangbCell	         siderongbl	           areangbl	     siderongblCell	       areangblCell	        AvgNgbAngle	          correltot	           correlsd	          correlmed	         Old_pole_X	         Old_pole_Y	       Young_pole_X	       Young_pole_Y	         OldPoleAge	       Bary_Neigh_X	       Bary_Neigh_Y
   0HTHT	                 28	                 78	                  3	                 18	                 75	                 27	            75.9228	               1445	            588.418	              408.2	           -2.98762	            41.2154	            13.2485	            103.476	          0.0314974	           0.997741	            1.98438	            24.8879	        5.23853e+07	            9268.87	              37863	                NaN	        1.46172e+08	               4421	        1.15704e+08	               3398	        2.87498e+08	               8801	        1.99672e+08	               6035	           0.645093	        5.23853e+07	            9268.87	              37863	             625.93	            414.022	            550.906	            402.378	                  1	            602.264	            403.051
   0THTT	                 28	                 78	                  4	                 27	                 78	                 21	            61.8577	                994	            693.987	            403.447	           -2.72378	            71.9654	            37.8039	            112.719	           0.028183	           0.955935	            1.11356	            21.0426	        3.49348e+07	            9569.68	              36308	                NaN	        1.20816e+08	               3608	        1.20816e+08	               3608	        2.48447e+08	               7596	        2.43734e+08	               7403	           -2.45606	        3.49348e+07	            9569.68	              36308	            722.255	            415.996	            665.719	            390.897	                  2	            678.786	            393.535
   0TTTT	                 28	                 78	                  5	                 29	                 78	                 18	            77.4041	               1374	            722.429	             393.83	            -2.4348	            98.7715	            10.8917	            124.897	          0.0278755	           0.997118	            1.59128	            23.5793	        5.12176e+07	            8489.27	            38879.5	                NaN	        1.46798e+08	               4389	        1.13863e+08	               3299	        2.75697e+08	               8364	        1.89955e+08	               5657	           -2.58951	        5.12176e+07	            8489.27	            38879.5	             751.86	            418.963	            692.998	            368.697	                  3	             686.48	            385.165
   0THHH	                 28	                 78	                  6	                 23	                 75	                 21	            80.4345	               1320	            510.973	            346.525	           0.259432	            120.009	             13.496	            136.392	          0.0248379	           0.996181	            1.83313	            22.2881	        4.72892e+07	            8315.52	            36283.5	                NaN	        1.45872e+08	               4376	         1.1026e+08	               3220	        2.49099e+08	               7623	        1.77123e+08	               5329	        -0.00295328	        4.72892e+07	            8315.52	            36283.5	            472.102	            336.208	            549.845	            356.842	                  4	            554.379	            357.877
   0HTHH	                 28	                 78	                  7	                 17	                 75	                 24	            75.8979	               1326	            521.801	            393.101	           0.320481	             102.25	            13.7054	            126.441	          0.0265739	           0.996994	            2.10501	            23.5587	        4.80641e+07	            8448.87	            37003.5	                NaN	        1.42071e+08	               4311	        1.03173e+08	               3035	        2.84414e+08	               8679	        1.75004e+08	               5264	          -0.033687	        4.80641e+07	            8448.87	            37003.5	            485.784	            381.146	            557.818	            405.056	                  2	            559.001	            386.007
   0THHT	                 28	                 78	                  8	                 19	                 75	                 21	            76.2675	               1090	            577.541	             364.42	           -3.11576	            51.6339	            33.4233	            105.748	          0.0273325	           0.989076	            1.70873	            19.1253	        3.68478e+07	             7705.2	            34250.5	                NaN	         1.3289e+08	               3908	         1.3289e+08	               3908	        2.65638e+08	               8108	        2.56806e+08	               7779	            1.47054	        3.68478e+07	             7705.2	            34250.5	            615.662	            365.405	             539.42	            363.435	                  1	            579.009	            362.908
   0HHHT	                 28	                 78	                  9	                 21	                 75	                 18	            82.3843	               1300	             583.75	            383.492	           -3.13807	            40.3009	            36.3444	            102.833	          0.0307988	           0.947866	            2.31992	            21.7009	         4.5468e+07	            8419.76	            36287.5	                NaN	        1.47224e+08	               4369	        1.47224e+08	               4369	        2.90297e+08	               8833	        2.82981e+08	               8561	            2.48279	         4.5468e+07	            8419.76	            36287.5	            624.942	            383.636	            542.558	            383.347	                  1	            580.579	            385.761
   0HHTH	                 28	                 78	                 10	                 22	                 75	                 36	            99.2482	               1508	             651.68	            406.044	            0.38739	             33.587	            32.9287	             101.92	          0.0285867	           0.997773	            2.41045	            20.9708	        5.27677e+07	            8406.58	              36457	                NaN	        1.69329e+08	               5040	        1.69329e+08	               5040	        3.27925e+08	               9976	        3.16506e+08	               9545	           -2.91557	        5.27677e+07	            8406.58	              36457	            605.734	            387.298	            697.627	            424.791	                  1	             647.21	            405.127
   0THTH	                 28	                 78	                 11	                 30	                 78	                 21	             73.528	               1121	            639.196	            376.469	             0.5581	            18.6992	            43.6713	            100.144	          0.0304292	           0.993323	            1.87194	            20.5437	        3.90389e+07	            8800.75	              36015	                NaN	        1.34921e+08	               4010	        1.34921e+08	               4010	        2.68162e+08	               8258	        2.63756e+08	               8092	            2.55014	        3.90389e+07	            8800.75	              36015	            608.011	                357	            670.382	            395.939	                  1	             623.71	            377.005
   0TTHT	                 28	                 78	                 12	                 25	                 75	                 21	            101.967	               1472	             654.54	            361.747	           -2.55563	             39.846	            34.7145	             104.25	          0.0310605	           0.998009	            3.36463	            20.1498	        5.25605e+07	            7806.21	            36346.5	                NaN	        1.68156e+08	               5026	        1.58887e+08	               4713	        3.12397e+08	               9492	         2.8149e+08	               8416	            1.99828	        5.25605e+07	            7806.21	            36346.5	            697.018	            389.941	            612.062	            333.553	                  1	            647.537	            371.154
   0HTTH	                 28	                 78	                 13	                 16	                 72	                 24	            73.7314	               1220	            651.825	            429.566	           0.420735	            50.7551	            12.0563	            106.302	          0.0193594	           0.890669	            1.54224	            21.9656	        4.40359e+07	            8805.95	            36643.5	                NaN	        1.39151e+08	               4155	         1.1444e+08	               3323	        2.70622e+08	               8328	        2.00692e+08	               6115	          -0.806781	        4.40359e+07	            8805.95	            36643.5	            618.174	            414.509	            685.475	            444.624	                  1	            668.296	            424.052
   0TTTH	                 28	                 78	                 14	                 28	                 78	                 21	            85.9767	               1498	            671.308	            345.879	           0.594199	            62.9012	            11.7314	            112.042	          0.0291445	           0.997944	            2.57853	            23.3136	        5.55362e+07	            8743.15	            37720.5	                NaN	        1.49415e+08	               4487	        1.11352e+08	               3209	        2.60894e+08	               7994	        1.75488e+08	               5265	           0.743383	        5.55362e+07	            8743.15	            37720.5	            635.688	            321.812	            706.928	            369.945	                  1	            688.484	            377.788
   0HTTT	                 28	                 78	                 15	                 15	                 72	                 21	            83.1624	               1396	            707.001	            452.378	            2.97468	             105.63	            12.0026	            130.138	          0.0302686	           0.980438	             1.6782	            22.6933	        5.03012e+07	            8571.02	              36298	                NaN	        1.35911e+08	               4110	        1.02012e+08	               2988	        2.28553e+08	               7011	        1.61728e+08	               4881	           -2.04704	        5.03012e+07	            8571.02	              36298	            748.004	             445.47	            665.997	            459.287	                  5	            688.954	            429.577
   0HHTT	                 28	                 78	                 16	                 26	                 75	                 21	             91.252	               1527	            726.084	            429.587	            3.07499	            110.646	            25.1874	            131.766	          0.0273389	            0.99869	            2.29001	            23.6326	        5.42125e+07	            8726.31	              36036	                NaN	        1.53976e+08	               4613	        1.35012e+08	               4002	        2.74917e+08	               8330	        2.15439e+08	               6399	           -2.78098	        5.42125e+07	            8726.31	              36036	            771.609	             426.55	            680.559	            432.623	                  2	            685.384	            417.053
   0TTTH	                 29	                 81	                  1	                 28	                 78	                 21	            93.3539	               1631	              670.4	            344.366	           0.630816	            65.3929	            11.4576	            119.102	          0.0291445	           0.997944	            2.45907	            23.0908	        5.99233e+07	            8554.87	              37303	                NaN	        1.61207e+08	               4809	        1.21582e+08	               3495	        2.78424e+08	               8537	        1.88322e+08	               5678	           0.559636	        5.99233e+07	            8554.87	              37303	            632.707	            316.836	            708.094	            371.896	                  1	            688.192	            375.961
   0THTT	                 29	                 81	                  2	                 27	                 78	                 21	            67.8663	               1078	            695.686	            404.112	           -2.70146	            77.5931	            36.3679	            120.393	           0.028183	           0.955935	            2.00284	            20.9721	        3.74522e+07	            9504.73	            35625.5	                NaN	        1.29215e+08	               3834	        1.29215e+08	               3834	        2.60617e+08	               7974	        2.55861e+08	               7781	           -2.30188	        3.74522e+07	            9504.73	            35625.5	            726.386	             418.57	            664.987	            389.655	                  2	            679.421	            392.996
   0TTTT	                 29	                 81	                  3	                 29	                 78	                 18	            83.9478	               1524	             725.98	            395.925	           -2.53669	            106.243	            11.6078	            134.139	          0.0278755	           0.997118	            2.18124	            23.9611	        5.59168e+07	            8579.36	            38123.5	                NaN	        1.58553e+08	               4719	        1.23113e+08	               3567	        2.93862e+08	               8905	        2.03892e+08	               6090	           -2.52792	        5.59168e+07	            8579.36	            38123.5	            760.506	            419.794	            691.454	            372.055	                  3	            686.702	            383.983
   0TTHH	                 29	                 81	                  4	                 24	                 75	                 21	             93.542	               1809	             574.31	            341.653	         -0.0130137	            63.9727	            12.6566	            115.757	          0.0312801	           0.992731	            2.61162	            25.4849	        6.48859e+07	            9679.02	              37580	                NaN	        1.73961e+08	               5204	        1.38422e+08	               4033	        3.00926e+08	               9185	        2.29559e+08	               6911	            1.97629	        6.48859e+07	            9679.02	              37580	            527.543	            342.261	            621.077	            341.044	                  2	            571.094	            360.413
   0HTHT	                 29	                 81	                  5	                 18	                 75	                 27	            83.9478	               1609	            580.613	            407.539	           -2.94813	            44.9312	            12.7315	             109.45	          0.0314974	           0.997741	              2.675	            25.4227	         5.7971e+07	            9453.95	              37295	                NaN	        1.58384e+08	               4820	        1.23199e+08	               3658	        3.10284e+08	               9436	        2.11897e+08	               6356	           0.410375	         5.7971e+07	            9453.95	              37295	            621.804	            415.609	            539.422	             399.47	                  1	             598.61	            402.243
   0HTTH	                 29	                 81	                  6	                 16	                 72	                 24	            78.4667	               1357	            650.466	             429.43	           0.386773	            52.7459	            12.0783	            112.001	          0.0193594	           0.890669	            1.57842	            22.6055	        4.84972e+07	            9053.21	              36735	                NaN	        1.48262e+08	               4427	        1.23216e+08	               3591	        2.86278e+08	               8799	        2.13664e+08	               6509	          -0.624225	        4.84972e+07	            9053.21	              36735	            614.131	            414.631	            686.801	            444.229	                  1	            668.013	            425.111
   0HHHH	                 29	                 81	                  7	                 20	                 75	                 21	             107.42	               1630	            493.189	            364.188	           0.249555	            128.891	            23.3506	            144.505	          0.0293362	           0.998621	            3.32437	            21.2408	        5.63516e+07	            7635.87	            34925.5	                NaN	        1.71106e+08	               5105	        1.51266e+08	               4461	        3.02769e+08	               9234	        2.38035e+08	               7121	          0.0705537	        5.63516e+07	            7635.87	            34925.5	            441.143	            350.923	            545.235	            377.453	                  3	            547.951	            364.295
   0THHH	                 29	                 81	                  8	                 23	                 75	                 21	            86.4901	               1469	            499.611	            344.492	           0.254866	            127.592	            13.4978	            144.193	          0.0248379	           0.996181	            2.01856	            23.0669	        5.22191e+07	            8473.45	              35797	                NaN	        1.57666e+08	               4713	        1.20293e+08	               3512	        2.73137e+08	               8353	        1.90995e+08	               5761	         0.00760662	        5.22191e+07	            8473.45	              35797	            457.763	            333.589	            541.459	            355.395	                  4	            547.336	            356.388
   0HTHH	                 29	                 81	                  9	                 17	                 75	                 24	            83.0721	               1497	            508.066	            389.528	            0.28087	             112.16	            14.3349	            135.151	          0.0265739	           0.996994	            2.39142	            24.5103	        5.34353e+07	             8613.6	              36359	                NaN	        1.54844e+08	               4695	        1.13879e+08	               3363	        3.03479e+08	               9242	        1.90705e+08	               5738	          0.0211793	        5.34353e+07	             8613.6	              36359	            468.158	            378.014	            547.975	            401.041	                  2	            552.354	            384.735
   0TTHT	                 29	                 81	                 10	                 25	                 75	                 21	            112.997	               1675	            650.404	            355.997	           -2.45559	            42.7622	            32.7821	            111.472	          0.0310605	           0.998009	            3.67695	            21.2276	        5.96965e+07	            8444.12	              36062	                NaN	        1.82178e+08	               5433	        1.69643e+08	               5011	        3.22345e+08	               9834	        2.87775e+08	               8645	           0.878324	        5.96965e+07	            8444.12	              36062	            694.121	            391.786	            606.686	            320.208	                  1	            660.827	            372.024
   0THHT	                 29	                 81	                 11	                 19	                 75	                 21	            85.9046	               1310	            574.509	            363.322	           -3.09651	            51.0997	            33.7745	            110.993	          0.0273325	           0.989076	            3.21237	            20.2369	        4.36461e+07	            8352.92	              33867	                NaN	        1.49568e+08	               4370	        1.49568e+08	               4370	        2.90368e+08	               8842	        2.81597e+08	               8527	            3.08002	        4.36461e+07	            8352.92	              33867	            617.418	            365.258	              531.6	            361.387	                  1	            557.625	            361.376
   0HHHT	                 29	                 81	                 12	                 21	                 75	                 18	            98.2324	               1629	            583.259	            382.479	           -3.13174	            37.1108	            37.8879	            107.656	          0.0307988	           0.947866	            5.28269	            22.5055	        5.63798e+07	            8791.11	              35779	                NaN	        1.71675e+08	               5080	        1.71675e+08	               5080	        3.27262e+08	               9945	         3.1979e+08	               9673	             2.9004	        5.63798e+07	            8791.11	              35779	            632.373	            382.963	            534.145	            381.995	                  1	            574.464	            384.363
   0THTH	                 29	                 81	                 13	                 30	                 78	                 21	            78.2596	               1230	            637.759	            374.067	           0.691556	            21.3873	            52.2837	            106.713	          0.0304292	           0.993323	             1.5772	            20.6732	        4.33078e+07	             8648.4	              36592	                NaN	        1.42357e+08	               4271	        1.42357e+08	               4271	        2.81656e+08	               8663	         2.7794e+08	               8522	            2.77991	        4.33078e+07	             8648.4	              36592	            607.619	            349.112	            667.898	            399.021	                  1	            621.803	             375.85
   0HHTH	                 29	                 81	                 14	                 22	                 75	                 36	            104.953	               1624	            652.648	            407.534	           0.330953	            38.8266	            32.9058	            108.612	          0.0285867	           0.997773	            1.90149	             21.157	        5.59351e+07	            8753.41	              35570	                NaN	        1.79965e+08	               5296	        1.79965e+08	               5296	        3.41141e+08	              10384	        3.29114e+08	               9935	           -2.65126	        5.59351e+07	            8753.41	              35570	             603.02	            390.483	            702.277	            424.586	                  1	             646.35	            404.847
   0HTTT	                 29	                 81	                 15	                 15	                 72	                 21	            89.9157	               1558	            708.474	            453.913	            2.99019	            111.243	            11.6339	             137.33	          0.0302686	           0.980438	             2.2511	            23.2062	        5.56304e+07	            8904.17	            35923.5	                NaN	         1.4703e+08	               4429	         1.1008e+08	               3219	        2.43088e+08	               7460	        1.72197e+08	               5212	           -2.01931	        5.56304e+07	            8904.17	            35923.5	            752.917	            447.133	             664.03	            460.694	                  5	            690.391	            430.443
   0HHTT	                 29	                 81	                 16	                 26	                 75	                 21	            100.021	               1722	            730.317	            431.456	            3.08679	            119.057	              25.05	            141.058	          0.0273389	            0.99869	            2.92311	            24.4558	        6.05712e+07	            8985.57	              35750	                NaN	        1.68143e+08	               5034	        1.47056e+08	               4365	        2.97918e+08	               9005	        2.32968e+08	               6921	           -2.81799	        6.05712e+07	            8985.57	              35750	            780.253	            428.716	            680.382	            434.195	                  2	            686.651	            418.183
   0HHHH	                 30	                 84	                  1	                 20	                 75	                 21	            118.235	               1782	            480.767	            361.489	           0.235844	            136.888	             29.731	            152.831	          0.0293362	           0.998621	            3.60514	            21.2025	        6.17329e+07	            7995.28	              34941	                NaN	        1.85217e+08	               5527	        1.65639e+08	               4893	        3.26058e+08	               9931	        2.60589e+08	               7781	           0.148802	        6.17329e+07	            7995.28	              34941	            423.285	            347.675	            538.248	            375.302	                  3	            539.106	            375.176
   0THHT	                 30	                 84	                  2	                 19	                 75	                 21	            92.2432	               1353	            569.475	            361.534	           -3.06988	            51.7882	             33.537	            116.581	          0.0273325	           0.989076	            2.11285	            19.9196	        4.55447e+07	            7875.33	              34377	                NaN	        1.56897e+08	               4596	        1.56897e+08	               4596	        3.03492e+08	               9226	        2.97867e+08	               9001	            3.07193	        4.55447e+07	            7875.33	              34377	            615.478	            364.838	            523.472	            358.229	                  1	             549.71	            359.586
   0TTHH	                 30	                 84	                  3	                 24	                 75	                 21	            102.364	               1962	            564.582	            339.371	          0.0521152	             68.496	            11.3787	            122.207	          0.0312801	           0.992731	            2.94068	            25.4004	        7.05957e+07	            9562.92	            37735.5	                NaN	        1.84443e+08	               5527	        1.47893e+08	               4322	        3.22584e+08	               9847	        2.43938e+08	               7351	            0.86626	        7.05957e+07	            9562.92	            37735.5	            513.469	            336.705	            615.694	            342.037	                  2	            585.119	            357.677
   0HTTH	                 30	                 84	                  4	                 16	                 72	                 24	            84.2869	               1467	            646.422	            427.997	           0.366412	            52.8449	            11.8587	            117.993	          0.0193594	           0.890669	            1.94007	            22.8226	        5.26283e+07	            8889.33	              36959	                NaN	        1.55533e+08	               4658	        1.30186e+08	               3808	         3.0096e+08	               9223	        2.26721e+08	               6878	          -0.470241	        5.26283e+07	            8889.33	              36959	            607.076	            412.898	            685.768	            443.095	                  1	            665.557	            425.244
   0TTTH	                 30	                 84	                  5	                 28	                 78	                 21	            103.637	               1763	            667.903	            342.708	           0.629385	            67.2966	            11.1791	            125.337	          0.0291445	           0.997944	            3.42766	            22.5895	        6.52503e+07	            8398.53	              38015	                NaN	        1.72635e+08	               5192	        1.29688e+08	               3754	        2.99673e+08	               9175	         2.0371e+08	               6127	           0.437268	        6.52503e+07	            8398.53	              38015	            626.014	            312.205	            709.792	            373.211	                  1	            688.092	            374.743
   0THTT	                 30	                 84	                  6	                 27	                 78	                 21	            74.4472	               1171	            701.552	            405.612	           -2.73712	            88.3652	            34.7514	            130.286	           0.028183	           0.955935	            2.19364	            20.6669	         4.0603e+07	            9048.76	              35532	                NaN	        1.37347e+08	               4083	        1.37347e+08	               4083	         2.7567e+08	               8391	        2.68622e+08	               8113	            -2.3407	         4.0603e+07	            9048.76	              35532	            735.772	            420.261	            667.332	            390.963	                  2	            679.308	            392.764
   0TTTT	                 30	                 84	                  7	                 29	                 78	                 18	            91.8868	               1625	             730.32	            396.452	           -2.60032	            115.275	              12.97	            143.899	          0.0278755	           0.997118	            2.64634	              23.57	        5.98065e+07	            8703.33	              38098	                NaN	         1.6887e+08	               5028	        1.32104e+08	               3820	        3.24146e+08	               9812	        2.16305e+08	               6445	           -2.54783	        5.98065e+07	            8703.33	              38098	            769.696	            420.123	            690.944	             372.78	                  3	            687.162	            383.665
   0THHH	                 30	                 84	                  8	                 23	                 75	                 21	            92.0676	               1595	            488.033	            342.246	           0.242262	             134.57	             13.281	            151.817	          0.0248379	           0.996181	            1.85915	            23.3564	        5.65195e+07	            8443.18	              36063	                NaN	        1.65573e+08	               4950	        1.29967e+08	               3803	        2.93645e+08	               9003	        2.07012e+08	               6275	          0.0469711	        5.65195e+07	            8443.18	              36063	            443.344	            331.202	            532.723	            353.289	                  4	            548.222	            360.831
   0HTHH	                 30	                 84	                  9	                 17	                 75	                 24	            88.6556	               1603	             490.51	            385.569	           0.265348	            125.099	            13.8822	            146.203	          0.0265739	           0.996994	            1.86115	            24.2648	        5.78012e+07	            8887.73	              37027	                NaN	        1.61619e+08	               4906	         1.1911e+08	               3514	        3.11288e+08	               9482	        1.97265e+08	               5938	            0.10926	        5.78012e+07	            8887.73	              37027	            447.734	            373.944	            533.287	            397.194	                  2	             542.76	            382.673
   0HTHT	                 30	                 84	                 10	                 18	                 75	                 27	            93.8131	               1794	            569.449	              405.6	           -2.89067	            50.5216	            11.9099	            116.412	          0.0314974	           0.997741	            3.28843	            25.7655	         6.5025e+07	            9232.37	              37851	                NaN	         1.7208e+08	               5258	        1.32193e+08	               3937	        3.34802e+08	              10142	        2.25494e+08	               6720	           0.696814	         6.5025e+07	            9232.37	              37851	            614.886	            417.247	            524.011	            393.953	                  1	            569.137	            392.623
   0HHHT	                 30	                 84	                 11	                 21	                 75	                 18	            104.841	               1739	            578.063	            380.931	           -3.10092	            37.7722	            37.9358	            113.473	          0.0307988	           0.947866	            2.20301	            22.6195	        6.03218e+07	            8776.96	              35423	                NaN	        1.82335e+08	               5385	        1.82335e+08	               5385	        3.43148e+08	              10430	        3.35489e+08	              10145	           -3.10335	        6.03218e+07	            8776.96	              35423	            630.441	            383.063	            525.686	            378.799	                  1	            555.038	             376.78
   0HHTH	                 30	                 84	                 12	                 22	                 75	                 36	            115.717	               1822	            649.925	            407.131	           0.290783	             40.799	            32.7452	            115.075	          0.0285867	           0.997773	            3.58813	            22.3502	        6.25347e+07	            8062.11	              35592	                NaN	        1.96196e+08	               5758	        1.96196e+08	               5758	        3.64599e+08	              11130	        3.50801e+08	              10610	           -2.56153	        6.25347e+07	            8062.11	              35592	            594.496	            390.543	            705.355	            423.719	                  1	             644.32	            404.557
   0TTHT	                 30	                 84	                 13	                 25	                 75	                 21	            124.174	               1875	            645.863	            353.034	           -2.47613	            44.0606	            32.5542	            117.669	          0.0310605	           0.998009	            3.72558	            21.4323	        6.66489e+07	            8356.02	              36086	                NaN	        1.97126e+08	               5871	        1.83072e+08	               5398	        3.44687e+08	              10511	        3.05671e+08	               9165	           0.772131	        6.66489e+07	            8356.02	              36086	            694.703	            391.368	            597.024	              314.7	                  1	            660.292	            371.607
   0THTH	                 30	                 84	                 14	                 30	                 78	                 21	            86.4844	               1357	            637.104	            373.894	           0.670657	            24.2248	            54.5237	            113.082	          0.0304292	           0.993323	             2.7416	            20.8064	        4.78268e+07	            8349.58	              36243	                NaN	        1.54005e+08	               4622	        1.54005e+08	               4622	        3.01598e+08	               9227	        2.98767e+08	               9118	            3.00056	        4.78268e+07	            8349.58	              36243	            603.227	            347.019	             670.98	            400.769	                  1	            618.243	            374.602
   0HTTT	                 30	                 84	                 15	                 15	                 72	                 21	            97.8623	               1693	            709.526	            454.939	            3.04589	            117.059	            12.0707	            145.296	          0.0302686	           0.980438	            2.64889	            23.3067	        6.04869e+07	            9119.33	              35992	                NaN	        1.54915e+08	               4670	        1.18751e+08	               3473	        2.52441e+08	               7757	        1.84686e+08	               5591	           -2.02458	        6.04869e+07	            9119.33	              35992	            758.234	            450.263	            660.819	            459.614	                  5	            689.875	            430.652
   0HHTT	                 30	                 84	                 16	                 26	                 75	                 21	            109.418	               1889	            733.329	            433.307	            3.12028	            127.222	            27.0161	            150.304	          0.0273389	            0.99869	            3.13239	            24.1952	        6.67925e+07	            8926.24	              36245	                NaN	          1.873e+08	               5626	        1.58193e+08	               4711	        3.55904e+08	              10749	        2.50388e+08	               7445	           -2.84529	        6.67925e+07	            8926.24	              36245	            788.026	            432.141	            678.632	            434.473	                  2	            687.549	            418.426
   0HHHH	                 31	                 87	                  1	                 20	                 75	                 21	            128.084	               1950	            469.366	            359.293	           0.200302	            146.473	            33.1834	            163.746	          0.0293362	           0.998621	            3.28303	            21.3841	         6.7713e+07	            8596.34	            35047.5	                NaN	         1.9875e+08	               5940	        1.77453e+08	               5256	        3.49886e+08	              10624	        2.81831e+08	               8399	           0.157387	         6.7713e+07	            8596.34	            35047.5	            406.604	            346.551	            532.128	            372.036	                  3	            531.799	            373.799
   0TTHT	                 31	                 87	                  2	                 25	                 75	                 21	            135.904	               2041	             641.61	            350.685	           -2.48471	            43.9534	            32.9887	             123.87	          0.0310605	           0.998009	            3.90992	            21.3539	        7.24018e+07	            8674.11	              35636	                NaN	        2.11967e+08	               6310	        1.96524e+08	               5794	        3.66709e+08	              11194	        3.24579e+08	               9749	           0.693586	        7.24018e+07	            8674.11	              35636	            695.422	             392.18	            587.799	             309.19	                  1	            660.988	            371.283
   0HTTH	                 31	                 87	                  3	                 16	                 72	                 24	            91.5184	               1573	            647.592	             428.17	           0.308138	            55.2468	            11.4099	            125.568	          0.0193594	           0.890669	            2.41051	            22.5702	        5.59619e+07	             9183.7	              36441	                NaN	        1.64073e+08	               4917	        1.39249e+08	               4090	        3.16315e+08	               9681	        2.43456e+08	               7385	          -0.333118	        5.59619e+07	             9183.7	              36441	            603.989	            414.292	            691.196	            442.048	                  1	            668.116	            426.221
   0TTTH	                 31	                 87	                  4	                 28	                 78	                 21	            112.892	               1921	            664.788	            341.037	           0.637956	            67.1792	            10.7983	            130.987	          0.0291445	           0.997944	            3.08496	            22.5021	        7.13577e+07	            8604.01	              38118	                NaN	        1.85204e+08	               5582	        1.39854e+08	               4062	        3.20451e+08	               9791	        2.20505e+08	               6620	           0.309873	        7.13577e+07	            8604.01	              38118	            619.444	             307.42	            710.132	            374.654	                  1	            688.731	            373.522
   0HHHT	                 31	                 87	                  5	                 21	                 75	                 18	            114.447	               1901	            574.605	            380.359	           -3.07144	            39.2622	            37.6381	             120.85	          0.0307988	           0.947866	             3.2017	            22.7279	        6.58561e+07	             8941.7	              35581	                NaN	        1.96586e+08	               5788	        1.96586e+08	               5788	        3.64811e+08	              11103	        3.56824e+08	              10802	           -3.14067	        6.58561e+07	             8941.7	              35581	            631.687	             384.37	            517.522	            376.348	                  1	            549.193	            375.731
   0THHH	                 31	                 87	                  6	                 23	                 75	                 21	            99.6829	               1703	            476.412	            340.082	           0.201859	            144.263	            13.0954	            162.612	          0.0248379	           0.996181	            2.53844	            23.4369	        6.05098e+07	            8799.36	              36053	                NaN	        1.76843e+08	               5261	        1.41147e+08	               4109	        3.19864e+08	               9786	         2.2351e+08	               6763	          0.0812898	        6.05098e+07	            8799.36	              36053	            427.583	            330.089	            525.242	            350.075	                  4	            541.601	            359.516
   0HTHH	                 31	                 87	                  7	                 17	                 75	                 24	            95.7551	               1781	            478.373	            383.033	           0.222491	            135.274	            14.1671	            157.578	          0.0265739	           0.996994	            2.36652	            24.9621	        6.42223e+07	             9393.1	              37362	                NaN	        1.74185e+08	               5282	        1.30108e+08	               3843	        3.31938e+08	              10108	        2.12961e+08	               6406	           0.154873	        6.42223e+07	             9393.1	              37362	            431.676	            372.468	            525.071	            393.598	                  2	             536.07	            381.481
   0HTHT	                 31	                 87	                  8	                 18	                 75	                 27	            103.692	               1968	            564.238	             404.79	           -2.87878	            53.3711	            11.4311	            124.494	          0.0314974	           0.997741	            3.29285	            26.1288	        7.12658e+07	            9472.31	              37699	                NaN	        1.86006e+08	               5686	         1.4222e+08	               4240	        3.57076e+08	              10826	        2.38698e+08	               7129	           0.604184	        7.12658e+07	            9472.31	              37699	            614.304	             418.26	            514.173	             391.32	                  1	            564.592	            391.832
   0TTHH	                 31	                 87	                  9	                 24	                 75	                 21	            111.635	               2161	            557.067	            337.679	          0.0952091	            73.4908	            10.8529	            129.881	          0.0312801	           0.992731	             3.0903	            25.8134	        7.75658e+07	              10038	              37797	                NaN	        2.00118e+08	               5967	        1.62016e+08	               4716	        3.51257e+08	              10705	         2.6475e+08	               7966	           0.805969	        7.75658e+07	              10038	              37797	            501.502	            332.373	            612.631	            342.986	                  2	            580.239	            356.345
