N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	10	10	10	10	(0, 128, 0)	4.900000233093314	8.971132633891035	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
7	0.7	6.002	1	10	10	10	10	(0, 128, 0)	5.54805459652305	8.971132633891035	-2.8467668020557677 0.00418053309211004 -2.156511620548218 0.0024218775749583602 -1.470823082028222 0.0009342051015621384 -0.7837813970925844 -4.4230242428564855e-05 -0.09244216740529788 -0.00044215366147692215 0.6030379164200284 -0.0003904045443998934 1.3012830799271922 -0.00013371542852385327 
7	0.7	9.003	1	10	10	10	10	(0, 128, 0)	5.599999372748448	8.971132633891035	-2.877999149703366 0.003099716141341638 -2.177999584376454 0.002377239197160708 -1.478000062864541 0.0016547642537867234 -0.7780005818346695 0.0009322934178174724 -0.07800110079969536 0.00020982752554794684 0.6219984207257124 -0.0005126343428884093 1.3219979860701554 -0.0012350943009647691 
8	0.7	12.000	1	10	10	10	10	(0, 128, 0)	6.289600506571206	8.971132633891035	-3.529436235791871 0.005557638737214599 -2.8302296379560206 0.004407056804438878 -2.1316944570247416 0.0032719340531099676 -1.4336073041316946 0.0021694684663410195 -0.7356767073806064 0.001110654804468912 -0.03758773442721865 9.501516160388492e-05 0.6609500629194301 -0.000889328254212639 1.360158621654104 -0.0018602490605971343 
8	0.7	15.001	1	10	10	10	10	(0, 128, 0)	6.299994252038221	8.971132633891035	-3.5346347302662733 0.00544987612681099 -2.834635971134584 0.00438771215163609 -2.1346375763034393 0.003325582735906621 -1.434639444278318 0.0022635293979169613 -0.7346414044226225 0.0012015790896250588 -0.034643272085318144 0.00013973153090123946 0.6653551232876304 -0.0009220407478246057 1.365353883064305 -0.001983779572604865 
9	0.7	18.003	1	10	10	10	10	(0, 128, 0)	6.999438026518435	8.971132633891035	-3.5519305330673006 0.0063333204136332595 -2.851965829223794 0.004928488659958923 -2.1520309322688123 0.0035181787834459317 -1.4521181985150304 0.0020949956109489387 -0.7522172824165533 0.0006529645875597245 -0.05231641027196377 -0.0008101947250500609 0.6475962010329431 -0.0022922507793883065 1.3475309218771214 -0.003787272015096733 2.04749542671783 -0.005287895050601326 
10	0.7	21.004	1	10	10	10	10	(0, 128, 0)	7.677911702850901	8.971132633891035	-3.6024957330746767 0.006573790076444036 -2.9035747424243663 0.005112094168633509 -2.2056267827818266 0.0036492563816855946 -1.5084528203819696 0.0021803690119722384 -0.8117780288516516 0.0007007444254547635 -0.11527808804338147 -0.0007927234499119591 0.5813894600640152 -0.0023007765058077685 1.2785516893771645 -0.003821716311714339 1.9764878828298467 -0.0053520441644366945 2.675401532407847 -0.0068877068920264435 
11	0.7	24.001	1	10	10	10	10	(0, 128, 0)	8.390589401007993	8.971132633891035	-3.616959332036572 0.006677341250647678 -2.9173112451649015 0.00532606382520238 -2.217992579797444 0.003950480145712167 -1.5189604550168399 0.0025112845769942474 -0.8201499070717244 0.0009657055526155707 -0.12147499391357122 -0.0007217328689700476 0.5771675066692823 -0.002569766900858359 1.2758910333890146 -0.0045742977132265435 1.9748089404550226 -0.0067078165935216955 2.674022110768635 -0.008925732564592646 3.373606458922773 -0.011179463271197764 
6	0.7	27.002	2	10	10	10	10	(31, 232, 5)	4.801798634349022	9.33525715480355	-3.819727497951294 0.03444729260771977 -3.127099212015959 0.022180114351038564 -2.441418231224265 0.009897031863253799 -1.7620661262668695 -0.002576915310975814 -1.088144134387838 -0.015343086633777085 -0.41850905152185774 -0.028341212314548815 
6	0.7	27.002	2	10	10	10	10	(178, 157, 22)	4.801588388162706	9.001351270142244	0.8486102424492693 -0.027894481779982036 1.5182967694163743 -0.020187402199381848 2.192248016434136 -0.012613864651315192 2.87161873541572 -0.005211015684988255 3.5573232204371306 0.0020791369238834694 4.2499943858434035 0.009359705823675147 
6	0.7	30.003	2	10	10	10	10	(31, 232, 5)	4.893952701538521	9.33525715480355	-3.9740435517148036 0.04088357420626361 -3.2746533752522513 0.025825431413827517 -2.5756912736322066 0.01076535602052041 -1.8771188407517811 -0.004310868027685616 -1.1788802972046568 -0.019411673374530775 -0.4809048645284059 -0.03453235656640868 
6	0.7	30.003	2	10	10	10	10	(178, 157, 22)	4.8939512004749925	9.001351270142244	0.9108222317241464 -0.03065312119100534 1.6089066470593636 -0.021944570002535094 2.307253856404419 -0.013242901192195546 3.0059345620442355 -0.00454972502985361 3.7050046857014003 0.004138519992760209 4.4045028710892495 0.01282764086697863 
7	0.7	33.004	2	10	10	10	10	(31, 232, 5)	5.467141103794303	9.33525715480355	-4.189509524559965 0.057332214733618006 -3.4969387514505126 0.03736130487659913 -2.811270966647589 0.016914111653918595 -2.1320350581602905 -0.004943018408166181 -1.4585317008120942 -0.02898156617247827 -0.7898453676961168 -0.0554231683005097 -0.1248607348030429 -0.08359819908382807 
7	0.7	33.004	2	10	10	10	10	(178, 157, 22)	5.467928375951113	9.001351270142244	1.1249961559289698 -0.01346778574010691 1.7905751959074647 -0.010377423384172451 2.4598919042146097 -0.006339140195103985 3.133993307748963 -0.001032763504425545 3.8137559319348053 0.005427099919373208 4.499860633254241 0.012680747381679314 5.192773256840339 0.020309802189920654 
7	0.7	36.001	2	10	10	10	10	(31, 232, 5)	5.5812529932962125	9.33525715480355	-4.361699444601757 0.08807787546366709 -3.663589356736031 0.05296850792606454 -2.9664592339252724 0.01771994491948146 -2.2702515126657117 -0.01792329549930274 -1.5748739436678878 -0.05416487329169391 -0.8801977722433624 -0.09105393614940761 -0.18605779230670424 -0.1284041117820315 
7	0.7	36.001	2	10	10	10	10	(178, 157, 22)	5.581131977711269	9.001351270142244	1.185108013131802 0.01704350188925437 1.8802150989380528 0.014474846574838288 2.5758382369345116 0.01223924272980952 3.2721338707818015 0.010468723668838414 3.969233902113942 0.009133290723302826 4.667241320462215 0.008096812606242097 5.36622676088499 0.0071871919749046985 
8	0.7	39.002	2	10	10	10	10	(31, 232, 5)	6.291976477903093	9.33525715480355	-5.079029039902392 0.1311607759471393 -4.380389429739624 0.09312480340186514 -3.6820701179460014 0.05503109702813611 -2.9840591521337774 0.016770546595275215 -2.286335829483379 -0.0217594430399507 -1.5888693914037293 -0.06061871605508453 -0.8916181779836035 -0.09979452669032077 -0.1945294210859422 -0.13917978147193288 
8	0.7	39.002	2	10	10	10	10	(178, 157, 22)	6.291824586576698	9.001351270142244	1.1878461541993302 0.025809896247821196 1.8860124488944534 0.02145413916653819 2.5843254174735475 0.017251049225245552 3.2828345218720245 0.013275819556787328 3.9815836036193253 0.009536945560727855 4.680609526651114 0.005992717647551857 5.379941021165466 0.002572557335608915 6.07959772316689 -0.0007979999721691192 
9	0.7	42.003	2	10	10	10	10	(31, 232, 5)	6.802964802635854	9.33525715480355	-5.77236679294369 0.1752739276120283 -5.0790187324220915 0.14476492731602836 -4.391724508157667 0.11272452660214839 -3.7106416862828566 0.07568883982098405 -3.0359936855358765 0.028949424832602613 -2.367982145052364 -0.03246172841680087 -1.7065037847772198 -0.1121597085008989 -1.0505971303096318 -0.21035787262072259 -0.39778225807538364 -0.3217104886221614 
9	0.7	42.003	2	10	10	10	10	(178, 157, 22)	6.815214364312435	9.001351270142244	0.7066453214213279 0.19940442133890202 1.3648050110534276 0.12943008794740848 2.0262359486671375 0.07129232977447178 2.6929044646732914 0.029850154960998854 3.3655784360900385 0.004886523226724106 4.044296850390723 -0.006873624383637292 4.728785078894074 -0.00987486335682684 5.4186959579714795 -0.008280282615833292 6.113732814976185 -0.005115568960434297 
9	0.7	45.000	2	10	10	10	10	(31, 232, 5)	6.971855234671063	9.33525715480355	-5.899399001667332 0.30125953651818593 -5.205120388377221 0.22023276348108 -4.512008242096887 0.13762345386730065 -3.820300272304933 0.05095021187830838 -3.1302208240365044 -0.0421875400151775 -2.441891740625887 -0.14338019527719215 -1.7552399324235266 -0.2528923587817392 -1.0699212632734039 -0.3694157806478686 -0.3852952354904659 -0.49010032558991445 
9	0.7	45.000	2	10	10	10	10	(178, 157, 22)	6.970454024651193	9.001351270142244	0.6935923947124703 0.3577478321623929 1.3839319913543784 0.2783261565641887 2.0747102306027156 0.2028395916419209 2.7663888833240833 0.1339783647240599 3.459238148378081 0.07296905699648326 4.1533600673058695 0.019555989988042144 4.8487432361596925 -0.027758268092520435 5.545319184233162 -0.07122506691101418 6.24300607596466 -0.11316658918197864 
10	0.7	48.001	2	10	10	10	10	(31, 232, 5)	7.6911658746775355	9.33525715480355	-5.94898538652041 0.37920210855805203 -5.257495603181143 0.27270690839591083 -4.566585758198226 0.16466884720318611 -3.876604202284987 0.052683082568959 -3.1879237143753163 -0.06571349914120321 -2.5008468127225263 -0.19239625103853286 -1.8155104686449761 -0.32817671684549765 -1.1318027146508969 -0.4725471630576636 -0.44931825777585954 -0.6236657227956549 0.23261989192252597 -0.7785652853435876 
