N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	current length	div_length	X
6	0.7	3.001	1	10	10	10	10	4.900000233093314	8.47911865448803	-2.200000116546657 1.4287546703519706e-16 -1.5000000874099901 -2.857509197987497e-17 -0.8000000291366638 -1.1430037505532248e-16 -0.09999997086333844 -1.143003750553224e-16 0.6000000874099888 -2.8575091979874795e-17 1.3000001165466568 1.4287546703519736e-16 
6	0.7	6.002	1	10	10	10	10	4.9000002330933174	8.47911865448803	-2.200000116546657 1.4287546703695146e-16 -1.5000000874099901 -2.857509198010462e-17 -0.8000000291366625 -1.143003750568448e-16 -0.0999999708633355 -1.1430037505684528e-16 0.6000000874099928 -2.85750919801061e-17 1.3000001165466608 1.4287546703694902e-16 
6	0.7	9.003	1	10	10	10	10	4.9000002330933174	8.47911865448803	-2.200000116546657 1.4287546703695146e-16 -1.5000000874099901 -2.857509198010462e-17 -0.8000000291366625 -1.143003750568448e-16 -0.0999999708633355 -1.1430037505684528e-16 0.6000000874099928 -2.85750919801061e-17 1.3000001165466608 1.4287546703694902e-16 
8	0.7	12.000	1	10	10	10	10	6.299980680203744	8.47911865448803	-2.8999846868536503 0.004699208874076421 -2.19998881490585 0.0026793477137731798 -1.4999933889108252 0.0009826172641941003 -0.7999978436223006 4.978059151492158e-06 -0.10000215637769638 4.978059151468082e-06 0.5999933889108284 0.0009826172641940268 1.2999888149058532 0.002679347713773054 1.999984686853654 0.0046992088740762435 
8	0.7	15.001	1	10	10	10	10	6.300000328806018	8.47911865448803	-2.900000164371475 0.002097696674037753 -2.200000136835308 0.0020929262506333107 -1.5000000815025911 0.0020889189730703825 -0.8000000270631369 0.002086610013453749 -0.09999997293686201 0.002086610013453724 0.6000000815025923 0.002088918973070307 1.3000001368353094 0.002092926250633185 2.0000001643714764 0.002097696674037577 
8	0.7	18.003	1	10	10	10	10	6.300000349627696	8.47911865448803	-2.9000001748138473 0.00209155252307512 -2.2000001456781133 0.0020915412565466287 -1.5000000874065123 0.0020915317923748144 -0.8000000291354419 0.0020915263391986377 -0.09999997086455735 0.0020915263391986126 0.6000000874065133 0.002091531792374739 1.300000145678115 0.002091541256546503 2.0000001748138487 0.002091552523074944 
10	0.7	21.004	1	10	10	10	10	7.699983833792897	8.47911865448803	-3.599986579304158 0.006728179239621066 -2.8999894548496075 0.0049922509574811084 -2.199992660877119 0.0034064767834546274 -1.4999957889797528 0.0021827175417307217 -0.7999986434270923 0.0015142173680338844 -0.10000135657289781 0.001514217368033849 0.5999957889797627 0.0021827175417306133 1.299992660877129 0.0034064767834544405 1.999989454849617 0.004992250957480838 2.6999865793041677 0.0067281792396207095 
10	0.7	24.001	1	10	10	10	10	7.699999714781731	8.47911865448803	-3.5999997614497015 0.0041620558720777195 -2.8999998058584846 0.003929381881539156 -2.1999998475139333 0.0037167836196869376 -1.499999904421815 0.00355265507122632 -0.7999999676556833 0.0034629654457912743 -0.10000003234430718 0.0034629654457912352 0.5999999044218249 0.003552655071226203 1.2999998475139434 0.0037167836196867416 1.9999998058584945 0.003929381881538881 2.6999997614497113 0.004162055872077366 
10	0.7	27.002	1	10	10	10	10	7.700000443579013	8.47911865448803	-3.600000220074721 0.0038178820958737997 -2.9000001927017314 0.0037867757042755706 -2.20000013706885 0.0037583532535633317 -1.5000000820301598 0.0037364107614219883 -0.8000000273110018 0.0037244200751867197 -0.0999999726889887 0.0037244200751866807 0.6000000820301691 0.0037364107614218708 1.3000001370688594 0.003758353253563136 2.000000192701741 0.003786775704275297 2.70000022007473 0.003817882095873448 
6	0.7	30.003	2	10	10	10	10	4.874583864833568	7.651697558641789	-4.603991018779409 0.08156872427604303 -3.906538638187303 0.051103170725226334 -3.210887267926577 0.02063104943684026 -2.5168781682490016 -0.00995643766963785 -1.8242779643110933 -0.040723903847662536 -1.1327866886164697 -0.07163632166983772 
6	0.7	30.003	2	10	10	10	10	4.8745838634074135	8.241146379980458	0.23278666608346013 -0.07163562650991008 0.9242779511756889 -0.04072342905202353 1.6168781642858272 -0.009956177844072786 2.310887272849948 0.02063110098799638 3.0065386518132917 0.05110301900995104 3.703991041095465 0.08156837126726808 
6	0.7	33.004	2	10	10	10	10	4.898431515137288	7.651697558641789	-4.64365867033693 0.08518241925517765 -3.944506823046331 0.053181300541023734 -3.2454661178492556 0.021179826208384645 -2.546526803881625 -0.010828989424518416 -1.8476744863684176 -0.042849339781733706 -1.1488906680251432 -0.07487903449100784 
6	0.7	33.004	2	10	10	10	10	4.8984315150282445	8.241146379980458	0.24889063990680965 -0.0748782189335337 0.9476744696047965 -0.042848772682145375 1.6465267984552328 -0.01082867039342116 2.345466123738486 0.021179897654360343 3.0445068402374282 0.05318112476306649 3.7436586988292193 0.08518199639452774 
6	0.7	36.001	2	10	10	10	10	4.899902603822584	7.651697558641789	-4.646104976627784 0.08540962867016164 -3.946848476736714 0.05331190349460675 -3.2475988665248137 0.021214155138944046 -2.5483555665180626 -0.010884050955277617 -1.849117680893755 -0.04298297656786 -1.149884085725963 -0.07508248402691729 
6	0.7	36.001	2	10	10	10	10	4.8999026038157085	8.241146379980458	0.24988405722470067 -0.07508166053763063 0.9491176638787469 -0.04298240333434455 1.6483555609882055 -0.010883727953078456 2.347598872478747 0.0212142279401957 3.046848494173571 0.053311726117601814 3.7461050055475247 0.08540920112377878 
6	0.7	39.002	2	10	10	10	10	4.899994179750545	7.651697558641789	-4.646257257656771 0.08542378918702458 -3.9469942438125085 0.05332004292797234 -3.2477316298503163 0.021216293979027346 -2.54846940714249 -0.010887483354536412 -1.8492075201451517 -0.04299130530704397 -1.1499459264722942 -0.0750951620885461 
6	0.7	39.002	2	10	10	10	10	4.8999941797501165	8.241146379980458	0.2499458979470365 -0.07509433810349812 0.9492075031143808 -0.04299073168993367 1.6484694016061374 -0.010887160103856396 2.3477316358082985 0.021216366865161165 3.0469942612647705 0.05331986545096769 3.7462572866033104 0.08542336134744205 
8	0.7	42.003	2	10	10	10	10	6.143445574268744	7.651697558641789	-5.80209019191688 0.19360288903126543 -5.110296108676436 0.14292029598695144 -4.424730340621123 0.09176936687092221 -3.745150109542757 0.038814919817742696 -3.071151051768797 -0.017180688185579267 -2.4021433569768016 -0.07691599414851509 -1.7373296404727154 -0.14020625340657772 -1.0756940044210705 -0.2057671420130465 
8	0.7	42.003	2	10	10	10	10	6.143111746780054	8.241146379980458	0.17477616394504106 -0.18939360291538773 0.8368107024989692 -0.1290675557682573 1.5019693427938237 -0.07034965691943192 2.1712346932815487 -0.014226936161007776 2.84540699717416 0.03911881294547352 3.525099672779427 0.09019063655404996 4.210747129460104 0.1399329104709739 4.902618677351912 0.18938949200504593 
