N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	current length	div_length	X
11	0.7	200.003	8	10	10	10	1	8.365341457808873	8.734724942177834	4.076969806375368 12.411277981405766 4.587500610427902 11.934088292312365 5.095205040801645 11.454676554845133 5.597842879022096 10.96969448497427 6.095165715317837 10.4776827706025 6.587563303387969 9.985335686418901 7.081431214696691 9.499577640921352 7.581981683094816 9.02237901019653 8.089141709902174 8.550396394861409 8.601008005394888 8.0784900292641 9.11544178818391 7.602927772314922 
11	0.7	200.003	8	10	10	10	1	8.187507634813205	8.613545190400691	7.884070106659501 4.2281534392814235 8.403296458790063 3.772035262800473 8.91301476728808 3.323551810149383 9.413328564694186 2.878091833380225 9.912852002809112 2.4218733461164943 10.405752827630309 1.946002715893202 10.873438198979937 1.451288246608424 11.310388100884685 0.9391827931358152 11.727519833876677 0.4104574888336341 12.137189400347493 -0.12531616950971025 12.552511203793625 -0.6688583801820728 
8	0.7	200.003	8	10	10	10	1	6.162899346089532	7.561809729197574	-5.6811226977935085 10.160757357744506 -4.997603113494071 10.051153845091603 -4.319641555862989 9.94523514468527 -3.6445951555391285 9.835411059046844 -2.980119018024475 9.711376563167777 -2.323797321761036 9.572584614819707 -1.6653544195891825 9.423488788400288 -1.0042323600875065 9.270296413876277 
8	0.7	200.003	8	10	10	10	1	6.150139146500248	6.892820844091974	-0.6239746175989718 8.808863485623046 0.03522334463221943 8.653276857070821 0.6877141712082862 8.493478285487276 1.3334789425599265 8.319061327923944 1.9857290947047028 8.114743933733056 2.627275343732504 7.880965192151742 3.2558473515642015 7.625253126448507 3.887624989604836 7.354781263906176 
8	0.7	200.003	8	10	10	10	1	6.110748336545802	6.685130341493688	4.710933023143053 8.389469625191772 5.2462631218441285 7.96028802926523 5.772508007268671 7.535267204532713 6.2904666732266294 7.110090765332933 6.802266658339203 6.684478839902781 7.316363366944075 6.263213986635176 7.843739521512038 5.851574174508042 8.38684150734189 5.4444562561707235 
8	0.7	200.003	8	10	10	10	1	6.171976716185329	7.028781254543503	7.866607070522039 6.747933117643194 8.493863344041607 6.455670691430179 9.102827388168992 6.16228726409037 9.69635181277706 5.852264274982945 10.28528946233733 5.512912737730966 10.86731628907432 5.146764032226813 11.436213219345904 4.771983508056385 12.00702891343693 4.391820251153474 
10	0.7	200.003	8	10	10	10	1	7.563269970927566	8.296956026843256	7.841364635099219 2.0941533356843003 8.212068169610404 1.5127216994142931 8.585195238677704 0.9360820753539959 8.96862732206965 0.3659051452911901 9.371168350191079 -0.19485908117669778 9.792718039130925 -0.7397025851367416 10.221377512132818 -1.2592285888613646 10.660981332164164 -1.7654679250680037 11.116566558169833 -2.2718305014555225 11.585794570541625 -2.7851275122055545 
7	0.7	200.003	8	10	10	10	1	5.548056947374221	8.094095279012192	-8.300489714573922 11.778303715872811 -7.622254487581434 11.623802566265924 -6.946471431006886 11.472711855520831 -6.273016815614136 11.324591896784163 -5.601212293272201 11.175244379094993 -4.930741902711916 11.017816562732204 -4.257192018370626 10.852593332903458 
9	0.7	200.003	8	10	10	10	1	6.868309831555981	7.673008224311441	-4.28528915660049 11.758976975355987 -3.664287446802198 11.454559607076668 -3.0524457897351653 11.15208309602117 -2.4445514099969166 10.852215135442966 -1.835310652119808 10.552571485284144 -1.2246206751537279 10.249950926879908 -0.6137060396165188 9.939729340550684 -0.007082783292224824 9.623341791593536 0.6000153517121259 9.30282934655502 
11	0.7	200.003	8	10	10	10	1	8.179734114395556	8.63213416128114	-2.805646902224777 -0.6078270315056817 -2.3689618576117977 -1.1411415970557472 -1.9232762854846859 -1.658257791561151 -1.4633632972323631 -2.1536767507524788 -0.9880011213045592 -2.6379993418967107 -0.5100020583533804 -3.116077286613942 -0.037402485362548886 -3.593319982665188 0.43860017038282584 -4.080351849316771 0.9153919004722271 -4.566739581950502 1.385245160452252 -5.042290205078709 1.8606219938262907 -5.521255199666048 
