N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.003	1	1	10	10	10	(0, 128, 0)	4.900001892985401	8.364094956131279	-2.2000009464927004 1.4287552040507976e-16 -1.50000071379961 -2.8575091720229616e-17 -0.8000002326927184 -1.1430042868485007e-16 -0.09999976730728236 -1.1430042868485017e-16 0.6000007137996096 -2.8575091720229776e-17 1.3000009464926998 1.4287552040507954e-16 
7	0.7	6.003	1	1	10	10	10	(0, 128, 0)	5.599982840996262	8.364094956131279	-2.200001251922656 -0.00015472140302568127 -1.500000909382899 -0.0004650089523802632 -0.800000041477907 -0.0005268847659860303 -0.09999975687914554 -3.294640054306213e-05 0.5999961200945422 0.001194164212802637 1.2999826987769905 0.0030713502252236297 1.9999742656225057 0.005280197499036411 
7	0.7	9.003	1	1	10	10	10	(0, 128, 0)	5.599995986811274	8.364094956131279	-2.2000033367198455 -0.0014939598541421303 -1.5000042429793474 -0.0005975916655083703 -0.8000053924337159 0.0002987787160466146 -0.10000689013042648 0.0011951538581344392 0.5999915428684237 0.002091535242420201 1.2999902376881387 0.002987922168449006 1.9999892065382041 0.003884311949727881 
8	0.7	12.003	1	1	10	10	10	(0, 128, 0)	6.29998812456472	8.364094956131279	-2.8999863991278794 -0.0057369061128179615 -2.1999905207664128 -0.00404814509552981 -1.499995658462055 -0.002385927722548827 -0.8000006265547049 -0.0007827750422748942 -0.10000447215115138 0.000740077871573158 0.5999929679756798 0.002182631203451347 1.2999913785939534 0.0035661213988530402 1.9999900536934134 0.004923070975256627 
8	0.7	15.003	1	1	10	10	10	(0, 128, 0)	6.299996293284197	8.364094956131279	-2.8999926550621353 -0.005523239727532216 -2.19999462968692 -0.00399998708930613 -1.499996802316056 -0.0024767981941480727 -0.799999259849352 -0.0009537508148736554 -0.10000176578407934 0.0005691049031099139 0.5999958973997194 0.002091769432978937 1.2999938957588242 0.0036142937958937543 1.9999920427408497 0.005136755169840166 
9	0.7	18.003	1	1	10	10	10	(0, 128, 0)	6.999991566845523	8.364094956131279	-3.5999773959949457 -0.009766882512236896 -2.899981192121022 -0.007722569172314828 -2.1999855084130195 -0.005684738184963997 -1.499990182022362 -0.003662025787229772 -0.7999947634200143 -0.0016613984572882677 -0.09999893405840952 0.0003145041015966148 0.5999974521933601 0.002268322867234785 1.2999944034597017 0.004207025627104235 1.9999915711287746 0.006139248142190624 
10	0.7	21.003	1	1	10	10	10	(0, 128, 0)	7.699987424025505	8.364094956131279	-3.5999793544792977 -0.010166489714193327 -2.89998261317513 -0.008096718706576553 -2.199986116467209 -0.0060030262730774 -1.4999902452780665 -0.0038515486254740725 -0.7999951158498494 -0.0016112665949547598 -0.10000082965421017 0.0007360928207500046 0.5999926289320245 0.003190611813772018 1.2999855545647512 0.005734135285404684 1.9999786122071843 0.00833565235470068 2.699972368715705 0.01096120508880569 
5	0.7	24.002	2	1	10	10	10	(6, 14, 25)	3.9116328884481915	7.5611018259050535	-3.655290830878672 0.0014980082685173647 -2.985021918629105 -0.00229302777147176 -2.3454949558599094 -0.0059178784093970975 -1.7347779628347515 -0.009393421226462287 -1.1436984705586217 -0.012770101180289 
6	0.7	24.002	2	1	10	10	10	(247, 23, 223)	4.602868168389606	7.812697585956694	0.21125559578297232 -0.01539017552841279 0.8029246982305652 -0.006446329775767501 1.41648953145327 0.002756427416914021 2.058995556841228 0.012298339046736773 2.727166300857288 0.022144123860463577 3.413769769678316 0.03222500719143104 
5	0.7	27.002	2	1	10	10	10	(6, 14, 25)	4.0657302441014584	7.5611018259050535	-3.831803887551049 0.0028819270443762386 -3.147390761847525 -0.0013384300477826715 -2.477037472518488 -0.0054734995973477005 -1.81789711791612 -0.00954210261872748 -1.1661243982182896 -0.013567825519746814 
