N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	10	5	5	10	(0, 128, 0)	4.900000116546675	8.238257054453443	-2.2000000582733334 1.4287491091403858e-16 -1.5000000437049994 -2.857501932861004e-17 -0.8000000145683315 -1.142998915854282e-16 -0.09999998543166323 -1.1429989158542824e-16 0.6000000437050057 -2.857501932861027e-17 1.300000058273341 1.42874910914038e-16 
7	0.7	6.002	1	10	5	5	10	(0, 128, 0)	5.599988492512818	8.238257054453443	-2.20000024269049 9.63690622335233e-05 -1.5000006121966498 -0.0002872061762449296 -0.8000014319135184 -0.0005768825168082337 -0.10000328904751174 -0.00040713997503827174 0.5999925684658062 0.0007155594293391177 1.2999855565357528 0.0029554717160215674 1.9999775126921913 0.005869980458741362 
7	0.7	9.003	1	10	5	5	10	(0, 128, 0)	5.600000144942491	8.238257054453443	-2.2000054914477913 -0.0014886940097105302 -1.5000060446572063 -0.0005971855051976535 -0.8000065847885378 0.00029544564936966235 -0.10000712793453417 0.0011904107330740568 0.5999923252852634 0.002088213821573627 1.2999917755423014 0.002988350839276743 1.9999912098460848 0.003889610469858226 
8	0.7	12.000	1	10	5	5	10	(0, 128, 0)	6.299998671941724	8.238257054453443	-2.8999923484871752 -0.006181997939285975 -2.1999953950941613 -0.00414815732527003 -1.4999982930768272 -0.0021963094204059818 -0.8000007845706412 -0.0004266628965663447 -0.10000272468514307 0.0010957134461308297 0.5999958595634051 0.0023712917503630184 1.2999948286587415 0.003465667523650959 1.9999940044548508 0.0044787389373075375 
8	0.7	15.001	1	10	5	5	10	(0, 128, 0)	6.300000171015524	8.238257054453443	-2.899994823477792 -0.005554927429240684 -2.199996520425613 -0.004007108936300538 -1.4999981942355232 -0.0024632845073183484 -0.7999998486940589 -0.0009283486060141911 -0.10000147683482663 0.0005945028375765695 0.5999969212862856 0.002105269823332521 1.2999953387301333 0.0036071482813485006 1.9999937504144374 0.005105032612540159 
9	0.7	18.003	1	10	5	5	10	(0, 128, 0)	6.99999995767975	8.238257054453443	-2.8999966574482343 -0.0062220205040037285 -2.199998797222797 -0.00449074221620553 -1.5000010090291376 -0.002729968835758233 -0.8000034089227394 -0.0009003873688877348 -0.10000608600984413 0.0010297274662168924 0.5999909174640413 0.0030724095233006375 1.2999876274791446 0.005215649487453011 1.999984134962045 0.007427729566212614 2.699980547019754 0.009669323722517807 
10	0.7	21.004	1	10	5	5	10	(0, 128, 0)	7.699998969761857	8.238257054453443	-3.5999796342624175 -0.011579749641816801 -2.899985280871905 -0.008779453524312072 -2.199990795846731 -0.0060228851014261986 -1.4999959618334302 -0.00336918226258705 -0.800000597556001 -0.0008683355742318402 -0.10000463199476847 0.0014552913253458731 0.5999918921370031 0.0036089254099959545 1.2999888539710942 0.005627242416449963 1.9999861019798573 0.0075607854103746834 2.6999834821178332 0.009460337296804289 
5	0.7	24.001	2	10	5	5	10	(54, 194, 150)	4.155536411397018	10.547726242182687	-4.608010586408197 -0.01690269765912583 -3.912801589545514 -0.013312472823838533 -3.2221461075714366 -0.009643032172123667 -2.535598349264354 -0.005794581540393912 -1.8525158279552185 -0.0017712275315795963 
6	0.7	24.001	2	10	5	5	10	(60, 30, 77)	4.839153835043684	9.140843780091856	-0.5309005163512813 -0.009838127014796472 0.1507662690413662 -0.0038368030934924414 0.8347068926924585 0.001870854779838611 1.5218114143776018 0.007201727126205938 2.212792350211951 0.012244279592171 2.9081465466620506 0.01717209718006869 
5	0.7	27.002	2	10	5	5	10	(54, 194, 150)	4.1986543424914675	10.547726242182687	-4.705147269955515 -0.018781820201482557 -4.005309447801286 -0.01383340564523179 -3.305609436363047 -0.008881397854238488 -2.6060338071437577 -0.003921392843986016 -1.9065631691848812 0.0010464051384356955 
6	0.7	27.002	2	10	5	5	10	(60, 30, 77)	4.8981563143220255	9.140843780091856	-0.5090937441726726 -0.012021531453480455 0.19032337020157325 -0.005715730595286723 0.8898092164222225 0.0005778010424006182 1.5893908500329281 0.006855228095749916 2.2890899537516556 0.013120013845995782 2.9889216305527446 0.019379566124844514 
6	0.7	30.003	2	10	5	5	10	(54, 194, 150)	4.899937822388916	10.547726242182687	-5.408040337689177 -0.026810185844330776 -4.7080724059281325 -0.020594611142859945 -4.008107202919246 -0.01456760531244537 -3.308143162079698 -0.008891460848523063 -2.608179935072894 -0.003564482537851771 -1.908218221422718 0.001576495377136483 
7	0.7	30.003	2	10	5	5	10	(60, 30, 77)	5.599912466531155	9.140843780091856	-0.5084776747226499 -0.01276318694735714 0.19146903811892274 -0.0060732615430658474 0.8914169791189631 0.000631531600919449 1.591367102173933 0.007367584077325996 2.2913203154488673 0.014141858153284493 2.991277454873064 0.020947673548344127 3.691239197299996 0.02776871384583406 
6	0.7	33.004	2	10	5	5	10	(54, 194, 150)	4.899994138831769	10.547726242182687	-5.408152001775736 -0.0263374987137936 -4.708175454847679 -0.020658968301709896 -4.008199312163588 -0.014980422266229431 -3.308223557204399 -0.0093018381044374 -2.608248144600339 -0.003623203904079572 -1.9082730308395048 0.0020554696938770802 
7	0.7	33.004	2	10	5	5	10	(60, 30, 77)	5.599992354225099	9.140843780091856	-0.5084605918849818 -0.012838223194916083 0.19150483519988598 -0.006081859107807857 0.8914704613965585 0.0006744912680984399 1.5914363471965252 0.007430846437821082 2.2914025567655862 0.014187227725591374 2.9913691408524152 0.020943640754910026 3.6913361201038613 0.02770007372248625 
7	0.7	36.001	2	10	5	5	10	(54, 194, 150)	5.402321924811657	10.547726242182687	-5.43355699705095 -0.027067018866928562 -4.741773455331712 -0.02324353806029273 -4.058874769128522 -0.01872884979127092 -3.3859281082228287 -0.01194995702179121 -2.723877256718293 -0.0008400025273492872 -2.072927593989291 0.016067336142187562 -1.431978407761146 0.03787716352879819 
8	0.7	36.001	2	10	5	5	10	(60, 30, 77)	6.101157897877165	9.140843780091856	-0.30000414341734094 -0.037892152210760026 0.34144958417327553 -0.017163346844444025 0.9935225118565288 -0.0009673200390429064 1.6570789817156022 0.010138228640697126 2.331350709351978 0.01777157745164315 3.0146011578665246 0.02390199515234558 3.7048370896120146 0.029801303619242048 4.400402623592879 0.03585446095011934 
7	0.7	39.002	2	10	5	5	10	(54, 194, 150)	5.566053457680011	10.547726242182687	-5.712471157998605 -0.08983073278604124 -5.015106574481584 -0.05562945523963249 -4.319563970594805 -0.01990618079153408 -3.625855912492058 0.019460755051641077 -2.9339379931251806 0.06407642593132752 -2.243649758499676 0.11418171269241781 -1.5546474038262232 0.16808890937853949 
9	0.7	39.002	2	10	5	5	10	(60, 30, 77)	6.947761210571363	9.140843780091856	-0.23252146102723292 -0.14822273395439312 0.4560141329494201 -0.09848394004450377 1.1451738152070243 -0.05324674255505174 1.8354243874273781 -0.015268571910181451 2.527044015568995 0.014518634917522142 3.2201827394548657 0.03678177919668336 3.9149301166100643 0.053305627748005895 4.611353173503254 0.06637230837363539 5.309502113774797 0.07811108974394661 
8	0.7	42.003	2	10	5	5	10	(54, 194, 150)	6.202631566577731	10.547726242182687	-6.4547727255618 -0.1602218826744387 -5.756831872925023 -0.11206998693135739 -5.059363562471786 -0.06433931575925879 -4.362781171602658 -0.017901300003112484 -3.668856068266681 0.02873046338048796 -2.9829055323980063 0.08520604626246293 -2.3156725156311313 0.1691218596992527 -1.6768640213718826 0.28677506153244237 
10	0.7	42.003	2	10	5	5	10	(60, 30, 77)	7.608616967785663	9.140843780091856	-0.8443706480629413 -0.27262115328344455 -0.20003664114741965 -0.17666665473961457 0.47309866214978646 -0.1113499833336049 1.1625320808334259 -0.06937155283852664 1.8579009996145828 -0.03557542884763217 2.5550362885840974 -0.0036081006974879285 3.252846932332625 0.026479783090296583 3.951144652929454 0.05401383102227629 4.6498902330737675 0.07956234474456418 5.349054592577894 0.10427280707639844 
8	0.7	45.000	2	10	5	5	10	(54, 194, 150)	6.2888951839490925	10.547726242182687	-6.530105313456871 -0.2835339383497613 -5.837057419553057 -0.18856521892875525 -5.144961647198708 -0.09017706965747309 -4.454527049140803 0.016345878849549682 -3.7664481721371867 0.13490226822387105 -3.0811226734895003 0.2670282017511318 -2.398356549565014 0.41109901193758935 -1.7171995354852125 0.5623538106042241 
10	0.7	45.000	2	10	5	5	10	(60, 30, 77)	7.6783493303123915	9.140843780091856	-0.8330010517095411 -0.49735475228094816 -0.14776817441807447 -0.3684666825015302 0.5386985744888493 -0.24798216838679893 1.2274892709364789 -0.1426980816663944 1.9189800208929753 -0.05675910246528327 2.6129309589638963 0.008870220523156601 3.3087941331532598 0.056261815100046214 4.006022606630334 0.08977140910381409 4.704233646811808 0.11485211429960282 5.4032161480806735 0.13663690639412898 
9	0.7	48.001	2	10	5	5	10	(54, 194, 150)	7.000284310254914	10.547726242182687	-7.220866291158864 -0.4293121772364298 -6.530274354104463 -0.31492443154002236 -5.840053887566646 -0.19833630712905717 -5.150772994065288 -0.0763764018808387 -4.46303256753179 0.05394971007106525 -3.777299254495017 0.19451764540854793 -3.0937314359571872 0.34546797211541386 -2.412039782653217 0.5049841409325181 -1.731448361653606 0.669455944430036 
11	0.7	48.001	2	10	5	5	10	(60, 30, 77)	8.397550598354435	9.140843780091856	-1.5188560270361071 -0.7024301907563028 -0.8338356192808457 -0.558255533641633 -0.14770510765213987 -0.42023134653954014 0.5405083606273403 -0.2938367797635173 1.2312860317406835 -0.18301803982715065 1.9245863107061971 -0.08962223639019287 2.619988294200874 -0.013237567166742141 3.316910711196313 0.04855116154701298 4.014797892708256 0.09955674958894152 4.713215616620168 0.14414293118382346 5.411869486696023 0.18624768534399191 
10	0.7	51.002	2	10	5	5	10	(54, 194, 150)	7.700366120818785	10.547726242182687	-7.905367908166767 -0.5772517436315316 -7.216831130694111 -0.45104667219775496 -6.52846021192694 -0.32390397033596413 -5.840527860748607 -0.1943851940608567 -5.15333733874472 -0.06096864395107837 -4.4671564004368856 0.07757388820227658 -3.782152115583652 0.221873972352198 -3.098331186249855 0.37176463900936185 -2.4154974800648965 0.5261956317422706 -1.7332408012938387 0.6832638230553153 
