N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.003	1	5	10	10	10	(0, 128, 0)	4.900000466082629	9.111390254441641	-2.200000233041315 1.4287547417295326e-16 -1.5000001747819054 -2.8575091980332655e-17 -0.800000058259391 -1.1430038219262043e-16 -0.09999994174061007 -1.1430038219262043e-16 0.600000174781904 -2.8575091980332754e-17 1.3000002330413138 1.4287547417295314e-16 
7	0.7	6.003	1	5	10	10	10	(0, 128, 0)	5.599985136442832	9.111390254441641	-2.200000340932533 -0.00015472031331156016 -1.5000003046059573 -0.00046501053255387553 -0.8000005211576418 -0.0005268891874533213 -0.100002493326713 -3.295488278321507e-05 0.599992129691825 0.0011941532332627406 1.2999842949912228 0.0030713580264503343 1.9999774720083758 0.005280215393485149 
7	0.7	9.003	1	5	10	10	10	(0, 128, 0)	5.60000050435219	9.111390254441641	-2.2000056394490963 -0.0014939710444563609 -1.50000616285379 -0.0005975995016564361 -0.8000066342131998 0.0002987746122712618 -0.100007109033762 0.0011951539285365196 0.5999924161375663 0.0020915395761049527 1.299991944756709 0.0029879304348582048 1.9999914213241545 0.003884323731438125 
8	0.7	12.003	1	5	10	10	10	(0, 128, 0)	6.2999963426410375	9.111390254441641	-2.8999924495928857 -0.005736936074774458 -2.199994771515189 -0.004048164874106304 -1.4999972612579013 -0.0023859357378659064 -0.7999998023695161 -0.0007827728755613643 -0.10000221820178344 0.0007400866381545915 0.5999956236313806 0.0021826432192061426 1.2999937877239434 0.0035661346125315844 1.9999922212261123 0.004923085086657092 
8	0.7	15.003	1	5	10	10	10	(0, 128, 0)	6.300000590510969	9.111390254441641	-2.8999951051642654 -0.005523258631010423 -2.199996712538321 -0.004000001451003835 -1.499998268520486 -0.002476807473441432 -0.7999998288860799 -0.0009537544060722841 -0.10000139048181514 0.000569107096183548 0.5999970499861034 0.002091777040491786 1.29999549545052 0.003614306095012999 1.9999938897985214 0.005136771724081027 
9	0.7	18.003	1	5	10	10	10	(0, 128, 0)	6.999999507143368	9.111390254441641	-3.599982474508253 -0.009766915130585939 -2.899985480178444 -0.007722594843878736 -2.1999884782012122 -0.005684755473455308 -1.4999914843473758 -0.0036620339357155804 -0.7999944547751096 -0.0016613980113389418 -0.09999735473683065 0.00031451175575509014 0.5999998354047991 0.0022683360642787665 1.2999971196316287 0.0042070428308615985 1.999994432793879 0.006139268741906611 
10	0.7	21.003	1	5	10	10	10	(0, 128, 0)	7.699997295086712	9.111390254441641	-3.5999830790392378 -0.010166515083943648 -2.899986234454996 -0.00809674206354266 -2.199989550867362 -0.006003047233796942 -1.499993176339798 -0.003851565867791444 -0.7999971828695306 -0.0016112783421710882 -0.1000015910907844 0.0007360889089569471 0.5999936476335997 0.003190618374152494 1.2999886487257986 0.005734154277111838 1.9999835706221836 0.008335683583636845 2.6999785150452786 0.010961246241116645 
11	0.7	24.002	1	5	10	10	10	(0, 128, 0)	8.399995583737661	9.111390254441641	-3.599983475885874 -0.010594706821072978 -2.8999868772010005 -0.008429310188392087 -2.1999904333624656 -0.006235843525670084 -1.499994371304051 -0.003970479824017656 -0.7999988795938151 -0.001586031486347527 -0.10000411166738467 0.0009560354260114182 0.5999898710929434 0.0036753484810531185 1.2999831400382231 0.0065662750730262785 1.9999759030062836 0.009597676549925924 2.6999684610930856 0.012720109144816428 3.3999610668034443 0.015880208706223375 
12	0.7	27.002	1	5	10	10	10	(0, 128, 0)	9.099994568917436	9.111390254441641	-3.5999835195274694 -0.011133476967776921 -2.899987507301325 -0.00877601460667231 -2.1999915695851224 -0.006404229823264817 -1.499995888663563 -0.003988364667019099 -0.8000006617226839 -0.0014845714064130114 -0.10000613995941053 0.0011588694912111387 0.5999874308879309 0.003990076316480331 1.2999799030394799 0.007039343640862115 1.999971314460793 0.010307013451719207 2.6999619219237805 0.013758886941812667 3.399952149777244 0.017333047244319458 4.099942403805721 0.020958737383226966 
6	0.7	30.002	2	5	10	10	10	(173, 137, 204)	4.732275841086799	7.246140671836226	-3.7423279862726058 0.015940012428224508 -3.055031985269097 0.007807019124721116 -2.37974253129771 -0.00020586374056870676 -1.7151800843354663 -0.00813785390954266 -1.0594808291590243 -0.016021417274046733 -0.4102899768170055 -0.02387057209962338 
