N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	current length	div_length	X
6	0.7	3.001	1	10	0.1	0.1	10	4.900000002330925	8.227498105221386	-2.2000000011654595 3.436382848038307e-17 -1.500000000874095 -1.422453648963661e-17 -0.8000000002913639 -2.0139291990746446e-17 -0.0999999997086322 -2.013929199074616e-17 0.6000000008740995 -1.4224536489635888e-17 1.300000001165465 3.4363828480382054e-17 
7	0.7	6.002	1	10	0.1	0.1	10	5.599997342998911	8.227498105221386	-2.899953591064559 0.008175935851721097 -2.199997906150435 0.0003717461193047047 -1.4999990985965537 -0.00017088047115187515 -0.7999996196207575 -1.2457397837623659e-05 -0.09999985644280167 1.669866064330048e-06 0.600000048835848 1.5041557278277433e-07 1.3000000183026184 -1.2300122412748966e-08 
7	0.7	9.003	1	10	0.1	0.1	10	5.599999662086107	8.227498105221386	-2.899979894853493 0.006518127459671291 -2.1999909081940463 0.0025991025469635654 -1.4999954096448764 0.00011447659937557372 -0.7999958205221774 -0.0005596228305607203 -0.09999591912440949 -0.000320176407949691 0.6000039878651753 -4.580520806043351e-05 1.3000039597371982 6.0049924111425864e-05 
8	0.7	12.000	1	10	0.1	0.1	10	6.299997946884012	8.227498105221386	-2.8999853274920793 0.005972969867991011 -2.1999921218282936 0.0029129762957645603 -1.4999960437577158 0.0006335887526951372 -0.7999972009064801 -0.00046926861537961614 -0.09999762832930596 -0.0008191429976621261 0.6000019607383362 -0.0006380886458308136 1.299997545370803 0.0017172810921534682 1.9999731986114886 0.0075233120803656715 
8	0.7	15.001	1	10	0.1	0.1	10	6.299999712982924	8.227498105221386	-2.89998826372468 0.005686186526790097 -2.199993258666367 0.0030447420490890735 -1.499996809293962 0.000822791712599669 -0.7999983925758262 -0.0006484753122041438 -0.09999860374530159 -0.001119812164633867 0.6000006427785284 -0.00014209127454109115 1.2999951492696704 0.0026149400870889954 1.9999839183646868 0.006575346205908559 
9	0.7	18.003	1	10	0.1	0.1	10	6.999999387985525	8.227498105221386	-3.59995276511097 0.013262505195593511 -2.89997811775365 0.007310799746625959 -2.1999919572778834 0.002925911894759266 -1.4999964916584467 0.000435778865702669 -0.7999976690534417 -0.0007984903942553005 -0.09999777911963775 -0.0009804589902819231 0.6000011513687754 0.00019375033798421052 1.2999963498880713 0.0027695483430850106 1.999988169603577 0.0061478310793555025 
10	0.7	21.004	1	10	0.1	0.1	10	7.699999235442945	8.227498105221386	-4.299895219998766 0.02239036039420879 -3.599946602169347 0.013914405168815886 -2.8999774210094604 0.007360312801758845 -2.199990934651457 0.003031965255104236 -1.4999960741361342 0.0003780485743021922 -0.7999973586140525 -0.0009123666806597179 -0.09999744420244676 -0.0009079334119408211 0.6000012682094933 0.000396436642573803 1.2999969960644588 0.00282798238025183 1.9999904069807817 0.005860009395541352 
5	0.7	24.001	2	10	0.1	0.1	10	4.155752293654298	7.1392459480389565	-4.6077989871390574 0.02335653846628506 -3.9126045162150556 0.01560287506378521 -3.221913965366331 0.011059073534686712 -2.535295840837751 0.008408548186224963 -1.8526408196703303 -0.018517735123973245 
6	0.7	24.001	2	10	0.1	0.1	10	4.839366381960742	8.129793962234531	-0.5310056657530589 0.012209000675719447 0.15056023185015519 -0.004615002932402707 0.8345755682639221 -0.0014908039259774759 1.5217319649789243 0.0018017522311453555 2.212740581973378 0.00628782256254548 2.9080827735811754 0.013815427142937138 
5	0.7	27.002	2	10	0.1	0.1	10	4.198619989628941	7.1392459480389565	-4.703782483493997 0.024111877860598173 -4.003932435606574 0.022409747475942588 -3.304254569217508 0.015663023849840998 -2.604919671690052 -0.002933099508045133 -1.9060741635519804 -0.03261070674340533 
6	0.7	27.002	2	10	0.1	0.1	10	4.898117980096047	8.129793962234531	-0.5096795436617659 0.02194427769414741 0.18950343312673343 0.0032704313105682433 0.8889598616864209 -0.004794486640622151 1.58855486969824 -0.0016131232449520271 2.2882337845117737 0.006227844953292188 2.988044245101457 0.014356140199342893 
6	0.7	30.003	2	10	0.1	0.1	10	4.889588991960893	7.1392459480389565	-5.568796427059445 -0.0009481973614024916 -4.869817420919367 0.018842996770788618 -4.171886321128699 0.04752359386095447 -3.4757306042062353 0.095985524692378 -2.785021158671516 0.004480875000888644 -2.2191067946134493 -0.4027825596073547 
7	0.7	30.003	2	10	0.1	0.1	10	5.584056517142283	8.129793962234531	-1.0328336165141605 0.3075310279721769 -0.40522392322904516 0.005120481002618555 0.28901438938289736 -0.04728138278152168 0.9849314340677301 -0.012689388126745063 1.6821102269476593 0.0011026639296570417 2.3801732179065995 0.0064387805827510235 3.0791273918531465 0.014501300252869059 
6	0.7	33.004	2	10	0.1	0.1	10	4.896278315552936	7.1392459480389565	-5.595503726416049 -0.007752063276052813 -4.898270806053648 0.05150406349179643 -4.200423228897496 0.09933825659246051 -3.501835765521919 0.07158843333317151 -2.8272845766122883 -0.1111679749711097 -2.203403695443776 -0.4264891898135214 
7	0.7	33.004	2	10	0.1	0.1	10	5.595546882198166	8.129793962234531	-1.0372231751741403 0.33578584924209576 -0.3814186324433577 0.09405677489840193 0.30515436539236884 -0.036434339635189945 1.0041031600990844 -0.050295891486474543 1.7027194822661107 -0.01852375145384934 2.401816741330725 0.006617017178959654 3.101482496564012 0.018849304774085356 
7	0.7	36.001	2	10	0.1	0.1	10	5.598020256140558	7.1392459480389565	-5.606250999635397 0.006928588915141619 -4.909824426006882 0.0763809133780252 -4.210840547808903 0.10852776587346757 -3.5154542259437385 0.03287418720569221 -2.8569248620454633 -0.20278453820654987 -2.252376738847501 -0.5550527933093259 -1.6515178175237133 -0.913799685156144 
8	0.7	36.001	2	10	0.1	0.1	10	6.298840126693184	8.129793962234531	-1.6432083598526968 0.7006775132835034 -1.0285854592415333 0.3658460753674746 -0.37595482011814096 0.11347810641445856 0.31075253578442935 -0.020703653949585385 1.009696733909185 -0.0548933922602084 1.7092922050039918 -0.03555325843166187 2.408494306155772 -0.004029204100746521 3.1079074005194234 0.023523182917733705 
7	0.7	39.002	2	10	0.1	0.1	10	5.598581412417536	7.1392459480389565	-5.614721770830489 0.030450600994800646 -4.917211633638232 0.08826697186389809 -4.217514108070161 0.09782951088655985 -3.525120795196498 -0.0024124542673138166 -2.8656663586569295 -0.23607085042129797 -2.2457275070501543 -0.5606957978386261 -1.6384691530748265 -0.908663613423185 
9	0.7	39.002	2	10	0.1	0.1	10	6.998762954928015	8.129793962234531	-2.2662220886436315 1.0307640228670207 -1.6478200864296513 0.7029332116076121 -1.0243284632478487 0.38502849145317064 -0.3707546921158235 0.13505618939992833 0.3137461257233858 -0.010046240558457372 1.011910290222447 -0.057584865966039935 1.7116743754387733 -0.04580749992217653 2.4107905910306657 -0.012334040959011684 3.109816845922644 0.023789613993678686 
8	0.7	42.003	2	10	0.1	0.1	10	6.298657866198189	7.1392459480389565	-5.620913024967644 0.05527003299880736 -4.92199894263175 0.09272397395599707 -4.222270912262262 0.08281254675583576 -3.5312122927513245 -0.026689562918989777 -2.8690577616180764 -0.2527532684285046 -2.2418453776819107 -0.5630926845999625 -1.6284616869668262 -0.9000864445400208 -1.018736948122441 -1.2438005796267735 
10	0.7	42.003	2	10	0.1	0.1	10	7.698902664582297	8.129793962234531	-2.8926221696415166 1.349848265692411 -2.271687693689774 1.0267460074827717 -1.6505685261323024 0.7040895836480807 -1.0224195842157597 0.3954485708335635 -0.36698959932169745 0.1502550441620788 0.31644616191486646 -1.0997662432106964e-05 1.0138705098459995 -0.05772431724454628 1.7137298959445133 -0.052675467262076746 2.4128472777539116 -0.019003342563973135 3.111625883579164 0.021731694036093263 
8	0.7	45.000	2	10	0.1	0.1	10	6.298916170176657	7.1392459480389565	-5.625411118740746 0.07713786953828286 -4.925708299517794 0.09509859409169082 -4.226328312265002 0.06979236480563747 -3.536102719510593 -0.0452315301373112 -2.8718870155743557 -0.26536032056004955 -2.2394460169419217 -0.564982585578189 -1.6232348826682472 -0.896836129918751 -1.013493687596894 -1.2405511587792106 
10	0.7	45.000	2	10	0.1	0.1	10	7.698899195439834	8.129793962234531	-2.8949739342457104 1.3492818010473484 -2.2751051846008967 1.0241627134374147 -1.6524122975862399 0.7045824336883492 -1.020848129841506 0.4030143488888441 -0.36407681126446123 0.16141216245207612 0.3187096427333939 0.008157896438269677 1.0155316668025238 -0.05648649043914785 1.715409252150288 -0.05692034483178583 2.414578905621943 -0.024340428524160455 3.113240250238665 0.018372436597072328 
9	0.7	48.001	2	10	0.1	0.1	10	6.998094710978764	7.1392459480389565	-5.629784316171081 0.09500541513001892 -4.929874773660086 0.09739205994240986 -4.2310171338240785 0.06104073176869372 -3.5415045726180163 -0.05784002189011773 -2.8772552649441128 -0.2775387645919384 -2.24614401490054 -0.5795657069871205 -1.6411941360681297 -0.9311247643200984 -1.045730121872378 -1.298561508915592 -0.4209100936141275 -1.6141700847691245 
5	0.7	48.001	3	10	0.1	0.1	10	4.19314074986074	7.510331887342728	-3.7778450336751974 1.8111665482744934 -3.1506424958564776 1.501964958692009 -2.521786958481396 1.197735879627281 -1.9079601017650312 0.865617198284665 -1.3231283583646587 0.4857577509055277 
6	0.7	48.001	3	10	0.1	0.1	10	4.8885440023239415	7.6857293897610806	-0.14004372418937164 -0.23921045288488643 0.5312368899481845 -0.053008710766113847 1.2273037849819168 -0.019150597328051543 1.9244938028542742 -0.04290802207823 2.622442243719767 -0.02087910824967694 3.3191996768841574 0.03675150645723007 
5	0.7	51.002	3	10	0.1	0.1	10	4.1994136005516935	7.510331887342728	-3.7927708268679936 1.8175981953551708 -3.1398788737820382 1.5652734495049587 -2.495874374256335 1.2912664556889233 -1.9087743679104263 0.910379545116055 -1.3362657288390778 0.5080184619402904 
6	0.7	51.002	3	10	0.1	0.1	10	4.899131160444201	7.6857293897610806	-0.14353853036532785 -0.22214976606705966 0.5468982258157723 -0.10839917087111312 1.2430519395152981 -0.03749203721356844 1.9423823346496432 -0.011461767602010387 2.6421238967818237 0.00238439334968578 3.341751917521351 0.02321614665619056 
5	0.7	51.002	3	10	0.1	0.1	10	4.190945165257736	6.8641450224053315	-5.909659754423102 0.1803393511095173 -5.211455092389584 0.14696966791169763 -4.516614497226236 0.07988558594019746 -3.8217677550088744 0.022145493025576196 -3.125667126361706 0.04930978129456758 
5	0.7	51.002	3	10	0.1	0.1	10	4.1916022022925485	7.973922517342151	-2.009395026879613 -0.7711004219533588 -1.4174809577527008 -1.138815621007746 -0.8005298722726502 -1.4640847888474904 -0.16100175485078724 -1.7443114053915592 0.4848023732393997 -2.012027765738944 
6	0.7	54.003	3	10	0.1	0.1	10	4.897859832391233	7.510331887342728	-3.9080204027445 1.8874123652280972 -3.2694362189825914 1.6011204350511148 -2.634007420530628 1.3082905025523348 -1.9793473629627782 1.0620607710326988 -1.285456502657242 0.9755608952107171 -0.5892080273779372 1.0448094159820973 
7	0.7	54.003	3	10	0.1	0.1	10	5.593703825247481	7.6857293897610806	-0.7351572703992917 -0.34215161563287344 -0.043928383012385545 -0.24168077107473404 0.6427396305004303 -0.11357670706121004 1.3360178254010104 -0.02661144838433755 2.034284843836512 0.005387344787708645 2.733548443244741 0.01474067630231033 3.4331523732837095 0.023492682900835032 
5	0.7	54.003	3	10	0.1	0.1	10	4.199806527518228	6.8641450224053315	-5.922750368641426 0.18425108975060736 -5.224678653021143 0.13260415549497917 -4.526306096963537 0.08549229614355786 -3.827633737979948 0.04335667122306854 -3.1290444563967483 0.00013157692608966592 
5	0.7	54.003	3	10	0.1	0.1	10	4.199844727315831	7.973922517342151	-2.0871430276019773 -0.9968717730608944 -1.5611070200265458 -1.458584337417024 -0.9176156351658254 -1.7337719098132107 -0.23298708008690516 -1.8797581649852424 0.45900690091455487 -1.9855740140259182 
6	0.7	57.000	3	10	0.1	0.1	10	4.894914820714341	7.510331887342728	-3.938160534991564 1.8686189121308177 -3.2790617291177315 1.6341031734185614 -2.5949212981902217 1.4894874212249358 -1.9083874501125324 1.3576318192999826 -1.2509543261115879 1.1219189440284627 -0.5558976624020426 1.0517842963912758 
8	0.7	57.000	3	10	0.1	0.1	10	6.297458857655444	7.6857293897610806	-0.7305468974281716 -0.33492947363466585 -0.03691189018606088 -0.24281587527091308 0.6530581916802903 -0.12808604194202086 1.3470910384643362 -0.041056499713252675 2.0450857904984825 0.005425115972146865 2.7445324535182913 0.02209178560595274 3.444266212930878 0.028026275172808778 4.144103707280557 0.03550697083050388 
6	0.7	57.000	3	10	0.1	0.1	10	4.89499199120589	6.8641450224053315	-5.9512279713990015 0.1847797032018617 -5.253924919781472 0.12894826710092094 -4.556398632953077 0.08187971223557916 -3.857624674621401 0.08589217633094555 -3.1603530606106616 0.13015228286199088 -2.4626450798221717 0.08961870878659431 
6	0.7	57.000	3	10	0.1	0.1	10	4.896485005539293	7.973922517342151	-2.879718976910518 -1.2379229060578036 -2.181892660119353 -1.285889503820275 -1.514020523415026 -1.492067795684069 -0.8579212476018379 -1.7336536375249834 -0.18061272654308788 -1.9075035672062146 0.5084456070145278 -2.028560141618863 
7	0.7	60.001	3	10	0.1	0.1	10	5.598204013910593	7.510331887342728	-3.9591047142680464 1.8505432846818022 -3.282209519977385 1.6725225388944711 -2.601762282629896 1.5089513249970978 -1.919271526106826 1.3544407816976445 -1.2386344112074146 1.1927935073248854 -0.5456691192368148 1.097385147092172 0.1539017725177472 1.0886180118402446 
8	0.7	60.001	3	10	0.1	0.1	10	6.298745634350592	7.6857293897610806	-0.7278234113726806 -0.3277059629637149 -0.028610204722056342 -0.29764040947668113 0.6659236085294243 -0.21123907029382105 1.353700083067206 -0.08242270542416706 2.048419921554902 0.0009892538599297561 2.7476345720121325 0.028937213946302057 3.447471009744563 0.03389482521617877 4.14739443743174 0.0360665322574364 
6	0.7	60.001	3	10	0.1	0.1	10	4.89913072421372	6.8641450224053315	-5.9612375103695205 0.173167279847489 -5.262577162066281 0.13108938399990694 -4.563113911535391 0.10776087763323093 -3.863320834177433 0.10811586540211296 -3.163583154711968 0.10756361928834335 -2.4648435034672214 0.06867155611438473 
6	0.7	60.001	3	10	0.1	0.1	10	4.8992861708942845	7.973922517342151	-2.8925472942985464 -1.2634543005159256 -2.2002811431534437 -1.3659936770277445 -1.5183070919639463 -1.5230047800137123 -0.8466806783652063 -1.7199071599039206 -0.16891553363296907 -1.894285585193959 0.5131312378330135 -2.0514450505648285 
7	0.7	63.003	3	10	0.1	0.1	10	5.5997074301414145	7.510331887342728	-3.9647777441653123 1.845481478972111 -3.2858811880828136 1.675292387358784 -2.601770378209396 1.527932232144772 -1.9108880777595867 1.4168926742321637 -1.2274309427649115 1.2644214081295173 -0.5372249470093077 1.1476976372973329 0.16085275090433582 1.0960004621994157 
9	0.7	63.003	3	10	0.1	0.1	10	6.928372579287171	7.6857293897610806	-0.6220369955168626 -0.4316066595286971 0.05051453504717743 -0.29758825868350275 0.7292358943743232 -0.19336245959111223 1.4087896206440313 -0.08622622866479648 2.0934154372659486 -0.0037688822418140006 2.7838708599593462 0.033431996947291924 3.4773330108118357 0.04101145024688238 4.172965586645388 0.04137574321903125 4.870768600425793 0.04372323224042074 
7	0.7	63.003	3	10	0.1	0.1	10	5.548218605650446	6.8641450224053315	-6.025734973057804 0.16769339346600023 -5.329179615762634 0.1382827308614403 -4.63499689280772 0.11850676121568049 -3.943031979412388 0.11430014513575974 -3.253214929538334 0.11442969217363572 -2.5655417935214224 0.09150332999727087 -1.8816954257073089 0.028655048937386386 
7	0.7	63.003	3	10	0.1	0.1	10	5.60119274939569	7.973922517342151	-2.8912922367476543 -1.268891559950225 -2.202377936438318 -1.3937363182994782 -1.523658851640345 -1.5660336411651834 -0.8599876368032652 -1.790201071216091 -0.17035972542678363 -1.9112644304793165 0.5145382891851974 -2.0562965053681497 1.1952365578635216 -2.2197342533311586 
8	0.7	66.004	3	10	0.1	0.1	10	6.309542548991388	7.510331887342728	-4.635003427867593 2.0047974571025353 -3.956201427358209 1.8314431971046639 -3.2704757123817925 1.6854196972265416 -2.570692357113177 1.6355525178712305 -1.869105002344886 1.6695218466944206 -1.2092457938875663 1.429128019872863 -0.5434215844014427 1.209310178941311 0.14855628852792743 1.100825413896973 
10	0.7	66.004	3	10	0.1	0.1	10	7.6078996615561945	7.6857293897610806	-1.1739660813796629 -0.6721421166145474 -0.5320733567650245 -0.4281461605454875 0.14057343737398764 -0.29390139474030685 0.8131266959464662 -0.15791509817682436 1.49216502093666 -0.05454419956936132 2.1769783308404724 0.013412338879179295 2.866290904890176 0.0438977253280505 3.5584532729636362 0.048597100449656705 4.25308747871321 0.04555864377787118 4.950361413792682 0.0431862831410274 
7	0.7	66.004	3	10	0.1	0.1	10	5.55453413197613	6.8641450224053315	-6.176801437311425 0.1686248669507651 -5.479917378854828 0.14258661980976323 -4.785222071942853 0.12598214416332154 -4.092611668676033 0.11391472486669735 -3.402735238230572 0.07492713634735845 -2.713189244938445 0.08357817375135826 -2.0685538204237326 0.32675421237194646 
7	0.7	66.004	3	10	0.1	0.1	10	5.6099760201911835	7.973922517342151	-2.8533141209398907 -1.3090106980953204 -2.223486148632106 -1.617042904422409 -1.6121238057498553 -1.962921915354244 -0.9128155662893229 -2.0335486788508574 -0.21163200394034487 -2.0021286017243143 0.486582530849723 -2.065677882756481 1.174863086671015 -2.1963898346796222 
9	0.7	69.001	3	10	0.1	0.1	10	6.998751679185245	7.510331887342728	-4.615201798158784 1.976544497182898 -3.9318021532843446 1.8255775591079195 -3.238515209827751 1.7308559179562104 -2.5390087624640305 1.747383105212206 -1.8465129316131714 1.8499897883759904 -1.1461545263265227 1.8417711537384005 -0.5213107400590545 1.5256290192502835 0.0950132517009921 1.1950783860894936 0.7801140548085266 1.0546491819967432 
8	0.7	69.001	3	10	0.1	0.1	10	6.277109721012971	6.8641450224053315	-6.279785791372852 0.17124288944955954 -5.580960717330983 0.15437438420173216 -4.883410334302282 0.12696325704623534 -4.188369549966017 0.07176958491690434 -3.493694693724455 0.02186955502320823 -2.800647814649576 0.0829454762307189 -2.1332223707853086 0.2781409117695566 -1.4774977350870317 0.5090173933276991 
8	0.7	69.001	3	10	0.1	0.1	10	6.313715964022569	7.973922517342151	-2.7980379896768977 -1.3575538740357587 -2.2527042072228074 -1.7987864050523776 -1.6468584625905125 -2.1556208029623303 -0.9459015175038749 -2.2093851106778133 -0.24783615739650297 -2.1299625644718816 0.4533866225975777 -2.1020557761634664 1.1512331656061432 -2.170059808435119 1.8427563764430932 -2.282463511704071 
5	0.7	69.001	4	10	0.1	0.1	10	4.15728842164785	8.671995916129736	-1.2486193146963827 -0.844889364181301 -0.6135592206762691 -0.5727530123386647 0.009445997423560335 -0.28018285713931274 0.6884827337923919 -0.3933219885933629 1.3759871011222247 -0.3383807348119926 
6	0.7	69.001	4	10	0.1	0.1	10	4.878006808313952	8.314480255599069	2.4764059611653497 0.47167051356722695 3.0196660025741733 0.037994737718829635 3.713168861847366 0.013709873175682587 4.407678785420816 0.03589690589260103 5.103474877199736 0.01393427201613358 5.800748588417328 -0.016594412901667233 
9	0.7	72.002	3	10	0.1	0.1	10	6.964085280677903	7.973922517342151	-3.4216838386192494 -1.1742263654977885 -2.7847715965821513 -1.4468651690351504 -2.2392591560791852 -1.8742164133522956 -1.6315246375518893 -2.2085963048754653 -0.937401619801568 -2.2396226700363826 -0.24450743021954308 -2.17393895490606 0.45158726564776097 -2.140086220086137 1.148518094461546 -2.1774331295140392 1.8426974340945503 -2.2592436726740086 
5	0.7	72.002	4	10	0.1	0.1	10	4.191884727492985	8.671995916129736	-1.2694454676288771 -0.8670367277416225 -0.6167282519318074 -0.6205071836913331 0.04885887605908802 -0.4125659720794509 0.7466858220111103 -0.40256676631837446 1.4353884346157493 -0.5218163806467127 
6	0.7	72.002	4	10	0.1	0.1	10	4.820594722730995	8.314480255599069	2.585839149715905 0.5258105031783498 3.1233376920729614 0.12132037519497267 3.786580422414471 -0.02322689823377484 4.470966895732404 -0.034205402388530017 5.160399419587147 -0.014287426468096817 5.855217353881342 -0.003946636568080369 
4	0.7	72.002	4	10	0.1	0.1	10	3.4606393009350653	6.3685748667419535	-7.30537231954554 0.2103281010906301 -6.612919638590777 0.18003130971970285 -5.926738508632512 0.1551743745991078 -5.247507572761882 0.20271952304982135 
5	0.7	72.002	4	10	0.1	0.1	10	4.13360847698374	7.274048245987085	-3.9491462854075605 0.08656493799833495 -3.3175724672443936 0.33730960037941476 -2.6669574497551665 0.13045680187362432 -2.0060397474748903 0.30535412613182106 -1.3624729324443234 0.5477629417884234 
5	0.7	72.002	4	10	0.1	0.1	10	4.123210528586533	7.617450932876784	-4.706678882134868 1.9050052467801253 -4.0234369264114624 1.80362573056267 -3.3443027146809414 1.7345222682404524 -2.667744789509707 1.7465641333507105 -2.0481488029998793 2.0097657755217955 
5	0.7	72.002	4	10	0.1	0.1	10	4.082812374998918	7.052880935577418	-0.7725878454099914 2.190342140852379 -0.47505676718524165 1.5793965267295949 0.1030008310122953 1.2377480290372074 0.7221209233637383 0.9899811519822579 1.3772225514818373 0.8760185298443673 
9	0.7	75.003	3	10	0.1	0.1	10	6.993476308836035	7.973922517342151	-3.4562603084772725 -1.1817422791503047 -2.8475089213303213 -1.5260795905669264 -2.253031129530196 -1.8941083410757513 -1.6190421613786108 -2.188053179699201 -0.9243830022675747 -2.262936841973063 -0.22724069070704933 -2.2113917310727165 0.470511952449548 -2.166176001817187 1.1697168609145228 -2.1838269123481395 1.8669232500562218 -2.2430695623494556 
5	0.7	75.003	4	10	0.1	0.1	10	4.198418961446306	8.671995916129736	-1.2678687192422065 -0.8368497271838998 -0.5914483759975957 -0.6585562021362692 0.09135294608636399 -0.5069088081036329 0.7892210332032233 -0.458377160112316 1.4877960633766147 -0.5014746861611397 
7	0.7	75.003	4	10	0.1	0.1	10	5.586871609656166	8.314480255599069	2.656977148632652 0.5516799356039934 3.2077923538483426 0.12518889616956405 3.8669360610672925 -0.10003260840663908 4.564284685234711 -0.10908606864340666 5.259586318749783 -0.04605125197378925 5.956321484894941 0.006977393667221342 6.654517414194455 0.047524765973104066 
4	0.7	75.003	4	10	0.1	0.1	10	3.4983747723714527	6.3685748667419535	-7.475453333156886 0.18785674800509167 -6.775848739419901 0.17527352159915402 -6.07668173180615 0.19487336111950684 -5.379705473289542 0.25078579304331833 
5	0.7	75.003	4	10	0.1	0.1	10	4.19566373652812	7.274048245987085	-3.9905192530981894 0.11408967343621462 -3.2975719807252166 0.20567575570367855 -2.602335800241967 0.2759183225740506 -1.915109739192462 0.40263524107099347 -1.2388251522346285 0.5797934319184843 
5	0.7	75.003	4	10	0.1	0.1	10	4.195921405660667	7.617450932876784	-4.807295580897754 1.8893695075304375 -4.115828632626138 1.7831684478985996 -3.418361706886525 1.7352643471976497 -2.7221381103423345 1.7944102651590599 -2.036909271236946 1.929948327032148 
5	0.7	75.003	4	10	0.1	0.1	10	4.189031085371075	7.052880935577418	-0.7354403894853746 2.426013182675307 -0.4641654266097634 1.781964865477724 -0.012538316460582385 1.25056416966051 0.6199443504960372 0.9591182407802084 1.3120793029311777 0.8822436876773043 
10	0.7	78.004	3	10	0.1	0.1	10	7.701411436525362	7.973922517342151	-4.109423407640332 -0.9904374029963896 -3.494327128880961 -1.3239559913656298 -2.9245669661889395 -1.7305700463627727 -2.3322996875619717 -2.1041086577807033 -1.6438937560218307 -2.2318164296140015 -0.9436645852917553 -2.2465979448327835 -0.24383708139097862 -2.2188136621017143 0.455926780554312 -2.191415130725495 1.156112983479533 -2.1954911065715197 1.8554761969570839 -2.2276936435455745 
