N disks	Disks radius	time	Gen	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.003	1	0.1	10	10	10	(0, 128, 0)	4.90000350594967	8.324735064895842	-2.2000017529748384 1.4287556660828223e-16 -1.5000014722357198 -2.857506789300117e-17 -0.8000002807374366 -1.1430049871528113e-16 -0.09999971926256548 -1.1430049871528096e-16 0.6000014722357181 -2.857506789300059e-17 1.3000017529748318 1.4287556660828194e-16 
7	0.7	6.003	1	0.1	10	10	10	(0, 128, 0)	5.599985961797108	8.324735064895842	-2.200003400035577 -0.00015472020314146162 -1.5000026850756625 -0.00046500806601811517 -0.8000004721777482 -0.0005268844244905136 -0.09999895336398833 -3.2945659685518916e-05 0.6000000532116393 0.0011941697517115154 1.2999834340730172 0.003071345246521224 1.999975238327704 0.0052801915357847395 
7	0.7	9.003	1	0.1	10	10	10	(0, 128, 0)	5.599989794297333	8.324735064895842	-2.2000038569873825 -0.0014939529534926629 -1.5000033090572957 -0.0005975856585264449 -0.8000016550814314 0.00029878555699157556 -0.10000211426469482 0.0011951592727879215 0.5999942230724261 0.0020915352170359017 1.299987433494787 0.002987912363292375 1.9999824937829798 0.003884294382593213 
8	0.7	12.003	1	0.1	10	10	10	(0, 128, 0)	6.299976921137997	8.324735064895842	-2.899980713180024 -0.005736878530104825 -2.1999866176353424 -0.004048127691875088 -1.4999967487627548 -0.002385927576763199 -0.8000000790709133 -0.0007827753099677669 -0.10000277422790242 0.0007400774274449457 0.5999930900899861 0.002182626298874603 1.2999886156170966 0.0035661106784529157 1.999984536285322 0.00492305528945147 
8	0.7	15.003	1	0.1	10	10	10	(0, 128, 0)	6.299982560607493	8.324735064895842	-2.8999843729429515 -0.0055232112310591094 -2.1999891826586437 -0.003999967507309227 -1.4999948802211716 -0.0024767890225653043 -0.7999992913146167 -0.0009537486230764385 -0.10000284598773347 0.0005691020988098643 0.599993308435717 0.0020917606467869584 1.299989981547704 0.0036142794379162625 1.999986592257171 0.005136734786010053 
9	0.7	18.003	1	0.1	10	10	10	(0, 128, 0)	6.999971541279505	8.324735064895842	-3.5999627376986725 -0.009766835802096693 -2.899969892261253 -0.0077225344690709085 -2.1999810397253468 -0.00568472539344721 -1.4999902202908542 -0.003662027594005022 -0.799996893830748 -0.0016614071865374508 -0.10000217317819339 0.0003144919634075883 0.5999932256748309 0.0022683082555744034 1.2999898375260086 0.004207010725037249 1.9999862039578162 0.006139231834026597 
10	0.7	21.003	1	0.1	10	10	10	(0, 128, 0)	7.6999615615461146	8.324735064895842	-4.2999395703800944 -0.014451977518532413 -3.599948459494165 -0.011815637131948028 -2.899963509135606 -0.00920404655140539 -2.1999767653861495 -0.006652116940926584 -1.4999875678663857 -0.0041917572095621055 -0.7999958127155018 -0.001841651353857601 -0.10000213854591457 0.0003982794548423421 0.5999929409647932 0.0025468334103923612 1.2999897207953905 0.004635928624386512 1.9999861912675896 0.006700406165406161 
5	0.7	24.002	2	0.1	10	10	10	(139, 122, 129)	3.833928426463662	7.588502522900793	-4.298876386410396 0.0482242758008486 -3.6006898445298865 0.01829242306782296 -2.912679156320762 -0.011217343391193554 -2.2886467552055616 -0.038006936653059695 -1.8671853753929635 -0.05611366366097705 
6	0.7	24.002	2	0.1	10	10	10	(149, 101, 185)	4.580420816284432	7.8941444198237125	-0.47825971055586974 -0.07543976234613377 -0.03214484244878493 -0.05176250595549461 0.6087132115364249 -0.017806075076833697 1.3003608533183981 0.01875490614638532 1.9987418084071256 0.05560186920598449 2.6977267354566026 0.0924485865017302 
5	0.7	27.002	2	0.1	10	10	10	(139, 122, 129)	3.842162239924727	7.588502522900793	-4.304676680982756 0.04945221159578257 -3.6201150779019566 0.0190438056873032 -2.969228636149698 -0.009878271586554568 -2.3830323755347873 -0.03594189515890691 -1.8649233215709653 -0.05899108039228855 
6	0.7	27.002	2	0.1	10	10	10	(149, 101, 185)	4.575332126769023	7.8941444198237125	-0.47239980369354834 -0.07986763432842173 0.05061976030141623 -0.051057896862454516 0.6506329454599803 -0.0180490428805623 1.3125713022045544 0.018305832034934723 2.0013443587055852 0.05608439423252979 2.698153217287916 0.09428046698490467 
6	0.7	30.002	2	0.1	10	10	10	(139, 122, 129)	3.950118653341487	7.588502522900793	-4.340409383635837 0.04306148355332994 -3.7364617052462217 0.0324906572429132 -3.201814065082509 -0.01250201553393012 -2.662803461866838 0.008857356173205662 -2.12143181406299 -0.05618180310499544 -1.7976048652101495 -0.030510521230100063 
7	0.7	30.002	2	0.1	10	10	10	(149, 101, 185)	4.706908464000268	7.8941444198237125	-0.5942870562183563 -0.13020936107069792 -0.3008664214647587 -0.1357436492570259 0.17431372904596087 -0.057104185998656985 0.7101303177991163 -0.03882170827414176 1.33519640491133 0.01908540961398339 2.0089847204059637 0.062254560912792294 2.7000506735118255 0.11054889885223887 
6	0.7	33.002	2	0.1	10	10	10	(139, 122, 129)	3.970377782254261	7.588502522900793	-4.453077902298189 0.03987244906426817 -3.8560463902244995 0.026704902967910067 -3.3059342269424845 0.011436203738878135 -2.772709407749801 0.002503958705494705 -2.2819340429653336 -0.012852361774565344 -1.8834286898711787 -0.019564802720013066 
7	0.7	33.002	2	0.1	10	10	10	(149, 101, 185)	4.62651836157616	7.8941444198237125	-0.5044556730905052 -0.16837231504326158 -0.14053571709414245 -0.1338554442984782 0.3093514085556968 -0.09131782336119887 0.8203660979394948 -0.0432317225917331 1.3949215704484508 0.01056856370805881 2.032022004754393 0.07000904464823375 2.707959341480737 0.13296935841635857 
7	0.7	36.002	2	0.1	10	10	10	(139, 122, 129)	4.389639957669157	7.588502522900793	-4.523881299884678 0.023676924424501797 -3.9257492011231316 0.026629211357274116 -3.4002669613993257 0.005441254994984358 -2.889227977422074 0.03392964494314239 -2.371156318340518 -0.0018716519429168021 -1.8538477894068 0.04425461462137556 -1.5399114533012865 0.01730658510491327 
8	0.7	36.002	2	0.1	10	10	10	(149, 101, 185)	5.13655912201213	7.8941444198237125	-0.3011451309011099 -0.21494494836554925 -0.01939180786233307 -0.1949966203358017 0.44313009996431707 -0.10434333401512352 0.914666990584081 -0.06263859669515799 1.442815263563771 0.011682216184656117 2.0571332524705763 0.07468881832921649 2.720486773728794 0.14502892738350462 3.4084723008780107 0.21401850135380462 
7	0.7	39.002	2	0.1	10	10	10	(139, 122, 129)	4.416746578400192	7.588502522900793	-4.609577300844887 -0.0025877853516238507 -4.011998572691821 0.01290944992323216 -3.4743662551241328 0.02541152881966196 -2.953941606292633 0.04077989607259602 -2.4429420429815694 0.051636831423636134 -1.9723871980344363 0.06708229556645058 -1.5938711024142613 0.07571861022801916 
9	0.7	39.002	2	0.1	10	10	10	(149, 101, 185)	5.793853726893488	7.8941444198237125	-0.24910550458839603 -0.25987476272195736 0.09600142251807542 -0.21063652420080906 0.5260873115978625 -0.14954711049999939 1.0001119908233138 -0.08273936290320837 1.51521918895055 -0.010812872388586085 2.096835633786417 0.06966237017816933 2.7372343454847394 0.15761245657202128 3.41201979172 0.24984408278220846 4.103027797485324 0.3441104673772905 
8	0.7	42.002	2	0.1	10	10	10	(139, 122, 129)	5.1538004558816635	7.588502522900793	-5.347556571913465 -0.03659243481361321 -4.666004921857095 -0.012555806461733519 -4.050926638383746 0.009270071425074392 -3.4929150633744017 0.02934674221800101 -2.9684283985338973 0.04859706571406952 -2.4706560928522494 0.06728445523680514 -2.011755517809321 0.08486971819130396 -1.596281626329006 0.1009996141420722 
10	0.7	42.002	2	0.1	10	10	10	(149, 101, 185)	6.513682991237493	7.8941444198237125	-0.2627467547211341 -0.2835773426288407 0.1279137647842872 -0.22497710323770095 0.5533814092130732 -0.1614533491855269 1.0261201384034588 -0.09141102381254242 1.5481209191133747 -0.014762779051305085 2.12621784658704 0.06938731504737457 2.7556788730978905 0.16037342437819324 3.4206010111427037 0.2560473864374869 4.104720236920422 0.35426539660429124 4.797500629872233 0.45366209498783266 
8	0.7	45.002	2	0.1	10	10	10	(139, 122, 129)	5.1711857793866916	7.588502522900793	-5.363692724627179 -0.04664399494382616 -4.698724321015746 -0.017801076345192197 -4.082327734022973 0.009070602552924112 -3.5150829951824507 0.034089206509612606 -2.987112809250458 0.057775765355254 -2.4927661470779454 0.08039018868669515 -2.032032205469032 0.10184700582618388 -1.5962998266995019 0.1223756822350203 
10	0.7	45.002	2	0.1	10	10	10	(149, 101, 185)	6.529199368997569	7.8941444198237125	-0.2744888668560739 -0.3037123807760409 0.14203137263229382 -0.23874655097156383 0.5760869883852696 -0.17137999492082043 1.050851394597567 -0.09829736267055669 1.5744458454519092 -0.01849771835118615 2.14986481046121 0.06830437789281114 2.772391882333927 0.16135353817826925 3.4298700938187894 0.2589395776895702 4.108488230351704 0.35923346335706674 4.7973820556823545 0.4608752397302888 
9	0.7	48.002	2	0.1	10	10	10	(139, 122, 129)	5.517909574860955	7.588502522900793	-5.380868510255071 -0.1051832320899136 -4.722373845331484 -0.04861206461434963 -4.107935376788784 0.004457838170820154 -3.5385857309163846 0.05425963911142609 -3.009908071861907 0.10139843858855214 -2.5174400352760675 0.14633288714709794 -2.0596822874937 0.18908527894267416 -1.6420952867873424 0.22885192127790394 -1.2795486420205422 0.2637754609544226 
11	0.7	48.002	2	0.1	10	10	10	(149, 101, 185)	7.019526905362747	7.8941444198237125	-0.04993213501989 -0.37139789355574054 0.25076451128199834 -0.313899816415224 0.6289077188908019 -0.24209851788427053 1.0875851577221436 -0.15622868268087503 1.6056733216821846 -0.061211902499657946 2.17531671287956 0.04066977009587165 2.7901052299865086 0.1477157479108032 3.439631445258399 0.2580055229982789 4.111776862680983 0.36987141868673934 4.796130192574365 0.4823324088148578 5.485616657249596 0.5950566076822024 
10	0.7	51.002	2	0.1	10	10	10	(139, 122, 129)	6.234224610315479	7.588502522900793	-6.085418490381864 -0.18340288200578328 -5.39858765077805 -0.11802062077503057 -4.743851564174674 -0.055424538463586526 -4.130465653205152 0.003846511089215638 -3.559986863337852 0.05991455275776488 -3.0300455571559564 0.11313921011682412 -2.5377842723080026 0.16376920740964285 -2.0826091141624774 0.2116639386472176 -1.665428234089484 0.2563808750458456 -1.2753394790123458 0.29865540970717014 
12	0.7	51.002	2	0.1	10	10	10	(149, 101, 185)	7.75135132656265	7.8941444198237125	-0.07730549516031805 -0.39785799791764426 0.2758381680058128 -0.32937749004478367 0.6623378482299984 -0.2549480149721368 1.1153006430878378 -0.16879823734014215 1.629284669356178 -0.07265540863778644 2.195353895306817 0.03122645229167144 2.8053808183558817 0.14100097234516232 3.4495053435430876 0.2548248886790545 4.116785108694622 0.37097968548724874 4.797484876419338 0.48819420870923913 5.484603792397279 0.6057697284549395 6.174087782523991 0.7234676601026405 
11	0.7	54.002	2	0.1	10	10	10	(139, 122, 129)	6.898120122769981	7.588502522900793	-6.782892263205343 -0.277178762739063 -6.089825361154364 -0.2030679511829308 -5.41157996963197 -0.1300928632782915 -4.76212087933078 -0.05914586694003978 -4.150787549245617 0.009244326021895883 -3.5806812548193796 0.07494532429461491 -3.0509794945228026 0.1379676556948849 -2.5599683710524976 0.19818864283756488 -2.1077900599932975 0.25508668526780137 -1.6989777784595743 0.3074968687486586 -1.3215644685796646 0.35635651369878285 
6	0.7	54.002	3	0.1	10	10	10	(7, 26, 56)	3.8662778346911533	6.508602821179759	-0.37233598196578854 -0.6587142534279382 0.0837480937327464 -0.5173642941498342 0.5844624931197134 -0.35306443584962355 1.1099296465929969 -0.19540851760808817 1.6022373837866288 -0.032884017025750674 1.9802098894106284 0.08101687553743235 
7	0.7	54.002	3	0.1	10	10	10	(204, 117, 100)	4.959561946482134	8.651705487532675	3.356760372005985 0.23481388870181774 3.669378208419566 0.28933459747901247 4.179141580626286 0.378190738703075 4.812373827188522 0.48846799235435223 5.487960857081789 0.606011331200042 6.174522059229143 0.7253844923669387 6.8636046061189715 0.8451615714344053 
